,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,bus,cumcount
21687,WAL849 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,30.064779,-95.429453,,,,1
21688,WAL849 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,30.064779,-95.429453,,,,2
21689,WAL849 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,30.064779,-95.429453,,,,3
21690,WAL872 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.573168,-95.283899,,,,1
21691,WAL872 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.573168,-95.283899,,,,2
21692,WAL872 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.573168,-95.283899,,,,3
21693,WAL896 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.673532,-97.036234,,,,1
21694,WAL896 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.673532,-97.036234,,,,2
21695,WAL896 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.673532,-97.036234,,,,3
21696,WAL897 1,OCGT,OCGT,PP,US,1.3,,,,,,2021.0,,,,30.896466,-102.907161,,,,1
21697,WAL940 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.755036,-97.433843,,,,1
21698,WAL940 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.755036,-97.433843,,,,2
21699,WAL940 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.755036,-97.433843,,,,3
21700,WAL947 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,33.673162,-96.612131,,,,1
21701,WAL947 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,33.673162,-96.612131,,,,2
21702,WAL947 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,33.673162,-96.612131,,,,3
21703,WAL972 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.811848,-97.424739,,,,1
21704,WAL972 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.811848,-97.424739,,,,2
21705,WAL972 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.811848,-97.424739,,,,3
21706,WAL1040 1,OCGT,OCGT,PP,US,0.4,,,,,,2019.0,,,,29.877618,-95.651482,,,,1
21707,WAL1040 2,OCGT,OCGT,PP,US,0.4,,,,,,2019.0,,,,29.877618,-95.651482,,,,2
21708,WAL1040 3,OCGT,OCGT,PP,US,0.4,,,,,,2019.0,,,,29.877618,-95.651482,,,,3
21709,WAL1062 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.551973,-95.159125,,,,1
21710,WAL1062 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.551973,-95.159125,,,,2
21711,WAL1062 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.551973,-95.159125,,,,3
21712,WAL1103 1,OCGT,OCGT,PP,US,0.4,,,,,,2019.0,,,,29.998163,-95.486202,,,,1
21713,WAL1103 2,OCGT,OCGT,PP,US,0.4,,,,,,2019.0,,,,29.998163,-95.486202,,,,2
21714,WAL1103 3,OCGT,OCGT,PP,US,0.4,,,,,,2019.0,,,,29.998163,-95.486202,,,,3
21715,WAL1232 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,31.080808,-97.457755,,,,1
21716,WAL1232 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,31.080808,-97.457755,,,,2
21717,WAL1232 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,31.080808,-97.457755,,,,3
21718,"Energix Leatherwood, LLC 1",solar,,PP,US,20.0,,,,,,2021.0,,,,36.687071,-79.709472,,,,1
21719,Connexus Solar Stanford 1STF 1,solar,,PP,US,7.3,,,,,,2021.0,,,,45.41715,-93.38854,,,,1
21720,AEC- Santa Rosa Solar 1,solar,,PP,US,0.9,,,,,,2021.0,,,,33.5293,-116.547706,,,,1
21721,"Broadway Road Solar, LLC 1",solar,,PP,US,2.0,,,,,,2021.0,,,,34.458665,-79.095952,,,,1
21722,FELPS 1 - Calaveras 1,solar,,PP,US,1.0,,,,,,2021.0,,,,29.220361,-98.250865,,,,1
21723,"Wyse Fork Solar Farm, LLC 1",solar,,PP,US,2.0,,,,,,2021.0,,,,35.21377,-77.503222,,,,1
21724,FELPS 2 - Calaveras    1,solar,,PP,US,1.0,,,,,,2021.0,,,,29.220942,-98.251671,,,,1
21725,FELPS 3 - Floresville South      1,solar,,PP,US,1.0,,,,,,2021.0,,,,29.129219,-98.106298,,,,1
21726,FELPS 4 - Floresville South 1,solar,,PP,US,1.0,,,,,,2021.0,,,,29.128666,-98.107043,,,,1
21727,FELPS 5- Floresville South 1,solar,,PP,US,1.0,,,,,,2021.0,,,,29.128151,-98.107343,,,,1
21728,FELPS 6- Floresville West 1,solar,,PP,US,1.0,,,,,,2021.0,,,,29.13398,-98.193353,,,,1
21729,FELPS 7- Floresville West 1,solar,,PP,US,1.0,,,,,,2021.0,,,,29.133613,-98.192753,,,,1
21730,WAL1272 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.691018,-100.91789,,,,1
21731,WAL1272 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.691018,-100.91789,,,,2
21732,WAL1272 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.691018,-100.91789,,,,3
21733,"Brightwood Solar, LLC 1",solar,,PP,US,10.0,,,,,,2021.0,,,,45.384949,-122.084421,,,,1
21734,Oak Leaf Solar XVIII LLC 1,solar,,PP,US,9.0,,,,,,2021.0,,,,39.89939,-104.66125,,,,1
21735,Catalina Express 1,solar,,PP,US,1.0,,,,,,2020.0,,,,33.749947,-118.278469,,,,1
21736,Marina South 1,solar,,PP,US,1.0,,,,,,2020.0,,,,33.717993,-118.275617,,,,1
21737,"SR Washington I, LLC 1",solar,,PP,US,9.0,,,,,,2021.0,,,,36.347384,-82.598402,,,,1
21738,Prairie 1,solar,,PP,US,1.8,,,,,,2021.0,,,,34.239244,-118.583575,,,,1
21739,Tate & Lyle Lafayette South Plant 1,OCGT,OCGT,PP,US,30.9,,,,,,2021.0,,,,40.376319,-86.843695,,,,1
21740,Tate & Lyle Lafayette South Plant 2,OCGT,OCGT,PP,US,30.9,,,,,,2021.0,,,,40.376319,-86.843695,,,,2
21741,Billings Road 1,solar,,PP,US,1.7,,,,,,2021.0,,,,44.52344,-72.36986,,,,1
21742,Deer Creek 2 1,solar,,PP,US,1.3,,,,,,2021.0,,,,38.628,-120.984,,,,1
21743,Strobus 1,solar,,PP,US,1.5,,,,,,2021.0,,,,44.4332,-90.85707,,,,1
21744,ER Salvage Yard 1,solar,,PP,US,2.1,,,,,,2021.0,,,,44.54628,-72.61194,,,,1
21745,USS Wildcat Solar LLC 1,solar,,PP,US,1.0,,,,,,2021.0,,,,44.394128,-92.606278,,,,1
21746,Keeversville Solar CSG 1,solar,,PP,US,2.0,,,,,,2021.0,,,,41.25559,-88.21848,,,,1
21747,Helen CSG 1 LLC 1,solar,,PP,US,1.0,,,,,,2021.0,,,,44.7893,-94.05075,,,,1
21748,USS Danube Solar LLC 1,solar,,PP,US,1.0,,,,,,2021.0,,,,44.795592,-95.103019,,,,1
21749,Pittsburgh Airport Gas Plant 1,OCGT,OCGT,PP,US,4.4,,,,,,2021.0,,,,40.495,-80.233,,,,1
21750,Pittsburgh Airport Gas Plant 2,OCGT,OCGT,PP,US,4.4,,,,,,2021.0,,,,40.495,-80.233,,,,2
21751,Pittsburgh Airport Gas Plant 3,OCGT,OCGT,PP,US,4.4,,,,,,2021.0,,,,40.495,-80.233,,,,3
21752,Pittsburgh Airport Gas Plant 4,OCGT,OCGT,PP,US,4.4,,,,,,2021.0,,,,40.495,-80.233,,,,4
21753,Pittsburgh Airport Gas Plant 5,OCGT,OCGT,PP,US,4.4,,,,,,2021.0,,,,40.495,-80.233,,,,5
21754,PG Solar 1 1,solar,,PP,US,3.0,,,,,,2021.0,,,,40.481959,-80.253073,,,,1
21755,276 Federal Rd(CSG) 1,battery,,Store,US,3.3,,,,,,2021.0,,,,41.805144,-70.725244,,,,1
21756,276 Federal Rd(CSG) 2,solar,,PP,US,5.0,,,,,,2021.0,,,,41.805144,-70.725244,,,,2
21757,0 Hammond St CSG 1,solar,,PP,US,4.8,,,,,,2021.0,,,,41.808547,-70.726675,,,,1
21758,0 Hammond St CSG 2,battery,,Store,US,5.0,,,,,,2021.0,,,,41.808547,-70.726675,,,,2
21759,Edwards Sanborn E3 1,battery,,Store,US,13.7,,,,,,2021.0,,,,34.946324,-118.126489,,,,1
21760,Edwards Sanborn E3 2,solar,,PP,US,27.4,,,,,,2021.0,,,,34.946324,-118.126489,,,,2
21761,Edwards Sanborn E2 1,solar,,PP,US,140.6,,,,,,2021.0,,,,34.941507,-118.129025,,,,1
21762,Venture 1 - 1A CSG 1,solar,,PP,US,1.5,,,,,,2021.0,,,,39.752297,-104.667388,,,,1
21763,NMSU Solar and Storage 1,solar,,PP,US,3.0,,,,,,2021.0,,,,32.286048,-106.744529,,,,1
21764,WAL1455 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.764483,-97.169261,,,,1
21765,WAL1455 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.764483,-97.169261,,,,2
21766,WAL1455 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.764483,-97.169261,,,,3
21767,WAL2257 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.853797,-95.509083,,,,1
21768,WAL2257 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.853797,-95.509083,,,,2
21769,WAL2257 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.853797,-95.509083,,,,3
21770,WAL2439 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.817549,-94.900456,,,,1
21771,WAL2439 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.817549,-94.900456,,,,2
21772,WAL2439 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.817549,-94.900456,,,,3
21773,WAL2667 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.793829,-96.689543,,,,1
21774,WAL2667 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.793829,-96.689543,,,,2
21775,WAL2667 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.793829,-96.689543,,,,3
21776,WAL2724 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.693424,-95.210408,,,,1
21777,WAL2724 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.693424,-95.210408,,,,2
21778,WAL2724 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.693424,-95.210408,,,,3
21779,WAL2883 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,33.097094,-96.798596,,,,1
21780,WAL2883 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,33.097094,-96.798596,,,,2
21781,WAL2883 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,33.097094,-96.798596,,,,3
21782,WAL2980 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.89517,-97.286531,,,,1
21783,WAL2980 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.89517,-97.286531,,,,2
21784,WAL2980 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.89517,-97.286531,,,,3
21785,WAL2993 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.613582,-95.644645,,,,1
21786,WAL2993 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.613582,-95.644645,,,,2
21787,WAL2993 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.613582,-95.644645,,,,3
21788,"TPE Erath Solar, LLC 1",solar,,PP,US,9.9,,,,,,2021.0,,,,32.26246,-98.207541,,,,1
21789,WAL3226 1,OCGT,OCGT,PP,US,0.4,,,,,,2019.0,,,,29.783981,-95.804075,,,,1
21790,WAL3226 2,OCGT,OCGT,PP,US,0.4,,,,,,2019.0,,,,29.783981,-95.804075,,,,2
21791,WAL3226 3,OCGT,OCGT,PP,US,0.4,,,,,,2019.0,,,,29.783981,-95.804075,,,,3
21792,WAL3284 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.66674,-97.209254,,,,1
21793,WAL3284 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.66674,-97.209254,,,,2
21794,WAL3284 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.66674,-97.209254,,,,3
21795,WAL3285 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.59732,-96.946914,,,,1
21796,WAL3285 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.59732,-96.946914,,,,2
21797,WAL3285 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.59732,-96.946914,,,,3
21798,WAL3297 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.920574,-95.602626,,,,1
21799,WAL3297 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.920574,-95.602626,,,,2
21800,WAL3297 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.920574,-95.602626,,,,3
21801,WAL3298 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.535168,-95.018815,,,,1
21802,WAL3298 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.535168,-95.018815,,,,2
21803,WAL3298 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.535168,-95.018815,,,,3
21804,WAL3302 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.679366,-95.5614,,,,1
21805,WAL3302 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.679366,-95.5614,,,,2
21806,WAL3302 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.679366,-95.5614,,,,3
21807,WAL3320 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,26.260742,-98.315859,,,,1
21808,WAL3320 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,26.260742,-98.315859,,,,2
21809,WAL3320 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,26.260742,-98.315859,,,,3
21810,WAL3390 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,30.190279,-95.589487,,,,1
21811,WAL3390 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,30.190279,-95.589487,,,,2
21812,WAL3390 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,30.190279,-95.589487,,,,3
21813,Mt. Morris Solar CSG 1,solar,,PP,US,2.0,,,,,,2020.0,,,,42.063506,-89.496181,,,,1
21814,Hazel 1,solar,,PP,US,3.0,,,,,,2021.0,,,,43.78177,-91.94974,,,,1
21815,Fountain 1,solar,,PP,US,3.0,,,,,,2021.0,,,,43.74609,-92.12943,,,,1
21816,Flower Valley I 1,battery,,Store,US,9.9,,,,,,2021.0,,,2032.0,31.197283,-103.361769,,,,1
21817,Swoose I 1,battery,,Store,US,9.9,,,,,,2021.0,,,,31.45115,-103.096242,,,,1
21818,Triple Butte I 1,battery,,Store,US,7.5,,,,,,2021.0,,,,30.75956,-103.06786,,,,1
21819,"NorthropGrummanSolar(Rolling Meadows,IL) 1",solar,,PP,US,1.1,,,,,,2020.0,,,,42.09972,-88.031041,,,,1
21820,FedEx Chicago Solar Facility 1,solar,,PP,US,1.5,,,,,,2020.0,,,,41.753932,-87.789421,,,,1
21821,"GE-Hitachi Solar - Morris, IL 1",solar,,PP,US,0.9,,,,,,2020.0,,,,41.381481,-88.272411,,,,1
21822,WAL3425 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.630428,-95.237434,,,,1
21823,WAL3425 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.630428,-95.237434,,,,2
21824,WAL3425 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.630428,-95.237434,,,,3
21825,WAL3432 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.592923,-96.879836,,,,1
21826,WAL3432 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.592923,-96.879836,,,,2
21827,WAL3432 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.592923,-96.879836,,,,3
21828,WAL3500 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.80599,-95.1652,,,,1
21829,WAL3500 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.80599,-95.1652,,,,2
21830,WAL3500 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.80599,-95.1652,,,,3
21831,WAL3510 1,OCGT,OCGT,PP,US,1.3,,,,,,2019.0,,,,29.545976,-95.235941,,,,1
21832,Stockton (MN) 1,solar,,PP,US,2.0,,,,,,2021.0,,,,44.04105,-91.7669,,,,1
21833,Rushford Village 1,solar,,PP,US,1.0,,,,,,2021.0,,,,43.8066,-91.791594,,,,1
21834,WAL3518 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,27.612565,-99.471825,,,,1
21835,WAL3518 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,27.612565,-99.471825,,,,2
21836,WAL3518 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,27.612565,-99.471825,,,,3
21837,WAL3572 1,OCGT,OCGT,PP,US,1.3,,,,,,2019.0,,,,29.557643,-95.382896,,,,1
21838,WAL3584 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.72355,-95.46539,,,,1
21839,WAL3584 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.72355,-95.46539,,,,2
21840,WAL3584 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.72355,-95.46539,,,,3
21841,WAL3631 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.576636,-97.338514,,,,1
21842,WAL3631 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.576636,-97.338514,,,,2
21843,WAL3631 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.576636,-97.338514,,,,3
21844,WAL3773 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.765261,-97.483775,,,,1
21845,WAL3773 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.765261,-97.483775,,,,2
21846,WAL3773 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.765261,-97.483775,,,,3
21847,WAL3777 1,oil,,PP,US,1.3,,,,,,2020.0,,,,33.179721,-96.883994,,,,1
21848,WAL3827 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.690142,-95.774624,,,,1
21849,WAL3827 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.690142,-95.774624,,,,2
21850,WAL3827 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.690142,-95.774624,,,,3
21851,WAL3886 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,26.267703,-98.204552,,,,1
21852,WAL3886 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,26.267703,-98.204552,,,,2
21853,WAL3886 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,26.267703,-98.204552,,,,3
21854,WAL4298 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.936325,-95.25261,,,,1
21855,WAL4298 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.936325,-95.25261,,,,2
21856,WAL4298 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.936325,-95.25261,,,,3
21857,WAL4509 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.677829,-97.467729,,,,1
21858,WAL4509 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.677829,-97.467729,,,,2
21859,WAL4509 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.677829,-97.467729,,,,3
21860,WAL4512 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.818196,-95.767961,,,,1
21861,WAL4512 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.818196,-95.767961,,,,2
21862,WAL4512 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.818196,-95.767961,,,,3
21863,WAL4526 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.829831,-95.377269,,,,1
21864,WAL4526 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.829831,-95.377269,,,,2
21865,WAL4526 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.829831,-95.377269,,,,3
21866,WAL4538 1,OCGT,OCGT,PP,US,0.4,,,,,,2019.0,,,,29.803665,-95.72045,,,,1
21867,WAL4538 2,OCGT,OCGT,PP,US,0.4,,,,,,2019.0,,,,29.803665,-95.72045,,,,2
21868,WAL4538 3,OCGT,OCGT,PP,US,0.4,,,,,,2019.0,,,,29.803665,-95.72045,,,,3
21869,WAL5045 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,30.014278,-95.594987,,,,1
21870,WAL5045 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,30.014278,-95.594987,,,,2
21871,WAL5045 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,30.014278,-95.594987,,,,3
21872,WAL5091 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.975997,-95.697345,,,,1
21873,WAL5091 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.975997,-95.697345,,,,2
21874,WAL5091 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.975997,-95.697345,,,,3
21875,WAL5116 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.664286,-95.098302,,,,1
21876,WAL5116 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.664286,-95.098302,,,,2
21877,WAL5116 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,29.664286,-95.098302,,,,3
21878,WAL5165 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,26.191785,-98.128306,,,,1
21879,WAL5165 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,26.191785,-98.128306,,,,2
21880,WAL5165 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,26.191785,-98.128306,,,,3
21881,WAL5211 1,oil,,PP,US,1.3,,,,,,2020.0,,,,33.156306,-96.682687,,,,1
21882,WAL5287 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,30.077307,-95.51277,,,,1
21883,WAL5287 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,30.077307,-95.51277,,,,2
21884,WAL5287 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,30.077307,-95.51277,,,,3
21885,WAL5311 1,oil,,PP,US,1.3,,,,,,2020.0,,,,33.216844,-96.735704,,,,1
21886,WAL5312 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.774643,-97.291803,,,,1
21887,WAL5312 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.774643,-97.291803,,,,2
21888,WAL5312 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.774643,-97.291803,,,,3
21889,WAL5316 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.882111,-97.387586,,,,1
21890,WAL5316 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.882111,-97.387586,,,,2
21891,WAL5316 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,32.882111,-97.387586,,,,3
21892,WAL5388 1,OCGT,OCGT,PP,US,1.3,,,,,,2020.0,,,,29.470152,-95.089643,,,,1
21893,WAL5479 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,30.453115,-97.606035,,,,1
21894,WAL5479 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,30.453115,-97.606035,,,,2
21895,WAL5479 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,30.453115,-97.606035,,,,3
21896,WAL5480 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,30.53366,-97.612014,,,,1
21897,WAL5480 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,30.53366,-97.612014,,,,2
21898,WAL5480 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,30.53366,-97.612014,,,,3
21899,WAL5612 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.716069,-95.313027,,,,1
21900,WAL5612 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.716069,-95.313027,,,,2
21901,WAL5612 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,29.716069,-95.313027,,,,3
21902,WAL5713 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,27.610637,-99.462215,,,,1
21903,WAL5713 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,27.610637,-99.462215,,,,2
21904,WAL5713 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,27.610637,-99.462215,,,,3
21905,WAL5764 1,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.967341,-97.411976,,,,1
21906,WAL5764 2,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.967341,-97.411976,,,,2
21907,WAL5764 3,OCGT,OCGT,PP,US,0.4,,,,,,2021.0,,,,32.967341,-97.411976,,,,3
21908,WAL6929 1,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,31.11497,-97.414441,,,,1
21909,WAL6929 2,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,31.11497,-97.414441,,,,2
21910,WAL6929 3,OCGT,OCGT,PP,US,0.4,,,,,,2020.0,,,,31.11497,-97.414441,,,,3
21911,SV Gardner 1 (Lutz) CSG 1,solar,,PP,US,2.0,,,,,,2021.0,,,,41.19504,-88.30134,,,,1
21912,Barron Solar Array 1,solar,,PP,US,3.0,,,,,,2021.0,,,,45.396196,-91.827567,,,,1
21913,59 Federal Rd(CSG) 1,battery,,Store,US,5.0,,,,,,2021.0,,,,41.828475,-70.721206,,,,1
21914,59 Federal Rd(CSG) 2,solar,,PP,US,5.0,,,,,,2021.0,,,,41.828475,-70.721206,,,,2
21915,Prophet CSG 1,solar,,PP,US,2.0,,,,,,2021.0,,,,41.721815,-89.804732,,,,1
21916,Gala (CSG) 1,solar,,PP,US,2.0,,,,,,2021.0,,,,42.356266,-89.836971,,,,1
21917,Park St 1,solar,,PP,US,1.8,,,,,,2014.0,,,,43.596913,-72.970431,,,,1
21918,Spooner Solar Array 1,solar,,PP,US,2.0,,,,,,2019.0,,,,45.919047,-91.862475,,,,1
21919,"Torrington Solar One, LLC 1",solar,,PP,US,2.0,,,,,,2021.0,,,,41.83019,-73.07802,,,,1
21920,"Bristol Solar One, LLC 1",solar,,PP,US,3.0,,,,,,2021.0,,,,41.69097,-72.97855,,,,1
