Report generated on: 01-13-2026 23:55:39
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"INTL.33-12-NLD-BKWH.A","        Netherlands","0","0","0","0","0","0.003","0.003","0.001","0.002","0.037","0.119","0.079","0.119","0.091","0.1","0.087","0.079","0.09108","0.111","0.089","0.141","0.116","0.109","0.071","0.094","0.087","0.105","0.106","0.101","0.097","0.105","0.057","0.1044","0.1143","0.1122","0.0927","0.1001","0.0608","0.0723","0.0742","0.0461","0.0881","0.0528777","0.0680282"
"INTL.33-12-NLDA-BKWH.A","        Netherlands Antilles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-NCL-BKWH.A","        New Caledonia","0.276","0.268","0.408","0.278","0.397","0.479","0.398","0.254","0.527","0.516","0.456","0.34","0.342","0.342","0.376","0.42","0.388","0.355","0.387","0.461","0.438","0.363","0.317","0.32","0.323","0.336","0.285","0.386","0.453","0.402","0.262","0.371","0.395","0.4563","0.2892","0.3404","0.2318","0.361","0.3172","0.285","0.305","0.425","0.539","0.539"
"INTL.33-12-NZL-BKWH.A","        New Zealand","19.171","19.483","18.121","19.554","20.173","19.510786779493","21.876715880307","21.709274062668","22.733030573639","22.333268721754","22.953449615621","22.665519257389","20.881743479699","23.257963919941","25.57870948864","27.259411694972","25.921099974877","23.025584","25.066133","22.690332","24.1906","21.4644","24.6243","23.3866","26.9677","23.0943","23.3375","23.4041","22.1239","23.9753","24.4792","24.8596","22.6677","22.7988","24.0749","24.2846","25.6633","24.9278","26.0297","25.3214","24.0255","23.9924","25.8577167","26.1708667"
"INTL.33-12-NIC-BKWH.A","        Nicaragua","0.506","0.491","0.421","0.249","0.233","0.261","0.265","0.398","0.391","0.538","0.399","0.334","0.254","0.478","0.379","0.403","0.427","0.403","0.293","0.389","0.208","0.195","0.303","0.294","0.318","0.429","0.305","0.303","0.5295","0.294","0.499","0.444","0.419","0.456","0.395","0.295","0.426","0.468","0.4109","0.227","0.5745","0.599","0.6","0.649"
"INTL.33-12-NER-BKWH.A","        Niger","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-NGA-BKWH.A","        Nigeria","2.724","2.291","2.394","1.856","2.569","2.978","3.594","3.251","3.968","4.099","4.343","5.871","5.998","5.516","5.506","5.445","5.445","5.537","5.717","6.088","5.628","5.909","8.234","7.448","8.108","7.768","6.263","6.227","5.721","4.529","6.374","5.883","5.659","5.326","5.346","6.423","8.15","7.747","7.695","8.433","7.6865","7.943","9.235","9.566"
"INTL.33-12-NIU-BKWH.A","        Niue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-PRK-BKWH.A","        North Korea","10.494","10.652","10.811","10.969","11.128","12.177","12.87","13.464","14.85","14.85","15.444","14.85","14.058","13.167","13.662","14.058","12.375","10.593","10.098","10.197","10.098","10.494","10.514","11.603","12.375","13.001","12.494","13.147","13.927","12.375","13.266","13.068","13.365","13.761","12.87","9.9","12.672","11.781","12.672","11","12.8","16.1","16.6","16.6"
"INTL.33-12-MKD-BKWH.A","        North Macedonia","--","--","--","--","--","--","--","--","--","--","--","--","0.817","0.517","0.696","0.793","0.842","0.891","1.072","1.375","1.158","0.62","0.749","1.36","1.467","1.477","1.634","1","0.832","1.257","2.407","1.419","1.031","1.568","1.195","1.846","1.8697","1.087","1.7745","1.1554","1.2719","1.4462","1.3402141","1.6178858"
"INTL.33-12-MNP-BKWH.A","        Northern Mariana Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ie","ie","ie"
"INTL.33-12-NOR-BKWH.A","        Norway","82.717","91.876","91.507","104.704","104.895","101.464","95.321","102.341","107.919","117.369","119.933","109.032","115.505","118.024","110.398","120.315","102.823","108.677","114.546","120.237","140.4","119.258","128.078","104.425","107.693","134.331","118.175","132.319","137.654","124.03","116.257","119.78","141.189","127.551","134.844","136.662","142.244","141.651","138.202","123.6629","141.69","144.368","127.62","136.105126456"
"INTL.33-12-OMN-BKWH.A","        Oman","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-PAK-BKWH.A","        Pakistan","8.627","8.953","9.423","11.251","12.698","12.114","13.66","15.098","16.516","16.797","16.756","18.12","20.901","19.242","22.629","22.974","20.649","21.839","22.225","19.095","17.194","18.941","22.351","26.944","25.671","30.862","31.953","28.707","27.784","28.093","31.811","28.517","29.857","31.873","32.474","34.633","32.183","27.925","27.339","33.585","33.548","33.548","34.57651474","34"
"INTL.33-12-PSE-BKWH.A","        Palestinian Territories","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-PAN-BKWH.A","        Panama","0.953","1.32","1.063","0.857","1.476","1.909","2.074","2.011","2.177","2.158","2.191","2.016","1.872","2.272","2.367","2.394","2.973","2.874","2.119","3.094","3.418","2.499","3.401","2.823","3.779","3.724","3.58","3.706","3.972","3.897","4.194","4.098","5.388","5.154","5.034","6.257","6.523","7.2535","7.8552","5.0963","7.3492","8.342","8.117","6.147"
"INTL.33-12-PNG-BKWH.A","        Papua New Guinea","0.312","0.307","0.301","0.381","0.406","0.416","0.452","0.433","0.44","0.45","0.455","0.455","0.455","0.455","0.46","0.862","0.934","0.703","0.859","0.91","0.921","0.921","0.921","0.92","0.886","0.882","0.854","0.854","0.846","0.845","0.85","0.96","0.973","0.985","1.01","1.002","0.995","0.79","0.847","1.011","1.011","1.011","0.847","1"
"INTL.33-12-PRY-BKWH.A","        Paraguay","0.669","0.701","0.64","0.751","0.849","4.025","11.862","18.446","19.873","24.208","27.185","29.351","27.141","31.097","36.032","41.671","44.828","50.309","50.328","51.4","53.492","45.317","48.212","51.771","51.931","51.166","53.773","53.714","55.455","54.939","54.065","57.624","60.232","60.378","55.276","55.743","63.77","59.684","59.211","49.446","46.371","40.574","43.867","44"
"INTL.33-12-PER-BKWH.A","        Peru","7.012","7.997","8.401","8.111","8.571","9.386","10.058","10.809","10.318","10.29","10.368","11.373","9.686","11.677","12.623","12.693","13.191","13.07","13.665","14.389","16.168","17.606","18.04","18.534","17.525","18.079","19.703","19.549","19.04","19.491","20.042","21.587","21.354","22.309","22.199","23.711","24.158","29.06","30.722","31.447","30.4954","31.8914","29.729","29.729"
"INTL.33-12-PHL-BKWH.A","        Philippines","3.485","3.701","3.734","2.937","5.137","5.511","5.984","5.235","6.212","6.42","6","5.094","4.209","4.944","5.887","6.17","6.96","5.972","5.033","7.762","7.799","7.104","7.033","7.87","8.593","8.387","9.939","8.563","9.843","9.788","7.803","9.698","10.252","10.019","9.137","8.665","8.111","9.6108","9.3838","8.0255","7.192","9.1853","10.085","10.085"
"INTL.33-12-POL-BKWH.A","        Poland","2.326","2.116","1.528","1.658","1.394","1.833","1.534","1.644","1.775","1.593","1.403","1.411","1.492","1.473","1.716","1.868","1.912","1.941","2.286","2.133","2.085","2.302","2.256","1.654","2.06","2.179","2.022","2.328","2.13","2.351","2.9","2.313","2.02","2.421","2.165","1.814","2.117","2.552","1.949","1.9384","2.118337","2.339192","1.968","2.407"
"INTL.33-12-PRT-BKWH.A","        Portugal","7.873","4.934","6.82","7.897","9.609","10.512","8.364","9.005","12.037","5.72","9.065","8.952","4.599","8.453","10.551","8.26","14.613","12.97395","12.853","7.213","11.21","13.894","7.722","15.566","9.77","4.684","10.892","9.991","6.73","8.201","15.954","11.423","5.589","13.652","15.471","8.615","15.608","5.79","12.316","8.6526","12.0826","11.8465","6.458","11.978671443"
"INTL.33-12-PRI-BKWH.A","        Puerto Rico","0.204","0.124","0.104","0.11","0.135","0.183","0.223","0.257","0.272","0.272","0.136705","0.119057","0.135115","0.120329","0.067443","0.086924","0.135025","0.101929","0.103225","0.15871","0.152","0.133","0.114","0.103","0.141","0.1383","0.142","0.164","0.156","0.174","0.159","0.15","0.09","0.08","0.08","0.055","0.07","0.05","0.0381","0.051","0.05","0.05","0.05","0.045"
"INTL.33-12-QAT-BKWH.A","        Qatar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-REU-BKWH.A","        Reunion","0.302","0.37","0.422","0.428","0.404","0.483","0.497","0.524","0.418","0.492","0.544","0.456","0.49","0.493","0.493","0.497","0.5","0.539","0.551","0.553","0.554","0.556","0.569","0.572","0.574","0.574","0.574","0.651","0.626","0.526","0.536","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie"
"INTL.33-12-ROU-BKWH.A","        Romania","12.506","12.605","11.731","9.934","11.208","11.772","10.688","11.084","13.479","12.497","10.87","14.107","11.583","12.64","12.916","16.526","15.597","17.334","18.69","18.107","14.778","14.923","16.046","13.259","16.513","20.207","18.356","15.966","17.195","15.534","19.883","14.728","12.066","14.957","18.806","16.633","18.028","14.4942","17.6643","15.5807","15.3814","17.412","13.97797","18.8223471"
"INTL.33-12-RUS-BKWH.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","--","170.125","171.665","173.228","173.657","151.795","155.018","156.912","158.887","164.077","173.899","162.217","155.762","175.823","172.677","173.353","177.048","164.763","174.183","166.483","165.844","165.898","181.151","175.267","167.993","184.612","185.0132","191.1423","194.7174","212.5864","214.476","197.346","198"
"INTL.33-12-RWA-BKWH.A","        Rwanda","0.111","0.103","0.133","0.151","0.161","0.162","0.149","0.164","0.167","0.171","0.165","0.163","0.17","0.153","0.156","0.158","0.14","0.16","0.16","0.127","0.105","0.089","0.098","0.118","0.084","0.099","0.127","0.122","0.157","0.161","0.112","0.149","0.181","0.147","0.204","0.282","0.302","0.279","0.3101","0.4029","0.5271","0.545","0.555","0.555"
"INTL.33-12-SHN-BKWH.A","        Saint Helena","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-KNA-BKWH.A","        Saint Kitts and Nevis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-LCA-BKWH.A","        Saint Lucia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-SPM-BKWH.A","        Saint Pierre and Miquelon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-VCT-BKWH.A","        Saint Vincent/Grenadines","0.017","0.017","0.018","0.018","0.022","0.026","0.028","0.031","0.035","0.036","0.024","0.013","0.02","0.023","0.021","0.021","0.021","0.021","0.022","0.022","0.025","0.019","0.022","0.021","0.027","0.026","0.023","0.0225","0.0234","0.023","0.026","0.025","0.025","0.023","0.012","0.017","0.016","0.02","0.024","0.022","0.022","0.019","0.019","0.019"
"INTL.33-12-WSM-BKWH.A","        Samoa","0.007","0.007","0.012","0.012","0.016","0.017","0.02","0.018","0.018","0.02","0.02","0.02","0.025","0.025","0.025","0.026","0.03","0.033","0.038","0.043","0.035","0.048","0.062","0.054","0.05","0.05","0.051","0.052","0.053","0.054","0.053","0.055","0.037","0.032","0.03","0.031","0.0305","0.0346","0.0428","0.045","0.047","0.047","0.04","0.03"
"INTL.33-12-STP-BKWH.A","        Sao Tome and Principe","0.007","0.007","0.008","0.006","0.008","0.008","0.007","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.007","0.009","0.01","0.004","0.006","0.007","0.006","0.004","0.008","0.01","0.008","0.007","0.005","0.006","0.006","0.006","0.008","0.007","0.006","0.005","0.005","0.006","0.006","0.006","0.006","0.006"
"INTL.33-12-SAU-BKWH.A","        Saudi Arabia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-SEN-BKWH.A","        Senegal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.192","0.334","0.29","0.264","0.232","0.179","0.227","0.237","0.25","0.254","0.287","0.305","0.315","0.33","0.356","0.3564","0.3564","0.31","0.31","0.31","0.31","0.31"
"INTL.33-12-SRB-BKWH.A","        Serbia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10.35","9.463","9.564","10.541","11.891","8.667","9.286","10.203","11.003","10.08","10.792","9.153","10.639","9.457","9.035","11.284","9.137","12.9199956"
"INTL.33-12-SYC-BKWH.A","        Seychelles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-SLE-BKWH.A","        Sierra Leone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.015","0.015","0.016","0.016","0.016","0.018","0.004","0.018","0.018","0.018","0.123","0.15","0.116","0.104","0.117","0.124","0.126","0.13","0.17","0.18","0.18","0.18","0.18","0.18"
"INTL.33-12-SGP-BKWH.A","        Singapore","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-SVK-BKWH.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","3.432","4.311","4.831","4.185","4.023","4.224","4.429","4.569","4.878","5.215","3.4452","4.059","4.592","4.355","4.406","4","4.324","5.184","3.211","3.687","4.329","3.762","3.701","4.302","4.321","3.506","4.2738","4.517","4.17","3.1987","4.132350772"
"INTL.33-12-SVN-BKWH.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","3.379","2.974","3.348","3.187","3.616","3.046","3.4","3.684","3.771","3.741","3.265","2.916","4.033","3.426","3.555","3.233","3.978","4.666","4.452","3.506","3.841","4.562","6.011","3.75","4.443","3.814","4.643","4.4342","4.9341","4.7119","3.1002","4.916099225"
"INTL.33-12-SLB-BKWH.A","        Solomon Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0.001","0.001","0.001"
"INTL.33-12-SOM-BKWH.A","        Somalia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-ZAF-BKWH.A","        South Africa","0.992","1.656","1.016","0.595","0.56","0.624","1.623","1.617","3.162","2.759","1.01","1.98","0.752","0.146","1.074","0.529","1.319","2.092","1.595","0.726","1.101","1.985","2.383","0.701","0.95","1.332","2.898","0.868","1.203","1.4","2.114","2.057","1.205","1.118","0.913","0.81","0.681","0.81","1.104","0.731","1.451","2.041","3.146","2.73"
"INTL.33-12-KOR-BKWH.A","        South Korea","1.539","2.257","1.56","2.272","1.978","3.153","3.078","3.925","1.967","2.934","4.637","3.451","3.066","4.185","2.32254","2.7324","2.39976","2.78487","4.236","4.117","3.97","4.109","3.201","4.853","4.287","3.636","3.433","3.595","3.039","2.785","3.632","4.54","3.866","4.227","2.717","2.118","2.761","2.828","3.319","2.7482","3.8772","3.0543","3.466","3.761097586"
"INTL.33-12-SSD-BKWH.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-ESP-BKWH.A","        Spain","29.16","21.64","25.99","26.696","31.088","30.895","26.105","27.016","34.76","19.046","25.16","27.01","18.731","24.133","27.898","22.881","39.404","34.43","33.665","22.634","29.274","40.617","22.691","40.643","31.359","18.209","25.699","27.036","23.13","26.147","41.576","30.07","20.192","36.45","38.815","27.656","35.77","18.007","33.743","24.2303","30.507","29.626","17.0808","24.647984917"
"INTL.33-12-LKA-BKWH.A","        Sri Lanka","1.464","1.556","1.591","1.204","2.069","2.37","2.617","2.154","2.57","2.773","3.114","3.085","2.871","3.758","4.048","4.407","3.219","3.413","3.876","4.128","3.165","3.079","2.666","3.263","2.931","3.416","3.849","3.908","4.088","3.865","5.578","4.573","3.256","6.849","4.506","5.909","4.179","3.981","6.337","4.8118","4.9764","7.227","6.759","7"
"INTL.33-12-SDN-BKWH.A","        Sudan","0.495","0.739","0.764","0.764","0.75","0.914","0.914","0.916","0.918","0.926","0.948","1.028","1.078","1.08","1.11","0.962","1.063","1.043","1.033","1.198","1.171","1.255","1.274","1.151","1.096","1.248","1.356","1.436","1.448","3.196","6.14","6.402","6.553","8.232","8.824","8.336","8.051","9.347","9.657","10.21","11.007","10.949","11.804","11.5"
"INTL.33-12-SUR-BKWH.A","        Suriname","0.883","0.825","1.051","0.714","0.846","0.962","0.756","0.323","0.485","1.087","1.171","1.393","1.437","1.45","1.463","1.279","1.281","1.289","1.294","1.311","0.71","0.725","0.741","0.752","0.764","0.821","0.862","0.862","0.863","0.863","1.198","1.0306","0.8237","0.8286","0.5534","0.4673","0.7752","0.9167","0.99","0.9524","0.9746","0.992","0.917","0.9"
"INTL.33-12-SWE-BKWH.A","        Sweden","58.133","59.006","54.369","62.801","67.106","70.095","60.134","70.95","69.016","70.911","71.778","62.603","73.588","73.905","58.508","67.421","51.2226","68.365","74.25","70.974","77.798","78.269","65.696","53.005","59.522","72.075","61.106","65.497","68.378","65.193","66.279","66.047","78.333","60.81","63.227","74.734","61.645","64.651","61.79","64.4658","71.6","71.086","72.8013","65.589289225"
"INTL.33-12-CHE-BKWH.A","        Switzerland","32.481","35.13","35.974","35.069","29.871","31.731","32.576","34.328","35.437","29.477","29.497","31.756","32.373","35.416","38.678","34.817","28.458","33.70257","33.136","37.104","33.854","38.29","32.323","31.948","30.938","28.664","28.273","32.362","33.214","32.833","33.261","29.906","35.783","35.628","35.122","35.378","31.984","31.4797","32.0959","35.157","37.867647","36.964485","29.84788","36.983415867"
"INTL.33-12-SYR-BKWH.A","        Syria","2.534","2.63","2.929","2.774","3.292","3.309","2.831","2.831","2.788","2.744","2.701","2.657","2.614","2.57","2.526","2.485","2.525","2.574","2.673","2.693","3.231","3.41","2.451","2.758","4.175","4.325","3.945","3.478","2.869","1.866","2.592","2.998","2.956","3","2.34","0.413","0.929","0.754","0.754","0.754","0.754","0.754","0.754","0.754"
"INTL.33-12-TWN-BKWH.A","        Taiwan","2.905","4.77","4.781224244","4.987750139","4.385302057","6.00112974","6.129921331","5.508951108","4.673865646","4.863455304","6.3811797","3.853647314","6.555992856","4.108831117","5.061525136","4.839462002","4.743054158","5.245482337","6.201857491","5.051024715","4.56","5.0903","2.7789","3.0345","3.2099","4.0714","4.0884","4.4175","4.3051","3.7483","4.1941","3.9997","5.6696","5.4229","4.3179","4.4701","6.562","5.4468","4.4816","5.5448","3.0192","3.4747","5.836502664","3.963022166"
"INTL.33-12-TJK-BKWH.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","15.769","16.947","16.524","14.45","14.677","13.576","14.008","15.273","14.025","14.206","15.164","16.336","16.339","16.967","16.701","17.114","15.8","15.9","16.4","16.2","16.9","17.071","16","17","16.632","17.133","18.394","19.17","18.1138","18.656","19.924","20"
"INTL.33-12-TZA-BKWH.A","        Tanzania","0.987","1.019","1.028","1.064","1.094","1.114","1.069","1.162","1.233","1.431","1.534","1.709","1.634","1.681","1.478","1.524","1.731","1.435","2.057","2.143","2.135","2.64","2.72","2.549","2.011","1.778","1.436","2.524","2.649","2.64","2.701","1.993","1.767","1.717","2.59","2.108","2.366","2.35","2.234","2.4774","3.1392","3.086","2.821","2.699"
"INTL.33-12-THA-BKWH.A","        Thailand","1.26","2.943","3.797","3.622","4.039","3.654","5.496","4.033","3.74","5.515","4.926","4.541","4.197","3.663","4.469","6.646","7.268","7.128","5.125","3.5","5.8914","6.1743","7.3669","7.2078","5.8963","5.6712","7.9501","7.9614","6.9507","6.9657","5.3468","7.9349","8.4312","5.4121","5.323","3.878","3.651","4.833","7.783","6.446","4.681","4.682","6.805","6.779"
"INTL.33-12-BHS-BKWH.A","        The Bahamas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-TLS-BKWH.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-TGO-BKWH.A","        Togo","0.038","0.038","0.057","0.019","0.038","0.076","0.076","0.076","0.076","0.095","0.095","0.193","0.128","0.23","0.148","0.255","0.19","0.093","0.172","0.203","0.099","0.049","0.085","0.121","0.08","0.073","0.09","0.091","0.09","0.109","0.092","0.105","0.088","0.0366","0.1188","0.0554","0.202","0.207","0.1961","0.123","0.075","0.086","0.078","0.08"
"INTL.33-12-TON-BKWH.A","        Tonga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-TTO-BKWH.A","        Trinidad and Tobago","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-TUN-BKWH.A","        Tunisia","0.023","0.029","0.039","0.03","0.066","0.108","0.051","0.112","0.047","0.034","0.044","0.104","0.064","0.063","0.04","0.041","0.07","0.072","0.075","0.094","0.063","0.053","0.063","0.164","0.152","0.144","0.091","0.049","0.03","0.078","0.05","0.054","0.109","0.059","0.055","0.068","0.045","0.017","0.0165","0.0659","0.046","0.028","0.015","0.009"
"INTL.33-12-TUR-BKWH.A","        Turkiye","11.159","12.308","13.81","11.13","13.19","11.822","11.637","18.314","28.447","17.61","22.917","22.456","26.302","33.611","30.28","35.186","40.07","39.41784","41.80671","34.33","30.57","23.77","33.346","34.977","45.623","39.165","43.802","35.492","32.937","35.598","51.423","51.155","56.669","58.225","39.75","65.856","66.6859","57.8239","59.4902","88.2094","78.0944","55.1755","66.745","61.8794613"
"INTL.33-12-TKM-BKWH.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","0.004","0.005","0.004","0.004","0.005","0.005","0.006","0.005","0.005","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.0032","0.0032","0.0032","0.0032","0.006","0.006","0.006"
"INTL.33-12-TCA-BKWH.A","        Turks and Caicos Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-TUV-BKWH.A","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA"
"INTL.33-12-USIQ-BKWH.A","        U.S. Pacific Islands","0","0","0","0","0","0.016","0.03","0.03","0.03","0.03","0.03","0.03","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-VIR-BKWH.A","        U.S. Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-UGA-BKWH.A","        Uganda","0.633","0.513","0.555","0.513","0.612","0.628","0.64","0.612","0.581","0.678","0.761","0.768","0.973","0.958","0.997","1.035","1.107","1.24","1.255","1.258","1.551","1.546","1.668","1.752","1.888","1.839","1.1606","1.398","1.631","1.396","1.485","1.531","2.453","2.865","2.874","3.092","3.303","3.4425","3.6402","4.0356","4.081","4.64","4.978","4.978"
"INTL.33-12-UKR-BKWH.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","7.725","10.929","11.997","9.853","8.546","9.757","15.756","14.177","11.45","12.201","9.789","9.39","11.888","12.505","13.034","10.259","11.512","11.936","13.152","10.946","10.994","14.472","9.321","6.971","9.304","10.519","12.007","7.855","7.5638","10.3326","9.351","10.713"
"INTL.33-12-ARE-BKWH.A","        United Arab Emirates","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.33-12-GBR-BKWH.A","        United Kingdom","3.921","4.369","4.543","4.548","3.992","4.08","4.767","4.13","4.915","4.732","5.119","4.534","5.329","4.237","5.043","4.79","3.359","4.127","5.117","5.336","5.085","4.055","4.7879","3.2277","4.844","4.9215","4.5931","5.0773","5.1412","5.2279","3.5914","5.6917","5.3096","4.7015","5.8878","6.2973","5.3704","5.8819","5.4433","5.8463","6.7539","5.0149","6.1401","5.237101777"
"INTL.33-12-USA-BKWH.A","        United States","279.182089788","263.84466412","312.374012892","335.290855398","324.31136471","284.31053754","294.005219027","252.85609314","226.100803402","271.976936","292.865846","288.994189","253.088003","280.494008","260.125733","310.832748","347.162063","356.453295","323.335661","319.536029","275.572597","216.961045","264.328831","275.806323","268.41730841","270.32125499","289.24641574","247.50997438","254.83138516","273.44509422","260.20306942","319.35490351","276.24021932","268.56538281","259.36662193","249.0800849","267.81215313","300.33292968","292.52398882","287.8737305","285.27389484","251.5848424","254.78866712","245.00233841"
"INTL.33-12-URY-BKWH.A","        Uruguay","2.249","2.52","2.421","7.115","7.033","6.384","7.217","7.186","5.364","3.861","6.938","6.051","7.842","7.225","7.391","5.796","5.71","6.421","9.062","5.445","7.051","9.194","9.535","8.53","4.781","6.684","3.545","8.021","4.501","5.06","8.407","6.479","5.421","8.206","9.649","8.266","7.842","7.518","6.557","8.1083","4.0939","5.2728","5.689","3.517"
"INTL.33-12-UZB-BKWH.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","6.218","7.284","7.084","6.126","6.46","5.719","5.7","5.626","3.528","4.356","6.024","8.169","6.1","8.927","4.653","4.666","4.488","6.483","8.192","5.703","6.653","5.704","6.075","6.825","6.86","7.93","5.897","6.462","4.9992","4.972","6.484","6.6"
