,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID,bus
1067,Fukuoka Prefecture Fukuoka Solar,Solar,PV,PP,JP,2,,,,,,2013,2013,2036,33.60055,130.2393,"{nan, nan}","{'GEM': {'G100001044832', 'G100001045162'}}",2425
1068,Fukuoka Prefecture Fukuoka Solar,Solar,PV,PP,JP,1.8,,,,,,2016,2016,2035,33.5572,130.2808,{nan},{'GEM': {'G100001045136'}},200
1069,Fukuoka Prefecture Fukutsu Solar,Solar,PV,PP,JP,19,,,,,,2013,2013,2037,33.79562,130.46458,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001045092', 'G100001044833', 'G100001044828', 'G100001044977', 'G100001044904', 'G100001044916', 'G100001045073', 'G100001044827', 'G100001045072', 'G100001044846'}}",1350
1070,Fukuoka Prefecture Fukutsu Solar,Solar,PV,PP,JP,5,,,,,,2018,2018,2038,33.7541,130.5063,{nan},{'GEM': {'G100001044882'}},1350
1071,Fukuoka Prefecture Hirokawa Town Solar,Solar,PV,PP,JP,4.4,,,,,,2015,2015,2042,33.247675,130.535475,"{nan, nan, nan, nan}","{'GEM': {'G100001045034', 'G100001045203', 'G100001045220', 'G100001045205'}}",1139
1072,Fukuoka Prefecture Iizuka City Solar,Solar,PV,PP,JP,14.4,,,,,,2013,2013,2042,33.56215,130.614725,"{nan, nan, nan, nan}","{'GEM': {'G100001045232', 'G100001044881', 'G100001044875', 'G100001045187'}}",1395
1073,Fukuoka Prefecture Iizuka City Solar,Solar,PV,PP,JP,9,,,,,,2013,2013,2035,33.6584,130.70432,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001044966', 'G100001045139', 'G100001044862', 'G100001044869', 'G100001044826'}}",340
1074,Fukuoka Prefecture Iizuka City Solar,Solar,PV,PP,JP,6,,,,,,2013,2013,2044,33.6566,130.6613,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001045095', 'G100001044851', 'G100001045096', 'G100001045209', 'G100001045114'}}",340
1075,Fukuoka Prefecture Iizuka City Solar,Solar,PV,PP,JP,8.5,,,,,,2014,2014,2040,33.6729,130.7412,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001045029', 'G100001045180', 'G100001045028', 'G100001044931', 'G100001045169', 'G100001045179'}}",340
1076,Fukuoka Prefecture Iizuka City Solar,Solar,PV,PP,JP,1.5,,,,,,2013,2013,2032,33.6966,130.7281,{nan},{'GEM': {'G100001044824'}},340
1077,Fukuoka Prefecture Iizuka City Solar,Solar,PV,PP,JP,3,,,,,,2013,2013,2033,33.64555,130.66425,"{nan, nan}","{'GEM': {'G100001044863', 'G100001044836'}}",1395
1078,Fukuoka Prefecture Iizuka City Solar Xiii,Solar,PV,PP,JP,15.5,,,,,,2015,2015,2036,33.62105,130.7,"{nan, nan}","{'GEM': {'G100001044943', 'G100001045046'}}",340
1079,Fukuoka Prefecture Iizuka City Solar Xl,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,33.6176,130.7336,{nan},{'GEM': {'G100001045158'}},340
1080,Fukuoka Prefecture Iizuka City Solar Xlii,Solar,PV,PP,JP,5.3,,,,,,2018,2018,2040,33.6657,130.7184,"{nan, nan, nan}","{'GEM': {'G100001045057', 'G100001045176', 'G100001045056'}}",340
1081,Fukuoka Prefecture Iizuka City Solar Xlv,Solar,PV,PP,JP,18.4,,,,,,2020,2020,2040,33.6966,130.7281,{nan},{'GEM': {'G100001045183'}},340
1082,Fukuoka Prefecture Iizuka City Solar Xv,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,33.6162,130.6956,{nan},{'GEM': {'G100001044945'}},340
1083,Fukuoka Prefecture Iizuka City Solar Xviii,Solar,PV,PP,JP,8,,,,,,2014,2014,2036,33.595575,130.6315,"{nan, nan, nan, nan}","{'GEM': {'G100001045134', 'G100001045101', 'G100001045135', 'G100001044952'}}",1395
1084,Fukuoka Prefecture Iizuka City Solar Xxiii,Solar,PV,PP,JP,2,,,,,,2016,2016,2035,33.6361,130.7301,{nan},{'GEM': {'G100001045036'}},340
1085,Fukuoka Prefecture Iizuka City Solar Xxiv,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,33.5773,130.6473,{nan},{'GEM': {'G100001045045'}},1395
1086,Fukuoka Prefecture Iizuka City Solar Xxix,Solar,PV,PP,JP,21.5,,,,,,2017,2017,2040,33.6645,130.66355,"{nan, nan}","{'GEM': {'G100001045077', 'G100001045123'}}",340
1087,Fukuoka Prefecture Iizuka City Solar Xxxviii,Solar,PV,PP,JP,1.5,,,,,,2018,2018,2037,33.5931,130.589,{nan},{'GEM': {'G100001045150'}},1395
1088,Fukuoka Prefecture Itoda Town Solar,Solar,PV,PP,JP,1.5,,,,,,2014,2014,2034,33.6526,130.7609,{nan},{'GEM': {'G100001045085'}},340
1089,Fukuoka Prefecture Itoda Town Solar,Solar,PV,PP,JP,3.5,,,,,,2013,2013,2034,33.6527,130.779,"{nan, nan}","{'GEM': {'G100001044856', 'G100001045003'}}",340
1090,Fukuoka Prefecture Itoshima Solar,Solar,PV,PP,JP,1.5,,,,,,2020,2020,2040,33.5421,130.199,{nan},{'GEM': {'G100001045223'}},1119
1091,Fukuoka Prefecture Itoshima Solar,Solar,PV,PP,JP,4.5,,,,,,2014,2014,2042,33.531925,130.234175,"{nan, nan, nan, nan}","{'GEM': {'G100001045068', 'G100001045199', 'G100001045058', 'G100001045236'}}",1119
1092,Fukuoka Prefecture Itoshima Solar,Solar,PV,PP,JP,5,,,,,,2015,2015,2035,33.5790333333333,130.118,"{nan, nan, nan}","{'GEM': {'G100001045051', 'G100001045166', 'G100001045025'}}",1119
1093,Fukuoka Prefecture Kama City Solar,Solar,PV,PP,JP,3,,,,,,2013,2013,2036,33.5781666666667,130.738333333333,"{nan, nan, nan}","{'GEM': {'G100001044874', 'G100001044873', 'G100001045062'}}",340
1094,Fukuoka Prefecture Kama City Solar,Solar,PV,PP,JP,6,,,,,,2013,2013,2035,33.5893,130.719675,"{nan, nan, nan, nan}","{'GEM': {'G100001044978', 'G100001045146', 'G100001044857', 'G100001045142'}}",340
1095,Fukuoka Prefecture Kama City Solar,Solar,PV,PP,JP,12.2,,,,,,2014,2014,2040,33.5428571428571,130.780628571429,"{nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001045108', 'G100001045083', 'G100001045074', 'G100001045043', 'G100001045042', 'G100001045044', 'G100001044911'}}",340
1096,Fukuoka Prefecture Kama City Solar,Solar,PV,PP,JP,9.4,,,,,,2013,2013,2039,33.59894,130.729,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001044997', 'G100001045069', 'G100001045113', 'G100001044822', 'G100001044996'}}",340
1097,Fukuoka Prefecture Kama City Solar,Solar,PV,PP,JP,28.9,,,,,,2013,2013,2039,33.5624142857143,130.728928571429,"{nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001045143', 'G100001045157', 'G100001044893', 'G100001045047', 'G100001045048', 'G100001044885', 'G100001044958'}}",340
1098,Fukuoka Prefecture Kama City Solar Xii,Solar,PV,PP,JP,6.1,,,,,,2016,2016,2041,33.534075,130.705725,"{nan, nan, nan, nan}","{'GEM': {'G100001044957', 'G100001045233', 'G100001045098', 'G100001045230'}}",1395
1099,Fukuoka Prefecture Kanda Solar,Solar,PV,PP,JP,2,,,,,,2014,2014,2034,33.8084,130.9933,{nan},{'GEM': {'G100001044917'}},1588
1100,Fukuoka Prefecture Kanda Solar,Solar,PV,PP,JP,1,,,,,,2015,2015,2035,33.7829,130.9965,{nan},{'GEM': {'G100001045112'}},1588
1101,Fukuoka Prefecture Kanda Solar,Solar,PV,PP,JP,4,,,,,,2014,2014,2034,33.7633,130.96785,"{nan, nan}","{'GEM': {'G100001044891', 'G100001045005'}}",1588
1102,Fukuoka Prefecture Kanda Solar,Solar,PV,PP,JP,1.8,,,,,,2013,2013,2033,33.7413,130.9524,{nan},{'GEM': {'G100001044858'}},1588
1103,Fukuoka Prefecture Kasuga Solar,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,33.5194,130.4402,{nan},{'GEM': {'G100001044963'}},207
1104,Fukuoka Prefecture Kawara Solar,Solar,PV,PP,JP,5,,,,,,2013,2013,2034,33.6514666666667,130.853166666667,"{nan, nan, nan}","{'GEM': {'G100001044948', 'G100001044900', 'G100001044980'}}",340
1105,Fukuoka Prefecture Kawasaki Solar,Solar,PV,PP,JP,10.5,,,,,,2014,2014,2040,33.61865,130.815966666667,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001044964', 'G100001044915', 'G100001044950', 'G100001045200', 'G100001044929', 'G100001044930'}}",340
1106,Fukuoka Prefecture Kawasaki Solar,Solar,PV,PP,JP,20,,,,,,2013,2013,2040,33.5887333333333,130.799266666667,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001044971', 'G100001045002', 'G100001044854', 'G100001044859', 'G100001044949', 'G100001044855'}}",340
1107,Fukuoka Prefecture Keisen Solar,Solar,PV,PP,JP,4.5,,,,,,2013,2013,2039,33.5848666666667,130.676133333333,"{nan, nan, nan}","{'GEM': {'G100001045082', 'G100001044835', 'G100001045010'}}",1395
1108,Fukuoka Prefecture Kitakyushu Solar,Solar,PV,PP,JP,2,,,,,,2013,2013,2033,33.9294,130.7561,{nan},{'GEM': {'G100001044830'}},273
1109,Fukuoka Prefecture Kitakyushu Solar,Solar,PV,PP,JP,9.7,,,,,,2013,2013,2039,33.86772,130.9758,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001044886', 'G100001044829', 'G100001045214', 'G100001044867', 'G100001044884'}}",273
1110,Fukuoka Prefecture Kitakyushu Solar,Solar,PV,PP,JP,1.9,,,,,,2016,2016,2036,33.8425,130.7266,{nan},{'GEM': {'G100001045148'}},1401
1111,Fukuoka Prefecture Kitakyushu Solar,Solar,PV,PP,JP,2.3,,,,,,2013,2013,2034,33.85195,130.84605,"{nan, nan}","{'GEM': {'G100001044989', 'G100001044850'}}",273
1112,Fukuoka Prefecture Kitakyushu Solar,Solar,PV,PP,JP,2.8,,,,,,2014,2014,2034,33.8871,130.7406,"{nan, nan}","{'GEM': {'G100001044852', 'G100001044938'}}",273
1113,Fukuoka Prefecture Kitakyushu Solar,Solar,PV,PP,JP,50.5,,,,,,2013,2013,2035,33.9211857142857,130.787264285714,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001044910', 'G100001045015', 'G100001045016', 'G100001045017', 'G100001045088', 'G100001045014', 'G100001044909', 'G100001045026', 'G100001045084', 'G100001044849', 'G100001045089', 'G100001044901', 'G100001045138', 'G100001045018'}}",273
1114,Fukuoka Prefecture Kitakyushu Solar,Solar,PV,PP,JP,10,,,,,,2013,2013,2034,33.935325,130.755525,"{nan, nan, nan, nan}","{'GEM': {'G100001044985', 'G100001044848', 'G100001044845', 'G100001045054'}}",273
1115,Fukuoka Prefecture Kitakyushu Solar Li,Solar,PV,PP,JP,3.3,,,,,,2018,2018,2038,33.89375,130.8843,"{nan, nan}","{'GEM': {'G100001045177', 'G100001045219'}}",273
1116,Fukuoka Prefecture Kitakyushu Solar Liv,Solar,PV,PP,JP,2,,,,,,2023,2023,2040,33.9548,130.9808,{nan},{'GEM': {'G100001045201'}},1486
1117,Fukuoka Prefecture Kitakyushu Solar Xii,Solar,PV,PP,JP,3,,,,,,2013,2013,2034,33.86315,130.98685,"{nan, nan}","{'GEM': {'G100001044887', 'G100001044956'}}",273
1118,Fukuoka Prefecture Kitakyushu Solar Xiii,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,33.8486,130.9853,{nan},{'GEM': {'G100001044888'}},273
1119,Fukuoka Prefecture Kitakyushu Solar Xix,Solar,PV,PP,JP,4.2,,,,,,2013,2013,2036,33.9174666666667,130.713666666667,"{nan, nan, nan}","{'GEM': {'G100001045065', 'G100001044937', 'G100001044939'}}",273
1120,Fukuoka Prefecture Kitakyushu Solar Xli,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,33.7967,130.7817,{nan},{'GEM': {'G100001045064'}},1401
1121,Fukuoka Prefecture Kitakyushu Solar Xlix,Solar,PV,PP,JP,3.1,,,,,,2018,2018,2042,33.74965,130.9126,"{nan, nan}","{'GEM': {'G100001045234', 'G100001045140'}}",1588
1122,Fukuoka Prefecture Kitakyushu Solar Xvi,Solar,PV,PP,JP,2,,,,,,2014,2014,2034,33.8933,130.9764,{nan},{'GEM': {'G100001044908'}},273
1123,Fukuoka Prefecture Kitakyushu Solar Xxv,Solar,PV,PP,JP,2,,,,,,2014,2014,2036,33.8666,130.6964,"{nan, nan}","{'GEM': {'G100001044983', 'G100001044988'}}",1401
1124,Fukuoka Prefecture Kitakyushu Solar Xxvi,Solar,PV,PP,JP,2,,,,,,2014,2014,2034,33.7768,130.8955,{nan},{'GEM': {'G100001044984'}},273
1125,Fukuoka Prefecture Kitakyushu Solar Xxxiv,Solar,PV,PP,JP,5,,,,,,2015,2015,2035,33.9366333333333,131.003233333333,"{nan, nan, nan}","{'GEM': {'G100001045023', 'G100001045039', 'G100001045024'}}",1486
1126,Fukuoka Prefecture Kitakyushu Solar Xxxvii,Solar,PV,PP,JP,3.6,,,,,,2015,2015,2035,33.8486,130.9853,"{nan, nan}","{'GEM': {'G100001045027', 'G100001045033'}}",273
1127,Fukuoka Prefecture Koga Solar,Solar,PV,PP,JP,1,,,,,,2015,2015,2035,33.6966,130.4906,{nan},{'GEM': {'G100001045160'}},1297
1128,Fukuoka Prefecture Koga Solar,Solar,PV,PP,JP,2,,,,,,2016,2016,2043,33.72715,130.50925,"{nan, nan}","{'GEM': {'G100001045161', 'G100001045210'}}",1297
1129,Fukuoka Prefecture Koge Solar,Solar,PV,PP,JP,10,,,,,,2020,2020,2040,33.5248,131.1351,{nan},{'GEM': {'G100001045181'}},487
1130,Fukuoka Prefecture Koge Solar,Solar,PV,PP,JP,2,,,,,,2024,2024,2040,33.5206,131.1628,{nan},{'GEM': {'G100001045182'}},487
1131,Fukuoka Prefecture Koge Solar,Solar,PV,PP,JP,2.5,,,,,,2015,2015,2036,33.5701,131.16765,"{nan, nan}","{'GEM': {'G100001045093', 'G100001044968'}}",487
1132,Fukuoka Prefecture Kotake Solar,Solar,PV,PP,JP,4,,,,,,2013,2013,2035,33.7123,130.7184,"{nan, nan}","{'GEM': {'G100001044861', 'G100001045107'}}",1401
1133,Fukuoka Prefecture Kotake Solar,Solar,PV,PP,JP,4.5,,,,,,2014,2014,2040,33.6946,130.696433333333,"{nan, nan, nan}","{'GEM': {'G100001045153', 'G100001045237', 'G100001044975'}}",340
1134,Fukuoka Prefecture Kotake Solar,Solar,PV,PP,JP,3,,,,,,2013,2013,2035,33.72365,130.71335,"{nan, nan}","{'GEM': {'G100001044831', 'G100001044953'}}",1401
1135,Fukuoka Prefecture Kurate Town Solar,Solar,PV,PP,JP,8,,,,,,2013,2013,2033,33.78848,130.67498,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001044924', 'G100001044925', 'G100001044970', 'G100001045202', 'G100001044926'}}",1401
1136,Fukuoka Prefecture Kurate Town Solar,Solar,PV,PP,JP,3.5,,,,,,2013,2013,2033,33.76155,130.7061,"{nan, nan}","{'GEM': {'G100001044847', 'G100001044871'}}",1401
1137,Fukuoka Prefecture Kurate Town Solar,Solar,PV,PP,JP,1.8,,,,,,2016,2016,2036,33.795,130.6981,{nan},{'GEM': {'G100001045141'}},1401
1138,Fukuoka Prefecture Kurate Town Solar,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,33.7672,130.6626,{nan},{'GEM': {'G100001045022'}},1401
1139,Fukuoka Prefecture Kurume Solar,Solar,PV,PP,JP,1.2,,,,,,2013,2013,2033,33.2591,130.5223,{nan},{'GEM': {'G100001044919'}},1139
1140,Fukuoka Prefecture Kurume Solar,Solar,PV,PP,JP,5.9,,,,,,2013,2013,2034,33.3363666666667,130.6245,"{nan, nan, nan}","{'GEM': {'G100001044883', 'G100001044841', 'G100001044840'}}",1118
1141,Fukuoka Prefecture Miyako Solar,Solar,PV,PP,JP,8.3,,,,,,2014,2014,2040,33.65954,130.90108,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001045049', 'G100001045102', 'G100001045086', 'G100001045104', 'G100001045103'}}",1588
1142,Fukuoka Prefecture Miyako Solar,Solar,PV,PP,JP,19.6,,,,,,2020,2020,2040,33.655,130.9208,"{nan, nan}","{'GEM': {'G100001045007', 'G100001045040'}}",1588
1143,Fukuoka Prefecture Miyako Solar,Solar,PV,PP,JP,5.9,,,,,,2015,2015,2039,33.64585,130.976125,"{nan, nan, nan, nan}","{'GEM': {'G100001045216', 'G100001045118', 'G100001045009', 'G100001045190'}}",325
1144,Fukuoka Prefecture Miyako Solar,Solar,PV,PP,JP,2,,,,,,2013,2013,2033,33.6804,130.965,{nan},{'GEM': {'G100001044972'}},1588
1145,Fukuoka Prefecture Miyako Solar Xii,Solar,PV,PP,JP,1,,,,,,2018,2018,2038,33.6694,130.9663,{nan},{'GEM': {'G100001045198'}},1588
1146,Fukuoka Prefecture Miyama City Solar,Solar,PV,PP,JP,2,,,,,,2014,2014,2034,33.0913,130.4389,{nan},{'GEM': {'G100001044954'}},1351
1147,Fukuoka Prefecture Miyama City Solar,Solar,PV,PP,JP,5,,,,,,2013,2013,2034,33.1438,130.462266666667,"{nan, nan, nan}","{'GEM': {'G100001044865', 'G100001044866', 'G100001044962'}}",1351
1148,Fukuoka Prefecture Miyama City Solar,Solar,PV,PP,JP,1.8,,,,,,2014,2014,2034,33.0832,130.4236,{nan},{'GEM': {'G100001045078'}},1351
1149,Fukuoka Prefecture Miyawaka Solar,Solar,PV,PP,JP,6,,,,,,2015,2015,2039,33.749325,130.646325,"{nan, nan, nan, nan}","{'GEM': {'G100001045215', 'G100001045147', 'G100001044942', 'G100001045195'}}",1350
1150,Fukuoka Prefecture Miyawaka Solar,Solar,PV,PP,JP,30.2,,,,,,2013,2013,2040,33.71478,130.68521,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001045156', 'G100001045194', 'G100001045229', 'G100001044923', 'G100001044903', 'G100001045228', 'G100001045155', 'G100001044876', 'G100001044898', 'G100001044896'}}",1401
1151,Fukuoka Prefecture Miyawaka Solar,Solar,PV,PP,JP,8.7,,,,,,2015,2015,2037,33.77058,130.61742,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001045020', 'G100001045124', 'G100001045012', 'G100001045006', 'G100001045070'}}",1350
1152,Fukuoka Prefecture Miyawaka Solar Xiv,Solar,PV,PP,JP,1.4,,,,,,2017,2017,2037,33.7139,130.5966,{nan},{'GEM': {'G100001045172'}},1297
1153,Fukuoka Prefecture Mizumaki Solar,Solar,PV,PP,JP,2,,,,,,2015.74075,2015.74075,2040.74075,33.8399,130.7171,{nan},{'GEM': {'G100001045218'}},1401
1154,Fukuoka Prefecture Munakata City Solar,Solar,PV,PP,JP,5.5,,,,,,2013,2013,2034,33.8293333333333,130.541966666667,"{nan, nan, nan}","{'GEM': {'G100001044860', 'G100001044877', 'G100001044889'}}",1350
1155,Fukuoka Prefecture Munakata City Solar,Solar,PV,PP,JP,25.5,,,,,,2014,2014,2040,33.8007857142857,130.525657142857,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001044991', 'G100001045126', 'G100001045019', 'G100001045127', 'G100001045131', 'G100001045125', 'G100001044992', 'G100001045130', 'G100001045109', 'G100001045129', 'G100001045128', 'G100001045090', 'G100001044993', 'G100001044994'}}",1350
1156,Fukuoka Prefecture Munakata City Solar,Solar,PV,PP,JP,7.3,,,,,,2013,2013,2035,33.8447,130.51432,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001044880', 'G100001045038', 'G100001044844', 'G100001044879', 'G100001044933'}}",1350
1157,Fukuoka Prefecture Munakata City Solar,Solar,PV,PP,JP,2,,,,,,2013,2013,2033,33.7988,130.6036,{nan},{'GEM': {'G100001044870'}},1350
1158,Fukuoka Prefecture Munakata City Solar Xv,Solar,PV,PP,JP,1.2,,,,,,2017,2017,2037,33.8334,130.5661,{nan},{'GEM': {'G100001045041'}},1350
1159,Fukuoka Prefecture Munakata City Solar Xvi,Solar,PV,PP,JP,1,,,,,,2015,2015,2035,33.8015,130.5051,{nan},{'GEM': {'G100001045050'}},1350
1160,Fukuoka Prefecture Munakata City Solar Xvii,Solar,PV,PP,JP,6.1,,,,,,2016,2016,2039,33.7791,130.5659,"{nan, nan, nan, nan}","{'GEM': {'G100001045121', 'G100001045122', 'G100001045052', 'G100001045184'}}",1350
1161,Fukuoka Prefecture Nakagawa Solar,Solar,PV,PP,JP,6,,,,,,2017,2017,2037,33.4605,130.444,{nan},{'GEM': {'G100001044974'}},200
1162,Fukuoka Prefecture Nakama Solar,Solar,PV,PP,JP,4.4,,,,,,2013,2013,2038,33.8239333333333,130.711,"{nan, nan, nan}","{'GEM': {'G100001045196', 'G100001045149', 'G100001044839'}}",1401
1163,Fukuoka Prefecture Nogata Solar,Solar,PV,PP,JP,1.5,,,,,,2014,2014,2034,33.7355,130.7716,{nan},{'GEM': {'G100001044837'}},1401
1164,Fukuoka Prefecture Ogori Solar,Solar,PV,PP,JP,3,,,,,,2014,2014,2035,33.4011,130.56785,"{nan, nan}","{'GEM': {'G100001044990', 'G100001044936'}}",80
1165,Fukuoka Prefecture Okagaki Solar,Solar,PV,PP,JP,3.2,,,,,,2016,2016,2036,33.826,130.5966,"{nan, nan}","{'GEM': {'G100001045170', 'G100001045164'}}",1350
1166,Fukuoka Prefecture Omuta Solar,Solar,PV,PP,JP,1,,,,,,2016,2016,2036,33.0553,130.486,{nan},{'GEM': {'G100001044973'}},334
1167,Fukuoka Prefecture Omuta Solar,Solar,PV,PP,JP,11,,,,,,2017,2017,2037,33.0108,130.4599,{nan},{'GEM': {'G100001044955'}},334
1168,Fukuoka Prefecture Omuta Solar,Solar,PV,PP,JP,21,,,,,,2014,2014,2035,33.0519,130.4326,"{nan, nan, nan}","{'GEM': {'G100001044902', 'G100001045008', 'G100001044914'}}",334
1169,Fukuoka Prefecture Omuta Solar,Solar,PV,PP,JP,6,,,,,,2015,2015,2036,33.0137,130.4753,"{nan, nan, nan}","{'GEM': {'G100001045111', 'G100001045075', 'G100001045076'}}",334
1170,Fukuoka Prefecture Onga Solar,Solar,PV,PP,JP,4,,,,,,2015,2015,2035,33.86345,130.655,"{nan, nan}","{'GEM': {'G100001044913', 'G100001044987'}}",1350
1171,Fukuoka Prefecture Sasaguri Solar,Solar,PV,PP,JP,3.9,,,,,,2015,2015,2042,33.63385,130.52415,"{nan, nan}","{'GEM': {'G100001045061', 'G100001045206'}}",1297
1172,Fukuoka Prefecture Shingu City Solar,Solar,PV,PP,JP,4,,,,,,2015,2015,2036,33.7037,130.45675,"{nan, nan}","{'GEM': {'G100001045080', 'G100001045081'}}",1297
1173,Fukuoka Prefecture Soeda Town Solar,Solar,PV,PP,JP,13.5,,,,,,2014,2014,2038,33.581325,130.8492625,"{nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001045173', 'G100001044986', 'G100001045000', 'G100001045001', 'G100001044999', 'G100001045119', 'G100001045063', 'G100001045004'}}",340
1174,Fukuoka Prefecture Tagawa City Solar,Solar,PV,PP,JP,9,,,,,,2014,2014,2038,33.62065,130.833,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001045117', 'G100001045115', 'G100001045116', 'G100001044995', 'G100001045159', 'G100001045097'}}",340
1175,Fukuoka Prefecture Tagawa City Solar,Solar,PV,PP,JP,3.3,,,,,,2014,2014,2036,33.6547333333333,130.813833333333,"{nan, nan, nan}","{'GEM': {'G100001045137', 'G100001045100', 'G100001045191'}}",340
1176,Fukuoka Prefecture Toho Village Solar,Solar,PV,PP,JP,1.9,,,,,,2013,2013,2033,33.3871,130.8728,{nan},{'GEM': {'G100001044838'}},984
1177,Fukuoka Prefecture Ukiha City Solar,Solar,PV,PP,JP,1.5,,,,,,2021,2021,2041,33.2776,130.807,{nan},{'GEM': {'G100001045235'}},1344
1178,Fukuoka Prefecture Ukiha City Solar,Solar,PV,PP,JP,2,,,,,,2014,2014,2039,33.34175,130.75575,"{nan, nan}","{'GEM': {'G100001045071', 'G100001045059'}}",385
1179,Fukuoka Prefecture Umi Solar,Solar,PV,PP,JP,1.5,,,,,,2019,2019,2039,33.5648,130.5286,{nan},{'GEM': {'G100001045231'}},207
1180,Fukuoka Prefecture Yame City Solar,Solar,PV,PP,JP,2.8,,,,,,2015,2015,2035,33.18575,130.6675,"{nan, nan}","{'GEM': {'G100001045204', 'G100001045152'}}",1866
1181,Fukuoka Prefecture Yame City Solar,Solar,PV,PP,JP,2,,,,,,2017,2017,2037,33.2186,130.7311,{nan},{'GEM': {'G100001045067'}},1866
1182,Fukuoka Prefecture Yame City Solar,Solar,PV,PP,JP,1.8,,,,,,2018,2018,2038,33.2481,130.7868,{nan},{'GEM': {'G100001045132'}},1344
1183,Fukuoka Prefecture Yukuhashi Solar,Solar,PV,PP,JP,1.5,,,,,,2013,2013,2033,33.6927,130.9663,{nan},{'GEM': {'G100001044853'}},1588
1184,Fukuoka Prefecture Yukuhashi Solar,Solar,PV,PP,JP,2.7,,,,,,2013,2013,2036,33.6944,131.0203,"{nan, nan}","{'GEM': {'G100001045178', 'G100001044965'}}",1588
1185,Fukuoka Prefecture Yukuhashi Solar,Solar,PV,PP,JP,3,,,,,,2015,2015,2036,33.70665,130.93285,"{nan, nan}","{'GEM': {'G100001045079', 'G100001045037'}}",1588
1186,Fukuokafukaya Solar Farm,Solar,PV,PP,JP,40,,,,,,2020,2020,2045,38.0754,140.5387,{nan},{'GEM': {'G100000834261'}},894
1187,Fukura Wind Farm,Wind,Onshore,PP,JP,12,,,,,,2011,2011,2036,37.075,136.7352,{nan},{'GEM': {'G100000900946'}},928
1188,Fukushima Hydrogen Energy Research Field Solar Farm,Solar,PV,PP,JP,45,,,,,,2016,2016,2041,37.51005,141.0328,"{nan, nan}","{'GEM': {'G100000834262', 'G100000834405'}}",1010
1189,Fukushima Iwaki Biomass,Solid Biomass,,,JP,112,,,,,,2022,2022,2042,37.0802,140.8418,{nan},{'GEM': {'G100000200745'}},1560
1190,Fukushima Prefecture Aizubange Town Solar,Solar,PV,PP,JP,4,,,,,,2019,2019,2038,37.62245,139.78485,"{nan, nan}","{'GEM': {'G100001038811', 'G100001038812'}}",2270
1191,Fukushima Prefecture Aizubange Town Solar,Solar,PV,PP,JP,2,,,,,,2016,2016,2036,37.5685,139.7869,{nan},{'GEM': {'G100001038917'}},1298
1192,Fukushima Prefecture Aizumisato Solar,Solar,PV,PP,JP,1.9,,,,,,2016,2016,2036,37.4371,139.8497,{nan},{'GEM': {'G100001038806'}},1299
1193,Fukushima Prefecture Aizuwakamatsu Solar,Solar,PV,PP,JP,2,,,,,,2015,2015,2036,37.3404,139.9316,"{nan, nan}","{'GEM': {'G100001038748', 'G100001038747'}}",892
1194,Fukushima Prefecture Aizuwakamatsu Solar,Solar,PV,PP,JP,1,,,,,,2014,2014,2034,37.464,139.9124,{nan},{'GEM': {'G100001038738'}},1299
1195,Fukushima Prefecture Bandai Town Solar,Solar,PV,PP,JP,2,,,,,,2020,2020,2040,37.5374,140.0201,{nan},{'GEM': {'G100001038742'}},409
1196,Fukushima Prefecture Bandai Town Solar,Solar,PV,PP,JP,2.1,,,,,,2017,2017,2037,37.5672,140.0407,"{nan, nan}","{'GEM': {'G100001038895', 'G100001038978'}}",1154
