,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID,bus
2087,Ibaraki Prefecture Hitachi Solar,Solar,PV,PP,JP,19.4,,,,,,2014,2014,2036,36.6935,140.6534,"{nan, nan}","{'GEM': {'G100001039133', 'G100001039129'}}",766
2088,Ibaraki Prefecture Hitachi Solar,Solar,PV,PP,JP,2,,,,,,2014,2014,2034,36.6988,140.6751,{nan},{'GEM': {'G100001039126'}},766
2089,Ibaraki Prefecture Hitachi Solar,Solar,PV,PP,JP,1.3,,,,,,2014,2014,2034,36.5596,140.6458,{nan},{'GEM': {'G100001039113'}},766
2090,Ibaraki Prefecture Hitachinaka Solar,Solar,PV,PP,JP,1.2,,,,,,2015,2015,2035,36.4149,140.5826,{nan},{'GEM': {'G100001039355'}},32
2091,Ibaraki Prefecture Hitachinaka Solar,Solar,PV,PP,JP,3.9,,,,,,2014,2014,2034,36.4108,140.5292,"{nan, nan, nan}","{'GEM': {'G100001039105', 'G100001039189', 'G100001039144'}}",32
2092,Ibaraki Prefecture Hitachinaka Solar,Solar,PV,PP,JP,8.2,,,,,,2013,2013,2037,36.366975,140.59325,"{nan, nan, nan, nan}","{'GEM': {'G100001039034', 'G100001039121', 'G100001039430', 'G100001039618'}}",2110
2093,Ibaraki Prefecture Hitachiomiya City Solar,Solar,PV,PP,JP,11.1,,,,,,2014,2014,2042,36.5765,140.39175,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039660', 'G100001039076', 'G100001039066', 'G100001039666', 'G100001039090', 'G100001039136'}}",2139
2094,Ibaraki Prefecture Hitachiomiya City Solar,Solar,PV,PP,JP,33,,,,,,2014,2014,2040,36.612725,140.375275,"{nan, nan, nan, nan}","{'GEM': {'G100001039042', 'G100001039599', 'G100001039024', 'G100001039052'}}",2139
2095,Ibaraki Prefecture Hitachiomiya City Solar,Solar,PV,PP,JP,4.5,,,,,,2015,2015,2039,36.5091,140.3947,"{nan, nan, nan}","{'GEM': {'G100001039336', 'G100001039095', 'G100001039633'}}",32
2096,Ibaraki Prefecture Hitachiomiya City Solar,Solar,PV,PP,JP,17.5,,,,,,2013,2013,2042,36.5436090909091,140.374081818182,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039156', 'G100001039604', 'G100001039091', 'G100001039398', 'G100001039602', 'G100001039616', 'G100001039294', 'G100001039615', 'G100001039552', 'G100001039607', 'G100001039033'}}",2139
2097,Ibaraki Prefecture Hitachiomiya City Solar,Solar,PV,PP,JP,1.5,,,,,,2015,2015,2035,36.5736,140.4218,{nan},{'GEM': {'G100001039131'}},2139
2098,Ibaraki Prefecture Hitachiomiya City Solar Xxi,Solar,PV,PP,JP,2.4,,,,,,2020,2020,2040,36.6344,140.2502,"{nan, nan}","{'GEM': {'G100001039649', 'G100001039608'}}",2145
2099,Ibaraki Prefecture Hitachiota City Solar,Solar,PV,PP,JP,2,,,,,,2019,2019,2039,36.5368,140.5809,{nan},{'GEM': {'G100001039446'}},1934
2100,Ibaraki Prefecture Hitachiota City Solar,Solar,PV,PP,JP,6.5,,,,,,2013,2013,2035,36.5489,140.47215,"{nan, nan, nan, nan}","{'GEM': {'G100001039103', 'G100001039239', 'G100001039104', 'G100001039238'}}",1934
2101,Ibaraki Prefecture Hokota Solar,Solar,PV,PP,JP,2,,,,,,2014,2014,2033,36.219,140.4256,{nan},{'GEM': {'G100001039055'}},2141
2102,Ibaraki Prefecture Hokota Solar,Solar,PV,PP,JP,2.4,,,,,,2017,2017,2037,36.14425,140.4838,"{nan, nan}","{'GEM': {'G100001039249', 'G100001039644'}}",1672
2103,Ibaraki Prefecture Hokota Solar,Solar,PV,PP,JP,1.9,,,,,,2015,2015,2035,36.1646,140.4799,{nan},{'GEM': {'G100001039072'}},1672
2104,Ibaraki Prefecture Hokota Solar,Solar,PV,PP,JP,1,,,,,,2014,2014,2034,36.0841,140.5679,{nan},{'GEM': {'G100001039059'}},2113
2105,Ibaraki Prefecture Hokota Solar,Solar,PV,PP,JP,4,,,,,,2015,2015,2038,36.24445,140.53265,"{nan, nan}","{'GEM': {'G100001039373', 'G100001039263'}}",2110
2106,Ibaraki Prefecture Hokota Solar,Solar,PV,PP,JP,1.8,,,,,,2015,2015,2035,36.1746,140.4967,{nan},{'GEM': {'G100001039085'}},1672
2107,Ibaraki Prefecture Hokota Solar,Solar,PV,PP,JP,12.4,,,,,,2014,2014,2040,36.151125,140.53975,"{nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039248', 'G100001039057', 'G100001039172', 'G100001039083', 'G100001039527', 'G100001039438', 'G100001039475', 'G100001039474'}}",2114
2108,Ibaraki Prefecture Hokota Solar,Solar,PV,PP,JP,1.9,,,,,,2016,2016,2036,36.2533,140.542,{nan},{'GEM': {'G100001039213'}},2110
2109,Ibaraki Prefecture Hokota Solar Xii,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,36.2342,140.4877,{nan},{'GEM': {'G100001039332'}},2110
2110,Ibaraki Prefecture Hokota Solar Xiii,Solar,PV,PP,JP,1,,,,,,2017,2017,2037,36.2626,140.5278,{nan},{'GEM': {'G100001039364'}},2110
2111,Ibaraki Prefecture Hokota Solar Xvi,Solar,PV,PP,JP,4,,,,,,2015,2015,2040,36.1806,140.53165,"{nan, nan}","{'GEM': {'G100001039493', 'G100001039470'}}",2114
2112,Ibaraki Prefecture Hokota Solar Xvii,Solar,PV,PP,JP,1.9,,,,,,2020,2020,2040,36.2187,140.4541,{nan},{'GEM': {'G100001039471'}},1672
2113,Ibaraki Prefecture Hokota Solar Xxi,Solar,PV,PP,JP,7.6,,,,,,2016,2016,2040,36.1895,140.45454,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001039535', 'G100001039520', 'G100001039549', 'G100001039505', 'G100001039646'}}",1672
2114,Ibaraki Prefecture Ibaraki Solar,Solar,PV,PP,JP,3,,,,,,2015,2015,2039,36.24395,140.4294,"{nan, nan}","{'GEM': {'G100001039481', 'G100001039242'}}",2141
2115,Ibaraki Prefecture Ibaraki Solar,Solar,PV,PP,JP,1.5,,,,,,2016,2016,2036,36.2863,140.3637,{nan},{'GEM': {'G100001039251'}},1828
2116,Ibaraki Prefecture Ibaraki Solar,Solar,PV,PP,JP,2,,,,,,2013,2013,2033,36.2669,140.3843,{nan},{'GEM': {'G100001039014'}},2141
2117,Ibaraki Prefecture Ibaraki Solar,Solar,PV,PP,JP,2,,,,,,2013,2013,2033,36.2799,140.3561,{nan},{'GEM': {'G100001039015'}},1828
2118,Ibaraki Prefecture Ibaraki Solar,Solar,PV,PP,JP,12.5,,,,,,2014,2014,2040,36.3074285714286,140.4525,"{nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039431', 'G100001039432', 'G100001039098', 'G100001039051', 'G100001039148', 'G100001039628', 'G100001039220'}}",2116
2119,Ibaraki Prefecture Ibaraki Solar,Solar,PV,PP,JP,12.7,,,,,,2015,2015,2035,36.29625,140.519,"{nan, nan}","{'GEM': {'G100001039231', 'G100001039146'}}",2110
2120,Ibaraki Prefecture Ibaraki Solar Xii,Solar,PV,PP,JP,1.3,,,,,,2016,2016,2036,36.2863,140.3637,{nan},{'GEM': {'G100001039466'}},1828
2121,Ibaraki Prefecture Ibaraki Solar Xiv,Solar,PV,PP,JP,1.5,,,,,,2019,2019,2038,36.2863,140.3637,{nan},{'GEM': {'G100001039491'}},1828
2122,Ibaraki Prefecture Ibaraki Solar Xv,Solar,PV,PP,JP,1,,,,,,2017,2017,2037,36.3151,140.4169,{nan},{'GEM': {'G100001039497'}},2116
2123,Ibaraki Prefecture Inashiki City Solar,Solar,PV,PP,JP,2,,,,,,2014,2014,2034,35.9748,140.436,{nan},{'GEM': {'G100001039093'}},2126
2124,Ibaraki Prefecture Inashiki City Solar,Solar,PV,PP,JP,7.3,,,,,,2014,2014,2040,35.9448,140.2837,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001039624', 'G100001039044', 'G100001039625', 'G100001039682', 'G100001039360'}}",2142
2125,Ibaraki Prefecture Inashiki City Solar,Solar,PV,PP,JP,4,,,,,,2013,2013,2033,35.9368,140.4104,"{nan, nan}","{'GEM': {'G100001039021', 'G100001039020'}}",2126
2126,Ibaraki Prefecture Inashiki City Solar,Solar,PV,PP,JP,18.7,,,,,,2014,2014,2040,35.91232,140.31236,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001039255', 'G100001039676', 'G100001039165', 'G100001039119', 'G100001039513'}}",2142
2127,Ibaraki Prefecture Inashiki City Solar Xii,Solar,PV,PP,JP,4.3,,,,,,2015,2015,2036,35.9533,140.3404,"{nan, nan, nan}","{'GEM': {'G100001039173', 'G100001039408', 'G100001039460'}}",1065
2128,Ibaraki Prefecture Inashiki City Solar Xiii,Solar,PV,PP,JP,8,,,,,,2015,2015,2040,35.9556,140.3637,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001039175', 'G100001039531', 'G100001039532', 'G100001039179', 'G100001039409'}}",2126
2129,Ibaraki Prefecture Inashiki City Solar Xix,Solar,PV,PP,JP,3,,,,,,2016,2016,2036,35.9499,140.3288,"{nan, nan}","{'GEM': {'G100001039277', 'G100001039330'}}",1065
2130,Ibaraki Prefecture Inashiki City Solar Xv,Solar,PV,PP,JP,1,,,,,,2014,2014,2034,35.9169,140.3766,{nan},{'GEM': {'G100001039181'}},2126
2131,Ibaraki Prefecture Inashiki City Solar Xxiii,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,35.9304,140.4696,{nan},{'GEM': {'G100001039304'}},37
2132,Ibaraki Prefecture Inashiki City Solar Xxx,Solar,PV,PP,JP,1,,,,,,2016,2016,2036,35.9512,140.3817,{nan},{'GEM': {'G100001039402'}},2126
2133,Ibaraki Prefecture Ishioka Solar,Solar,PV,PP,JP,2.5,,,,,,2014,2014,2035,36.3186,140.1705,"{nan, nan}","{'GEM': {'G100001039149', 'G100001039123'}}",2396
2134,Ibaraki Prefecture Ishioka Solar,Solar,PV,PP,JP,2.2,,,,,,2014,2014,2035,36.25625,140.18025,"{nan, nan}","{'GEM': {'G100001039282', 'G100001039188'}}",2111
2135,Ibaraki Prefecture Ishioka Solar,Solar,PV,PP,JP,2,,,,,,2016,2016,2035,36.1433,140.3095,{nan},{'GEM': {'G100001039212'}},2112
2136,Ibaraki Prefecture Ishioka Solar,Solar,PV,PP,JP,7.9,,,,,,2014,2014,2038,36.2232,140.256966666667,"{nan, nan, nan}","{'GEM': {'G100001039542', 'G100001039337', 'G100001039092'}}",2111
2137,Ibaraki Prefecture Ishioka Solar,Solar,PV,PP,JP,5.3,,,,,,2015,2015,2040,36.239,140.2112,"{nan, nan, nan, nan}","{'GEM': {'G100001039591', 'G100001039240', 'G100001039214', 'G100001039609'}}",2111
2138,Ibaraki Prefecture Ishioka Solar,Solar,PV,PP,JP,1.8,,,,,,2016,2016,2036,36.2476,140.2616,{nan},{'GEM': {'G100001039296'}},2111
2139,Ibaraki Prefecture Ishioka Solar,Solar,PV,PP,JP,3,,,,,,2014,2014,2040,36.27005,140.23475,"{nan, nan}","{'GEM': {'G100001039605', 'G100001039070'}}",2111
2140,Ibaraki Prefecture Ishioka Solar Xiii,Solar,PV,PP,JP,1.5,,,,,,2017,2017,2037,36.2513,140.2579,{nan},{'GEM': {'G100001039547'}},2111
2141,Ibaraki Prefecture Ishioka Solar Xvii,Solar,PV,PP,JP,1,,,,,,2021,2021,2041,36.228,140.2541,{nan},{'GEM': {'G100001039656'}},2111
2142,Ibaraki Prefecture Itako City Solar,Solar,PV,PP,JP,3,,,,,,2016,2016,2037,35.9612,140.51905,"{nan, nan}","{'GEM': {'G100001039519', 'G100001039266'}}",2125
2143,Ibaraki Prefecture Itako City Solar,Solar,PV,PP,JP,7,,,,,,2014,2014,2040,35.97978,140.54104,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001039551', 'G100001039582', 'G100001039124', 'G100001039367', 'G100001039219'}}",2125
2144,Ibaraki Prefecture Joso Solar,Solar,PV,PP,JP,13.8,,,,,,2013,2013,2040,36.0148222222222,139.973244444444,"{nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039258', 'G100001039369', 'G100001039075', 'G100001039368', 'G100001039375', 'G100001039403', 'G100001039054', 'G100001039237', 'G100001039295'}}",1024
2145,Ibaraki Prefecture Joso Solar,Solar,PV,PP,JP,2.9,,,,,,2014,2014,2035,35.9874,139.9588,"{nan, nan}","{'GEM': {'G100001039069', 'G100001039246'}}",1024
2146,Ibaraki Prefecture Joso Solar,Solar,PV,PP,JP,1.4,,,,,,2015.74075,2015.74075,2040.74075,35.9784,139.9421,{nan},{'GEM': {'G100001039000'}},1024
2147,Ibaraki Prefecture Joso Solar Xiii,Solar,PV,PP,JP,1,,,,,,2017,2017,2037,35.9851,139.9604,{nan},{'GEM': {'G100001039573'}},1024
2148,Ibaraki Prefecture Joso Solar Xiv,Solar,PV,PP,JP,3.3,,,,,,2019,2019,2043,36.08245,139.9546,"{nan, nan}","{'GEM': {'G100001039690', 'G100001039641'}}",1024
2149,Ibaraki Prefecture Kamisu Solar,Solar,PV,PP,JP,1,,,,,,2013,2013,2033,35.9117,140.6588,{nan},{'GEM': {'G100001039018'}},662
2150,Ibaraki Prefecture Kamisu Solar,Solar,PV,PP,JP,22,,,,,,2013,2013,2037,35.8491833333333,140.725266666667,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039036', 'G100001039207', 'G100001039140', 'G100001039457', 'G100001039139', 'G100001039447'}}",662
2151,Ibaraki Prefecture Kamisu Solar,Solar,PV,PP,JP,16.5,,,,,,2013,2013,2040,35.89408,140.65288,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001039017', 'G100001039049', 'G100001039159', 'G100001039672', 'G100001039484'}}",662
2152,Ibaraki Prefecture Kamisu Solar,Solar,PV,PP,JP,21,,,,,,2013,2013,2039,35.8100416666667,140.739925,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039517', 'G100001039106', 'G100001039010', 'G100001039089', 'G100001039300', 'G100001039170', 'G100001039276', 'G100001039637', 'G100001039226', 'G100001039597', 'G100001039435', 'G100001039439'}}",1043
2153,Ibaraki Prefecture Kamisu Solar,Solar,PV,PP,JP,1,,,,,,2014,2014,2034,35.8647,140.7337,{nan},{'GEM': {'G100001039151'}},662
2154,Ibaraki Prefecture Kamisu Solar Xiv,Solar,PV,PP,JP,15.5,,,,,,2014,2014,2041,35.8927666666667,140.714066666667,"{nan, nan, nan}","{'GEM': {'G100001039642', 'G100001039689', 'G100001039225'}}",662
2155,Ibaraki Prefecture Kamisu Solar Xvi,Solar,PV,PP,JP,4.3,,,,,,2015,2015,2036,35.8594,140.689966666667,"{nan, nan, nan}","{'GEM': {'G100001039344', 'G100001039253', 'G100001039307'}}",662
2156,Ibaraki Prefecture Kamisu Solar Xxii,Solar,PV,PP,JP,2,,,,,,2016,2016,2036,35.9162,140.6652,{nan},{'GEM': {'G100001039384'}},662
2157,Ibaraki Prefecture Kasama Solar,Solar,PV,PP,JP,2.6,,,,,,2014,2014,2035,36.4114,140.3327,"{nan, nan}","{'GEM': {'G100001039152', 'G100001039186'}}",1973
2158,Ibaraki Prefecture Kasama Solar,Solar,PV,PP,JP,6.8,,,,,,2013,2013,2035,36.2832,140.3327,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001039177', 'G100001039026', 'G100001039178', 'G100001039306', 'G100001039061'}}",1828
2159,Ibaraki Prefecture Kasama Solar,Solar,PV,PP,JP,16,,,,,,2015,2015,2040,36.3935,140.2013,"{nan, nan, nan}","{'GEM': {'G100001039433', 'G100001039039', 'G100001039040'}}",1849
2160,Ibaraki Prefecture Kasama Solar,Solar,PV,PP,JP,1.3,,,,,,2015,2015,2035,36.3707,140.3224,{nan},{'GEM': {'G100001039168'}},1973
2161,Ibaraki Prefecture Kasama Solar,Solar,PV,PP,JP,11,,,,,,2016,2016,2040,36.3692,140.2322,"{nan, nan}","{'GEM': {'G100001039037', 'G100001039578'}}",1849
2162,Ibaraki Prefecture Kasama Solar,Solar,PV,PP,JP,2.5,,,,,,2013,2013,2036,36.42205,140.30175,"{nan, nan}","{'GEM': {'G100001039007', 'G100001039452'}}",1973
2163,Ibaraki Prefecture Kasama Solar,Solar,PV,PP,JP,9.9,,,,,,2014,2014,2035,36.3480666666667,140.286183333333,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039383', 'G100001039503', 'G100001039411', 'G100001039382', 'G100001039388', 'G100001039011'}}",2120
2164,Ibaraki Prefecture Kasama Solar Xiii,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,36.2808,140.2631,{nan},{'GEM': {'G100001039215'}},1828
2165,Ibaraki Prefecture Kasama Solar Xiv,Solar,PV,PP,JP,4.5,,,,,,2014,2014,2041,36.3065,140.3095,"{nan, nan, nan}","{'GEM': {'G100001039700', 'G100001039267', 'G100001039681'}}",1828
2166,Ibaraki Prefecture Kasama Solar Xviii,Solar,PV,PP,JP,3.7,,,,,,2015,2015,2038,36.2924333333333,140.297633333333,"{nan, nan, nan}","{'GEM': {'G100001039483', 'G100001039387', 'G100001039680'}}",1828
2167,Ibaraki Prefecture Kasama Solar Xxi,Solar,PV,PP,JP,12.5,,,,,,2016,2016,2041,36.3498333333333,140.215866666667,"{nan, nan, nan}","{'GEM': {'G100001039652', 'G100001039421', 'G100001039415'}}",1849
2168,Ibaraki Prefecture Kasama Solar Xxix,Solar,PV,PP,JP,1,,,,,,2017,2017,2037,36.345,140.1884,{nan},{'GEM': {'G100001039541'}},1849
2169,Ibaraki Prefecture Kasama Solar Xxvi,Solar,PV,PP,JP,1,,,,,,2016,2016,2036,36.3755,140.294,{nan},{'GEM': {'G100001039488'}},1973
2170,Ibaraki Prefecture Kasama Solar Xxvii,Solar,PV,PP,JP,3,,,,,,2016,2016,2040,36.41525,140.2502,"{nan, nan}","{'GEM': {'G100001039502', 'G100001039585'}}",1849
2171,Ibaraki Prefecture Kashima Solar,Solar,PV,PP,JP,5.2,,,,,,2014,2014,2040,36.067925,140.592125,"{nan, nan, nan, nan}","{'GEM': {'G100001039269', 'G100001039467', 'G100001039309', 'G100001039027'}}",2113
2172,Ibaraki Prefecture Kashima Solar,Solar,PV,PP,JP,4,,,,,,2015,2015,2040,36.0335,140.603066666667,"{nan, nan, nan}","{'GEM': {'G100001039479', 'G100001039206', 'G100001039114'}}",2113
2173,Ibaraki Prefecture Kashima Solar,Solar,PV,PP,JP,13,,,,,,2013,2013,2040,35.9577125,140.6719375,"{nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039247', 'G100001039088', 'G100001039209', 'G100001039390', 'G100001039498', 'G100001039611', 'G100001039208', 'G100001039293'}}",662
2174,Ibaraki Prefecture Kasumigaura City Solar,Solar,PV,PP,JP,2,,,,,,2013,2013,2033,36.1332,140.2294,{nan},{'GEM': {'G100001039097'}},44
2175,Ibaraki Prefecture Kasumigaura City Solar,Solar,PV,PP,JP,2,,,,,,2018,2018,2038,36.0833,140.3843,{nan},{'GEM': {'G100001039265'}},2112
2176,Ibaraki Prefecture Kasumigaura City Solar,Solar,PV,PP,JP,8.8,,,,,,2017,2017,2040,36.090575,140.3024,"{nan, nan, nan, nan}","{'GEM': {'G100001039521', 'G100001039603', 'G100001039245', 'G100001039537'}}",2112
2177,Ibaraki Prefecture Kasumigaura City Solar,Solar,PV,PP,JP,1.5,,,,,,2014,2014,2034,36.1331,140.2157,{nan},{'GEM': {'G100001039141'}},44
2178,Ibaraki Prefecture Kasumigaura City Solar,Solar,PV,PP,JP,4.1,,,,,,2015,2015,2035,36.0629,140.3327,"{nan, nan, nan}","{'GEM': {'G100001039232', 'G100001039132', 'G100001039180'}}",2112
2179,Ibaraki Prefecture Kasumigaura City Solar,Solar,PV,PP,JP,23.9,,,,,,2015,2015,2040,36.1242,140.3018,"{nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039638', 'G100001039311', 'G100001039381', 'G100001039553', 'G100001039522', 'G100001039536', 'G100001039363', 'G100001039241'}}",2112
2180,Ibaraki Prefecture Kasumigaura City Solar Xii,Solar,PV,PP,JP,1.2,,,,,,2020,2020,2039,36.0833,140.3843,{nan},{'GEM': {'G100001039448'}},2112
2181,Ibaraki Prefecture Kawachi Town Solar,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,35.883,140.2322,{nan},{'GEM': {'G100001039335'}},1041
2182,Ibaraki Prefecture Kawachi Town Solar,Solar,PV,PP,JP,2,,,,,,2014,2014,2034,35.8789,140.3327,{nan},{'GEM': {'G100001039128'}},2142
2183,Ibaraki Prefecture Kitaibaraki Solar,Solar,PV,PP,JP,5.8,,,,,,2013,2013,2038,36.761775,140.685975,"{nan, nan, nan, nan}","{'GEM': {'G100001039262', 'G100001039261', 'G100001039056', 'G100001039554'}}",766
2184,Ibaraki Prefecture Kitaibaraki Solar,Solar,PV,PP,JP,2.8,,,,,,2016,2016,2036,36.8676,140.6898,"{nan, nan}","{'GEM': {'G100001039259', 'G100001039468'}}",215
2185,Ibaraki Prefecture Kitaibaraki Solar,Solar,PV,PP,JP,17.3,,,,,,2016,2016,2040,36.8045,140.69395,"{nan, nan, nan, nan}","{'GEM': {'G100001039647', 'G100001039313', 'G100001039472', 'G100001039256'}}",766
2186,Ibaraki Prefecture Kitaibaraki Solar,Solar,PV,PP,JP,4.4,,,,,,2015,2015,2034,36.8031,140.7378,"{nan, nan, nan}","{'GEM': {'G100001039192', 'G100001039190', 'G100001039191'}}",766
2187,Ibaraki Prefecture Kitaibaraki Solar,Solar,PV,PP,JP,19.1,,,,,,2014,2014,2040,36.845025,140.7456,"{nan, nan, nan, nan}","{'GEM': {'G100001039100', 'G100001039587', 'G100001039087', 'G100001039260'}}",215
2188,Ibaraki Prefecture Kitaibaraki Solar Xiii,Solar,PV,PP,JP,1.2,,,,,,2014,2014,2034,36.8118,140.7403,{nan},{'GEM': {'G100001039315'}},215
2189,Ibaraki Prefecture Kitaibaraki Solar Xiv,Solar,PV,PP,JP,1.9,,,,,,2020,2020,2040,36.7707,140.6895,{nan},{'GEM': {'G100001039427'}},766
2190,Ibaraki Prefecture Kitaibaraki Solar Xix,Solar,PV,PP,JP,1,,,,,,2024,2024,2041,36.774,140.7131,{nan},{'GEM': {'G100001039704'}},766
2191,Ibaraki Prefecture Koga Solar,Solar,PV,PP,JP,11,,,,,,2013,2013,2038,36.1710428571429,139.7929,"{nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039074', 'G100001039122', 'G100001039454', 'G100001039634', 'G100001039589', 'G100001039494', 'G100001039073'}}",2422
2192,Ibaraki Prefecture Koga Solar,Solar,PV,PP,JP,4.2,,,,,,2017,2017,2039,36.208,139.778,"{nan, nan, nan, nan}","{'GEM': {'G100001039570', 'G100001039595', 'G100001039569', 'G100001039568'}}",2096
2193,Ibaraki Prefecture Koga Solar,Solar,PV,PP,JP,1,,,,,,2019,2019,2039,36.2303,139.8163,{nan},{'GEM': {'G100001039632'}},1025
2194,Ibaraki Prefecture Miho Solar,Solar,PV,PP,JP,10.8,,,,,,2013,2013,2038,36.00745,140.31635,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039353', 'G100001039196', 'G100001039356', 'G100001039596', 'G100001039006', 'G100001039005'}}",1065
2195,Ibaraki Prefecture Miho Solar,Solar,PV,PP,JP,17.8,,,,,,2014,2014,2041,35.9698,140.294816666667,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039347', 'G100001039346', 'G100001039586', 'G100001039338', 'G100001039250', 'G100001039622', 'G100001039404', 'G100001039623', 'G100001039285', 'G100001039686', 'G100001039112', 'G100001039691'}}",1065
2196,Ibaraki Prefecture Mito Solar,Solar,PV,PP,JP,2.3,,,,,,2014,2014,2035,36.32605,140.365,"{nan, nan}","{'GEM': {'G100001039053', 'G100001039161'}}",1828
2197,Ibaraki Prefecture Mito Solar,Solar,PV,PP,JP,23.8,,,,,,2015,2015,2042,36.3452461538462,140.379476923077,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039669', 'G100001039111', 'G100001039157', 'G100001039043', 'G100001039514', 'G100001039376', 'G100001039580', 'G100001039281', 'G100001039377', 'G100001039658', 'G100001039577', 'G100001039515', 'G100001039110'}}",2116
2198,Ibaraki Prefecture Mito Solar,Solar,PV,PP,JP,3.5,,,,,,2015,2015,2037,36.3625,140.4139,"{nan, nan, nan}","{'GEM': {'G100001039499', 'G100001039108', 'G100001039107'}}",2116
2199,Ibaraki Prefecture Mito Solar,Solar,PV,PP,JP,8.3,,,,,,2015,2015,2040,36.41862,140.40062,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001039555', 'G100001039576', 'G100001039588', 'G100001039147', 'G100001039205'}}",2116
2200,Ibaraki Prefecture Mito Solar Xii,Solar,PV,PP,JP,42.5,,,,,,2015,2015,2036,36.38302,140.35018,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001039167', 'G100001039464', 'G100001039459', 'G100001039221', 'G100000801330'}}",1973
2201,Ibaraki Prefecture Mito Solar Xiv,Solar,PV,PP,JP,3.4,,,,,,2014,2014,2035,36.31945,140.4483,"{nan, nan}","{'GEM': {'G100001039200', 'G100001039358'}}",2116
2202,Ibaraki Prefecture Mito Solar Xix,Solar,PV,PP,JP,3.4,,,,,,2016,2016,2042,36.3244333333333,140.504933333333,"{nan, nan, nan}","{'GEM': {'G100001039302', 'G100001039670', 'G100001039301'}}",2110
2203,Ibaraki Prefecture Mito Solar Xxv,Solar,PV,PP,JP,1.2,,,,,,2016,2016,2036,36.3593,140.3456,{nan},{'GEM': {'G100001039458'}},2120
2204,Ibaraki Prefecture Mito Solar Xxxii,Solar,PV,PP,JP,2,,,,,,2017,2017,2037,36.4581,140.3914,{nan},{'GEM': {'G100001039564'}},32
2205,Ibaraki Prefecture Moriya Solar,Solar,PV,PP,JP,3.7,,,,,,2018,2018,2040,35.9738,139.98425,"{nan, nan}","{'GEM': {'G100001039630', 'G100001039627'}}",1024
2206,Ibaraki Prefecture Naka Town Solar,Solar,PV,PP,JP,5.7,,,,,,2014,2014,2042,36.419925,140.469575,"{nan, nan, nan, nan}","{'GEM': {'G100001039548', 'G100001039154', 'G100001039198', 'G100001039671'}}",32
2207,Ibaraki Prefecture Naka Town Solar,Solar,PV,PP,JP,37.5,,,,,,2021,2021,2042,36.4723666666667,140.4631,"{nan, nan, nan}","{'GEM': {'G100001039565', 'G100000834399', 'G100001039655'}}",32
2208,Ibaraki Prefecture Naka Town Solar,Solar,PV,PP,JP,1,,,,,,2013,2013,2031,36.4303,140.4576,{nan},{'GEM': {'G100001039008'}},32
2209,Ibaraki Prefecture Naka Town Solar,Solar,PV,PP,JP,1.5,,,,,,2023,2023,2040,36.4546,140.4592,{nan},{'GEM': {'G100001039590'}},32
2210,Ibaraki Prefecture Naka Town Solar,Solar,PV,PP,JP,2.6,,,,,,2015,2015,2040,36.4769,140.4231,"{nan, nan}","{'GEM': {'G100001039574', 'G100001039041'}}",32
2211,Ibaraki Prefecture Naka Town Solar,Solar,PV,PP,JP,8.7,,,,,,2014,2014,2042,36.46296,140.51302,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001039665', 'G100001039534', 'G100001039210', 'G100001039545', 'G100001039199'}}",32
2212,Ibaraki Prefecture Naka Town Solar Xii,Solar,PV,PP,JP,1.9,,,,,,2015.74075,2015.74075,2040.74075,36.4871,140.4489,{nan},{'GEM': {'G100001039592'}},32
