country,y,x,location,technology,capacity,unit,quality,ID,tech
PE,-15.579408,-70.113283,San Román,Cement,1995.0,Kt/yr,actual,GACTPER0005,Cement
PE,-16.255851,-71.683969,Yura,Cement,2330.0,Kt/yr,actual,GACTPER0006,Cement
PE,-11.37685,-75.778032,Provincia de Tarma,Cement,1270.0,Kt/yr,actual,GACTPER0007,Cement
PE,-12.192606,-76.908435,Villa María del Triunfo,Cement,1995.0,Kt/yr,actual,GACTPER0008,Cement
PH,14.543974,121.205298,Teresa,Cement,990.0,Kt/yr,actual,GACTPHL0001,Cement
PH,13.743475,121.183907,Taysan,Cement,1781.111111111111,Kt/yr,actual,GACTPHL0002,Cement
PH,14.875138,121.088456,Norzagaray,Cement,1781.111111111111,Kt/yr,actual,GACTPHL0003,Cement
PH,14.852188,121.091085,Norzagaray,Cement,1781.111111111111,Kt/yr,actual,GACTPHL0004,Cement
PH,10.162166,123.704637,San Fernando,Cement,1781.111111111111,Kt/yr,actual,GACTPHL0005,Cement
PH,10.559209,124.020879,Danao City,Cement,1781.111111111111,Kt/yr,actual,GACTPHL0006,Cement
PH,10.19748,123.746854,City of Naga,Cement,1520.0,Kt/yr,actual,GACTPHL0007,Cement
PH,14.587326,121.206163,Antipolo,Cement,820.0,Kt/yr,actual,GACTPHL0008,Cement
PH,15.053512,121.068316,San Ildefonso,Cement,7100.0,Kt/yr,actual,GACTPHL0009,Cement
PH,13.147362,123.611692,Camalig,Cement,580.0,Kt/yr,actual,GACTPHL0010,Cement
PH,14.898089,121.07531,Norzagaray,Cement,1640.0,Kt/yr,actual,GACTPHL0011,Cement
PH,7.173235,125.653605,Davao City,Cement,1380.0,Kt/yr,actual,GACTPHL0012,Cement
PH,8.332219,124.254546,Misamis Oriental,Cement,1200.0,Kt/yr,actual,GACTPHL0013,Cement
PH,16.766607,120.335164,Bacnotan,Cement,800.0,Kt/yr,actual,GACTPHL0014,Cement
PH,13.739098,120.940792,Mabini,Cement,1781.111111111111,Kt/yr,actual,GACTPHL0015,Cement
PH,16.164929,120.568629,Sison,Cement,1781.111111111111,Kt/yr,actual,GACTPHL0016,Cement
PH,10.16122,123.700111,San Fernando,Cement,1781.111111111111,Kt/yr,actual,GACTPHL0017,Cement
PH,8.288739,124.264068,Iligan City,Cement,1781.111111111111,Kt/yr,actual,GACTPHL0018,Cement
PH,10.557627,124.021088,Danao City,Cement,1781.111111111111,Kt/yr,actual,GACTPHL0019,Cement
PG,-6.741782,146.988371,Lae,Cement,,Kt/yr,actual,GACTPNG0001,Cement
PL,50.806773,20.529912,Nowiny,Cement,1600.0,Kt/yr,actual,GACTPOL0001,Cement
PL,50.930718,21.676587,opatowski,Cement,1840.0,Kt/yr,actual,GACTPOL0002,Cement
PL,51.123163,23.222887,Rejowiec Fabryczny,Cement,1616.0,Kt/yr,actual,GACTPOL0003,Cement
PL,50.076716,20.116675,Kraków,Cement,1110.0,Kt/yr,actual,GACTPOL0004,Cement
PL,50.680898,17.913589,Opole,Cement,1616.0,Kt/yr,actual,GACTPOL0005,Cement
PL,51.104286,18.933526,Trębaczew,Cement,1616.0,Kt/yr,actual,GACTPOL0006,Cement
PL,51.138474,23.545301,Chełm,Cement,1060.0,Kt/yr,actual,GACTPOL0007,Cement
PL,50.874621,19.256245,Rudniki,Cement,1616.0,Kt/yr,actual,GACTPOL0008,Cement
PL,54.540361,18.50838,Gdynia,Cement,1616.0,Kt/yr,actual,GACTPOL0009,Cement
PL,50.534264,17.977889,Powiat krapkowicki,Cement,1616.0,Kt/yr,actual,GACTPOL0010,Cement
PL,50.353406,19.269223,Dąbrowa Górnicza,Cement,1616.0,Kt/yr,actual,GACTPOL0011,Cement
PL,50.828439,20.272697,Małogoszcz,Cement,1616.0,Kt/yr,actual,GACTPOL0012,Cement
PL,52.83777,17.99014,żniński,Cement,2470.0,Kt/yr,actual,GACTPOL0013,Cement
PR,18.018559,-66.638766,Ponce,Cement,1190.0,Kt/yr,actual,GACTPRI0001,Cement
PR,18.394548,-66.297463,Vega Alta,Cement,1190.0,Kt/yr,actual,GACTPRI0002,Cement
KP,39.36864,127.214277,Chŏnnae,Cement,1170.0,Kt/yr,actual,GACTPRK0001,Cement
KP,39.444614,126.022626,Ŭnsan,Cement,1170.0,Kt/yr,actual,GACTPRK0002,Cement
PT,38.922169,-9.009904,Alhandra,Cement,1325.0,Kt/yr,actual,GACTPRT0001,Cement
PT,37.135933,-8.100041,Loulé,Cement,1180.0,Kt/yr,actual,GACTPRT0002,Cement
PT,40.289074,-8.418212,Souselas,Cement,1325.0,Kt/yr,actual,GACTPRT0003,Cement
PT,37.78345,-25.611685,Pico da Pedra,Cement,1325.0,Kt/yr,actual,GACTPRT0004,Cement
PT,39.685773,-8.905132,Marinha Grande,Cement,1500.0,Kt/yr,actual,GACTPRT0005,Cement
PT,39.655677,-8.987387,Pataias,Cement,620.0,Kt/yr,actual,GACTPRT0006,Cement
PT,38.501466,-8.935936,Setúbal,Cement,2000.0,Kt/yr,actual,GACTPRT0007,Cement
PT,38.504982,-8.839025,Setúbal,Cement,1325.0,Kt/yr,actual,GACTPRT0008,Cement
PT,37.937218,-8.792887,Sines,Cement,1325.0,Kt/yr,actual,GACTPRT0009,Cement
PY,-25.108222,-57.537517,Villa Hayes,Cement,750.0,Kt/yr,actual,GACTPRY0001,Cement
PY,-22.17468,-57.956166,San Lázaro,Cement,1440.0,Kt/yr,actual,GACTPRY0002,Cement
PY,-25.497122,-57.565086,Villeta,Cement,1095.0,Kt/yr,actual,GACTPRY0003,Cement
QA,24.972634,51.567064,Umm Said,Cement,5500.0,Kt/yr,actual,GACTQAT0001,Cement
QA,25.194916,50.849577,Umm Bab,Cement,5500.0,Kt/yr,actual,GACTQAT0002,Cement
QA,25.146484,50.930064,Bu Ghawlana,Cement,5500.0,Kt/yr,actual,GACTQAT0003,Cement
RE,-20.927646,55.289803,Le Port,Cement,,Kt/yr,actual,GACTREU0001,Cement
RO,45.952598,25.283033,Fântâna,Cement,2250.0,Kt/yr,actual,GACTROU0001,Cement
RO,44.240604,28.310338,Medgidia,Cement,1962.0,Kt/yr,actual,GACTROU0002,Cement
RO,45.050447,23.227145,Municipiul Târgu - Jiu,Cement,1962.0,Kt/yr,actual,GACTROU0003,Cement
RO,45.95512,22.8678,Chișcădaga,Cement,2020.0,Kt/yr,actual,GACTROU0004,Cement
RO,45.121772,25.416704,Fieni,Cement,1810.0,Kt/yr,actual,GACTROU0005,Cement
RO,46.904658,26.073971,Bicaz,Cement,1962.0,Kt/yr,actual,GACTROU0006,Cement
RO,47.037724,22.332579,Chistag,Cement,1960.0,Kt/yr,actual,GACTROU0007,Cement
RO,45.290498,25.110988,Comuna Valea Mare - Pravăț,Cement,1770.0,Kt/yr,actual,GACTROU0008,Cement
RO,46.560848,23.781376,Turda,Cement,1962.0,Kt/yr,actual,GACTROU0009,Cement
RU,56.868466,62.056043,Bogdanovichskiy Rayon,Cement,3500.0,Kt/yr,actual,GACTRUS0001,Cement
RU,54.873651,61.196847,Pervomaiskii,Cement,1000.0,Kt/yr,actual,GACTRUS0002,Cement
RU,62.945251,40.194763,Savinsky,Cement,1419.0,Kt/yr,actual,GACTRUS0003,Cement
RU,51.257872,37.762677,Yugo-Zapadnyy Promrayon,Cement,4533.0,Kt/yr,actual,GACTRUS0004,Cement
RU,50.610789,36.555284,Belgorod,Cement,4139.0,Kt/yr,actual,GACTRUS0005,Cement
RU,53.445099,34.407597,Fokino,Cement,4699.0,Kt/yr,actual,GACTRUS0006,Cement
RU,44.125712,42.00998,Ust-Dzhegutinsky District,Cement,3400.0,Kt/yr,actual,GACTRUS0007,Cement
RU,54.783097,58.201148,Katav-Ivanovsk,Cement,1774.0,Kt/yr,actual,GACTRUS0008,Cement
RU,52.664946,39.632835,Lipeck,Cement,2302.0,Kt/yr,actual,GACTRUS0009,Cement
RU,57.46959,60.145025,Tsementnyi,Cement,1332.0,Kt/yr,actual,GACTRUS0010,Cement
RU,54.155892,48.360166,Novoulyanovsk,Cement,2708.0,Kt/yr,actual,GACTRUS0011,Cement
RU,59.529312,34.14676,Pikalyovo,Cement,2598.0,Kt/yr,actual,GACTRUS0012,Cement
RU,50.378073,39.633608,Podgorenskii,Cement,3075.0,Kt/yr,actual,GACTRUS0013,Cement
RU,54.213699,38.922525,Mikhaylovsky District,Cement,2154.0,Kt/yr,actual,GACTRUS0014,Cement
RU,54.003473,48.738773,Tsemzavod,Cement,2365.0,Kt/yr,actual,GACTRUS0015,Cement
RU,53.421121,49.4198,Zhigulevsk,Cement,2010.0,Kt/yr,actual,GACTRUS0016,Cement
RU,54.445485,45.870756,Chamzinsky District,Cement,10643.0,Kt/yr,actual,GACTRUS0017,Cement
RU,59.061831,28.133623,Tukhtovo,Cement,2602.0,Kt/yr,actual,GACTRUS0018,Cement
RU,53.6638,55.970997,Sterlitamak,Cement,1800.0,Kt/yr,actual,GACTRUS0019,Cement
RU,59.112037,28.191385,Slantsy,Cement,1200.0,Kt/yr,actual,GACTRUS0020,Cement
RU,54.482932,37.341077,Aleksinsky District,Cement,2000.0,Kt/yr,actual,GACTRUS0021,Cement
RU,44.793019,37.693727,Gayduk,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0022,Cement
RU,55.97676,92.920567,Krasnoyarsk,Cement,1760.0,Kt/yr,actual,GACTRUS0023,Cement
RU,51.992432,106.590987,Kamensk,Cement,1410.0,Kt/yr,actual,GACTRUS0024,Cement
RU,55.30434,85.592562,Topki,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0025,Cement
RU,52.051961,47.440041,Volsk,Cement,3180.0,Kt/yr,actual,GACTRUS0026,Cement
RU,55.061288,38.83226,Kolomna,Cement,2500.0,Kt/yr,actual,GACTRUS0027,Cement
RU,54.48167,36.807864,Ferzikovsky District,Cement,2420.0,Kt/yr,actual,GACTRUS0028,Cement
RU,44.727849,37.822901,Novorossiysk,Cement,2210.0,Kt/yr,actual,GACTRUS0029,Cement
RU,44.735317,37.807856,Novorossiysk,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0030,Cement
RU,44.845542,37.669363,Verkhnebakanskiy,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0031,Cement
RU,53.792664,87.113177,Novokuznetsk,Cement,407.0,Kt/yr,actual,GACTRUS0032,Cement
RU,51.218763,58.384833,Novotroitsk,Cement,701.0,Kt/yr,actual,GACTRUS0033,Cement
RU,44.576776,132.782978,Spassk-Dalny,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0034,Cement
RU,49.004895,131.894633,Teplozersk,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0035,Cement
RU,61.401735,128.965384,Khangalassky District,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0036,Cement
RU,53.838652,85.528192,Zhulanikha,Cement,400.0,Kt/yr,actual,GACTRUS0037,Cement
RU,54.245925,38.871206,Mikhaylovsky District,Cement,1510.0,Kt/yr,actual,GACTRUS0038,Cement
RU,56.227394,90.409886,Gorod Achinsk,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0039,Cement
RU,58.392181,58.327614,Gornozavodsk,Cement,3770.0,Kt/yr,actual,GACTRUS0040,Cement
RU,54.657804,83.307465,Iskitim,Cement,3230.0,Kt/yr,actual,GACTRUS0041,Cement
RU,50.094007,43.237692,Mikhaylovka,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0042,Cement
RU,53.470439,58.984563,Magnitogorsk,Cement,1450.0,Kt/yr,actual,GACTRUS0043,Cement
RU,55.252357,61.448978,Chelyabinsk,Cement,500.0,Kt/yr,actual,GACTRUS0044,Cement
RU,59.912757,32.358823,Volkhov,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0045,Cement
RU,52.610353,103.900398,Angarsk,Cement,830.0,Kt/yr,actual,GACTRUS0046,Cement
RU,51.197441,58.233304,Novotroitsk,Cement,2250.0,Kt/yr,actual,GACTRUS0047,Cement
RU,48.246829,41.245132,Uglegorsky,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0048,Cement
RU,52.080261,47.482776,Kleny,Cement,1220.0,Kt/yr,actual,GACTRUS0049,Cement
RU,44.83938,37.678515,Verkhnebakanskiy,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0050,Cement
RU,59.549281,150.787437,Magadan,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0051,Cement
RU,59.127237,31.680077,Chudovo,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0052,Cement
RU,69.320995,88.250922,Norilsk,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0053,Cement
RU,55.458169,37.567339,Podolsk,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0054,Cement
RU,67.634836,64.069373,Gorod Vorkuta,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0055,Cement
RU,59.91005,32.358116,Volkhov,Cement,2394.7631578947367,Kt/yr,actual,GACTRUS0056,Cement
RW,-2.607006,29.017681,Shara,Cement,750.0,Kt/yr,actual,GACTRWA0001,Cement
SA,26.491848,43.963161,Buraydah,Cement,4000.0,Kt/yr,actual,GACTSAU0001,Cement
SA,19.52091,42.5382,Bisha,Cement,3640.0,Kt/yr,actual,GACTSAU0002,Cement
SA,19.288326,41.744553,Al Ardiyat,Cement,3748.571428571429,Kt/yr,actual,GACTSAU0003,Cement
SA,16.736325,43.050926,Ahad Al Masarihah,Cement,2140.0,Kt/yr,actual,GACTSAU0004,Cement
SA,27.532753,35.538492,Duba,Cement,3300.0,Kt/yr,actual,GACTSAU0005,Cement
SA,24.27617,37.56333,Yanbu Al Bahr,Cement,7000.0,Kt/yr,actual,GACTSAU0006,Cement
SA,31.414894,38.682657,Turaif,Cement,3748.571428571429,Kt/yr,actual,GACTSAU0007,Cement
SA,22.552074,39.435698,Khulays,Cement,3710.0,Kt/yr,actual,GACTSAU0008,Cement
SA,22.582119,39.083516,Rabigh,Cement,3748.571428571429,Kt/yr,actual,GACTSAU0009,Cement
SA,24.957424,45.544208,Marat,Cement,3748.571428571429,Kt/yr,actual,GACTSAU0010,Cement
SA,27.191509,49.145316,Jubail,Cement,3748.571428571429,Kt/yr,actual,GACTSAU0011,Cement
SA,28.270347,43.195165,Baqaa,Cement,3748.571428571429,Kt/yr,actual,GACTSAU0012,Cement
SA,18.579151,45.356573,Al Mundfin,Cement,3748.571428571429,Kt/yr,actual,GACTSAU0013,Cement
SA,31.436323,39.130651,Turaif,Cement,3748.571428571429,Kt/yr,actual,GACTSAU0014,Cement
SA,25.680816,49.517435,Al Oyun,Cement,3748.571428571429,Kt/yr,actual,GACTSAU0015,Cement
SA,24.302589,46.300176,Al-Muzahmiyya,Cement,3748.571428571429,Kt/yr,actual,GACTSAU0016,Cement
SA,20.713111,39.827264,Al Lith,Cement,2450.0,Kt/yr,actual,GACTSAU0017,Cement
SA,24.614268,46.776293,Riyadh,Cement,3748.571428571429,Kt/yr,actual,GACTSAU0018,Cement
SA,17.478649,43.773963,Najran,Cement,3748.571428571429,Kt/yr,actual,GACTSAU0019,Cement
SD,17.618579,33.993368,Ad Damer,Cement,1876.6666666666667,Kt/yr,actual,GACTSDN0001,Cement
SD,17.870399,33.839672,Ad Damer,Cement,1940.0,Kt/yr,actual,GACTSDN0002,Cement
SD,17.626603,33.994291,Ad Damer,Cement,1876.6666666666667,Kt/yr,actual,GACTSDN0003,Cement
SD,17.703691,33.802454,Ad Damer,Cement,2420.0,Kt/yr,actual,GACTSDN0004,Cement
SD,17.937454,34.046298,Berber,Cement,1876.6666666666667,Kt/yr,actual,GACTSDN0005,Cement
SD,13.170247,32.728836,Rabak,Cement,1270.0,Kt/yr,actual,GACTSDN0006,Cement
SN,14.664971,-17.010887,Kirène,Cement,2160.0,Kt/yr,actual,GACTSEN0001,Cement
SN,14.79656,-17.041497,Thies,Cement,1500.0,Kt/yr,actual,GACTSEN0002,Cement
SN,14.707185,-17.248087,Dakar,Cement,1750.0,Kt/yr,actual,GACTSEN0003,Cement
SL,8.489721,-13.204029,Freetown,Cement,,Kt/yr,actual,GACTSLE0001,Cement
SV,14.327109,-89.500665,Metapán,Cement,1700.0,Kt/yr,actual,GACTSLV0001,Cement
SV,14.320433,-89.532735,Metapán,Cement,1700.0,Kt/yr,actual,GACTSLV0002,Cement
RS,43.909249,21.510545,Popovac,Cement,1690.0,Kt/yr,actual,GACTSRB0001,Cement
RS,45.207937,19.707231,Beočin,Cement,1000.0,Kt/yr,actual,GACTSRB0002,Cement
RS,44.011147,19.889039,Galovići,Cement,940.0,Kt/yr,actual,GACTSRB0003,Cement
SR,5.769438,-55.150653,Houttuin,Cement,,Kt/yr,actual,GACTSUR0001,Cement
SK,48.457981,17.190668,Rohožník,Cement,1720.0,Kt/yr,actual,GACTSVK0001,Cement
SK,48.592391,20.84275,Dvorníky - Včeláre,Cement,1120.0,Kt/yr,actual,GACTSVK0002,Cement
SK,48.997209,18.10217,Trenčín,Cement,1350.0,Kt/yr,actual,GACTSVK0003,Cement
SK,49.033415,18.292718,Ilava,Cement,1210.0,Kt/yr,actual,GACTSVK0004,Cement
SI,46.128494,15.034872,Trbovlje,Cement,,Kt/yr,actual,GACTSVN0001,Cement
SI,46.069607,13.628007,Anhovo,Cement,,Kt/yr,actual,GACTSVN0002,Cement
SE,58.384691,13.826921,Skövde,Cement,600.0,Kt/yr,actual,GACTSWE0001,Cement
SE,57.710068,18.804074,Slite,Cement,2500.0,Kt/yr,actual,GACTSWE0002,Cement
SZ,-26.506121,31.303701,Matsapha,Cement,,Kt/yr,actual,GACTSWZ0001,Cement
SY,33.645861,36.563859,Adra Industrial City,Cement,2970.0,Kt/yr,actual,GACTSYR0001,Cement
SY,33.718311,37.013152,Duma District,Cement,1702.5,Kt/yr,actual,GACTSYR0002,Cement
SY,36.153683,37.144375,Aleppo,Cement,1702.5,Kt/yr,actual,GACTSYR0003,Cement
SY,34.931754,36.750999,District de Hama,Cement,360.0,Kt/yr,actual,GACTSYR0004,Cement
SY,36.305287,37.176797,Sayfat,Cement,1360.0,Kt/yr,actual,GACTSYR0005,Cement
SY,35.072205,36.700006,Kafr Buhum,Cement,2120.0,Kt/yr,actual,GACTSYR0006,Cement
SY,34.972539,35.892467,Tartus District,Cement,1702.5,Kt/yr,actual,GACTSYR0007,Cement
SY,36.337118,37.20891,District d'Azaz,Cement,1702.5,Kt/yr,actual,GACTSYR0008,Cement
SY,36.538616,38.681253,District d'Ayn al-Arab,Cement,1702.5,Kt/yr,actual,GACTSYR0009,Cement
TD,12.208307,15.047131,N'Djaména,Cement,500.0,Kt/yr,actual,GACTTCD0001,Cement
TD,9.26689,14.602926,Mayo-Dallah,Cement,200.0,Kt/yr,actual,GACTTCD0002,Cement
TG,6.621423,1.573569,Yoto,Cement,1500.0,Kt/yr,actual,GACTTGO0001,Cement
TG,6.153305,1.2881,Lomé,Cement,750.0,Kt/yr,actual,GACTTGO0002,Cement
TG,9.459846,1.221515,Kozah,Cement,250.0,Kt/yr,actual,GACTTGO0003,Cement
TG,6.583055,1.516339,Yoto,Cement,833.3333333333334,Kt/yr,actual,GACTTGO0004,Cement
TH,14.721883,100.906317,Na Phra Lan,Cement,5320.0,Kt/yr,actual,GACTTHA0001,Cement
TH,14.673757,100.803369,Tambon Phu Khang,Cement,5000.0,Kt/yr,actual,GACTTHA0002,Cement
TH,12.816712,99.95126,Tambon Cha-am,Cement,5320.0,Kt/yr,actual,GACTTHA0003,Cement
TH,15.2206,100.364093,Takhli,Cement,5320.0,Kt/yr,actual,GACTTHA0004,Cement
TH,14.647975,101.039987,Tambon Ban Pa,Cement,5320.0,Kt/yr,actual,GACTTHA0005,Cement
TH,18.554322,99.572077,Tambon Ban Sa,Cement,1540.0,Kt/yr,actual,GACTTHA0006,Cement
TH,8.102127,99.677655,Tambon Thi Wang,Cement,5320.0,Kt/yr,actual,GACTTHA0007,Cement
TH,14.570239,100.763862,Ban Krua,Cement,5320.0,Kt/yr,actual,GACTTHA0008,Cement
TH,14.64631,101.126496,Tambon Mittaphap,Cement,13000.0,Kt/yr,actual,GACTTHA0009,Cement
TH,14.627492,101.087613,Tambon Thap Kwang,Cement,1740.0,Kt/yr,actual,GACTTHA0010,Cement
TH,19.155165,99.952379,Tambon Dok Khamtai,Cement,5320.0,Kt/yr,actual,GACTTHA0011,Cement
TJ,38.635966,68.774501,Dushanbe,Cement,1880.0,Kt/yr,actual,GACTTJK0001,Cement
TM,37.596499,66.327294,Garlyk,Cement,1950.0,Kt/yr,actual,GACTTKM0001,Cement
TM,39.684137,54.302807,Jebel,Cement,1810.0,Kt/yr,actual,GACTTKM0002,Cement
TM,38.260687,57.658348,Yarajy,Cement,2090.0,Kt/yr,actual,GACTTKM0003,Cement
TM,38.25189,57.664999,Yarajy,Cement,1950.0,Kt/yr,actual,GACTTKM0004,Cement
TT,10.351666,-61.461251,Claxton Bay,Cement,,Kt/yr,actual,GACTTTO0001,Cement
TN,36.776903,10.202186,Tunis,Cement,1480.0,Kt/yr,actual,GACTTUN0001,Cement
TN,33.873998,9.993386,Gabes West,Cement,1400.0,Kt/yr,actual,GACTTUN0002,Cement
TN,36.502193,10.026738,BIR MCHERGA GARE,Cement,1800.0,Kt/yr,actual,GACTTUN0003,Cement
TN,36.592433,10.316942,Mornag,Cement,2210.0,Kt/yr,actual,GACTTUN0004,Cement
TN,37.259215,9.850271,Bizerte,Cement,1600.0,Kt/yr,actual,GACTTUN0005,Cement
TN,35.850358,8.592552,Al-Jarissah,Cement,2220.0,Kt/yr,actual,GACTTUN0006,Cement
TN,34.937544,8.530006,Feriana,Cement,1510.0,Kt/yr,actual,GACTTUN0007,Cement
TN,36.159702,10.287052,Enfidha,Cement,2170.0,Kt/yr,actual,GACTTUN0008,Cement
TN,33.930841,10.07932,Gabès Médina,Cement,1798.75,Kt/yr,actual,GACTTUN0009,Cement
TR,37.253415,30.441765,Korkuteli,Cement,2400.0,Kt/yr,actual,GACTTUR0001,Cement
TR,39.585165,43.901166,Doğubayazıt,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0002,Cement
TR,40.41248,39.658071,Gümüşhane Merkez,Cement,920.0,Kt/yr,actual,GACTTUR0003,Cement
TR,40.241962,29.925373,Bilecik Merkez,Cement,1400.0,Kt/yr,actual,GACTTUR0004,Cement
TR,39.926231,40.669025,Aşkale,Cement,1310.0,Kt/yr,actual,GACTTUR0005,Cement
TR,38.41792,43.237709,Edremit,Cement,1150.0,Kt/yr,actual,GACTTUR0006,Cement
TR,39.743006,39.40425,Erzincan Merkez,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0007,Cement
TR,37.770579,27.437337,Söke,Cement,1450.0,Kt/yr,actual,GACTTUR0008,Cement
TR,38.456362,27.263922,Bornova,Cement,1950.0,Kt/yr,actual,GACTTUR0009,Cement
TR,40.185986,29.22479,Kestel,Cement,2850.0,Kt/yr,actual,GACTTUR0010,Cement
TR,40.575669,43.007643,Kars Merkez,Cement,596.0,Kt/yr,actual,GACTTUR0011,Cement
TR,38.663862,39.235352,Baskil,Cement,1310.0,Kt/yr,actual,GACTTUR0012,Cement
TR,38.427047,27.217029,Bornova,Cement,2300.0,Kt/yr,actual,GACTTUR0013,Cement
TR,41.79704,26.702448,Lalapaşa,Cement,2100.0,Kt/yr,actual,GACTTUR0014,Cement
TR,38.8574,35.765596,Melikgazi,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0015,Cement
TR,39.83764,30.299628,Tepebaşı,Cement,1450.0,Kt/yr,actual,GACTTUR0016,Cement
TR,36.868839,34.761953,Akdeniz,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0017,Cement
TR,37.947507,34.684355,Niğde Merkez,Cement,820.0,Kt/yr,actual,GACTTUR0018,Cement
TR,39.964066,33.134488,Mamak,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0019,Cement
TR,37.899013,30.492029,Gönen,Cement,5068.0,Kt/yr,actual,GACTTUR0020,Cement
TR,40.935634,35.884591,Ladik,Cement,1170.0,Kt/yr,actual,GACTTUR0021,Cement
TR,41.021316,28.556386,Büyükçekmece,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0022,Cement
TR,39.865142,26.244503,Ezine,Cement,2280.0,Kt/yr,actual,GACTTUR0023,Cement
TR,41.170999,32.634665,Karabük Merkez,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0024,Cement
TR,41.025718,36.099433,Kavak,Cement,1497.6,Kt/yr,actual,GACTTUR0025,Cement
TR,37.293693,37.157274,Pazarcık,Cement,4000.0,Kt/yr,actual,GACTTUR0026,Cement
TR,39.607749,27.878935,Altıeylül,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0027,Cement
TR,36.897873,30.610509,Konyaaltı,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0028,Cement
TR,39.929475,32.756024,Konyaaltı,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0028,Cement
TR,41.634894,27.5048,Pınarhisar,Cement,1410.0,Kt/yr,actual,GACTTUR0029,Cement
TR,38.278508,39.743449,Ergani,Cement,1330.0,Kt/yr,actual,GACTTUR0030,Cement
TR,37.068936,37.430184,Şehitkamil,Cement,930.0,Kt/yr,actual,GACTTUR0031,Cement
TR,37.962052,41.702529,Kurtalan,Cement,1200.0,Kt/yr,actual,GACTTUR0032,Cement
TR,37.276316,38.731672,Karaköprü,Cement,1420.0,Kt/yr,actual,GACTTUR0033,Cement
TR,37.289736,40.269673,Derik,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0034,Cement
TR,38.500626,42.174212,Bitlis Merkez,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0035,Cement
TR,36.79937,37.020293,Kilis Merkez,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0036,Cement
TR,36.264312,33.729843,Silifke,Cement,4140.0,Kt/yr,actual,GACTTUR0037,Cement
TR,40.781692,29.601777,Körfez,Cement,4400.0,Kt/yr,actual,GACTTUR0038,Cement
TR,36.964373,35.451695,Yüreğir,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0039,Cement
TR,40.75892,29.361452,Darıca,Cement,1050.0,Kt/yr,actual,GACTTUR0040,Cement
TR,40.756508,31.783672,Bolu Merkez,Cement,1390.0,Kt/yr,actual,GACTTUR0041,Cement
TR,40.04886,32.650947,Kahramankazan,Cement,1090.0,Kt/yr,actual,GACTTUR0042,Cement
TR,37.862301,29.37244,Honaz,Cement,2080.0,Kt/yr,actual,GACTTUR0043,Cement
TR,37.338186,40.802231,Artuklu,Cement,2480.0,Kt/yr,actual,GACTTUR0044,Cement
TR,41.107528,37.324142,Ünye,Cement,1180.0,Kt/yr,actual,GACTTUR0045,Cement
TR,36.720265,36.228301,İskenderun,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0046,Cement
TR,41.203344,31.449878,Ereğli,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0047,Cement
TR,38.454928,38.727638,Baskil,Cement,2592.0,Kt/yr,actual,GACTTUR0048,Cement
TR,41.639958,32.307311,Bartın Merkez,Cement,1640.0,Kt/yr,actual,GACTTUR0049,Cement
TR,37.694944,38.086389,Adıyaman Merkez,Cement,1300.0,Kt/yr,actual,GACTTUR0050,Cement
TR,37.351009,37.162784,Pazarcık,Cement,1860.0,Kt/yr,actual,GACTTUR0051,Cement
TR,41.318865,31.428304,Ereğli,Cement,1777.3106382978724,Kt/yr,actual,GACTTUR0052,Cement
TR,39.182334,27.498992,Soma,Cement,2000.0,Kt/yr,actual,GACTTUR0053,Cement
TR,36.932588,36.00214,Erzin,Cement,2000.0,Kt/yr,actual,GACTTUR0054,Cement
TR,40.104577,36.29338,Artova,Cement,1060.0,Kt/yr,actual,GACTTUR0055,Cement
