snapshot,MA 0,MA 1,MA 2,MA 3
2013-02-24 13:00:00,1938.2742457093884,4125.123047856999,5373.6622463172325,1528.5092215603947
2013-02-24 14:00:00,2044.388085937299,4309.066220281998,5667.851749328335,1596.8231669560444
2013-02-24 15:00:00,1982.243285680114,4164.069540825172,5489.543234321681,1542.136509798311
2013-02-24 16:00:00,1988.0278534740949,4180.307898738434,5510.708577593979,1548.033596862898
2013-02-24 17:00:00,2049.23090438621,4357.903863221221,5681.2779560285935,1615.8163976170488
2013-02-24 18:00:00,1880.6508240448277,4017.024510710399,5213.907347758419,1490.3350988546479
2013-02-24 19:00:00,1560.3408762164556,3353.59733615787,4365.842509359571,1241.8596741995461
2013-02-24 20:00:00,1219.1925258659624,2651.6851961956413,3473.713776427537,980.4050369253832
2013-02-24 21:00:00,906.2706155308774,1982.0427847969563,2596.2540965710436,734.3902834675241
2013-02-24 22:00:00,660.2931854802736,1431.5798117861978,1884.0071485732524,529.8822943819004
2013-02-24 23:00:00,441.23759411280986,956.9255356257628,1261.2687575967461,353.8312623905506
2013-02-25 00:00:00,293.2902249978694,634.8470984275884,837.7457336869951,234.48385906569726
2013-02-25 01:00:00,224.45753653343078,487.1979690321567,640.5245038060856,179.98262574241784
2013-02-25 02:00:00,213.32596904311097,461.69119320150946,607.8737257100659,170.39950932098378
2013-02-25 03:00:00,273.3973031170709,591.0845146255406,779.4624414600694,218.0459297677866
2013-02-25 04:00:00,474.91355371975794,1025.5012964841162,1352.5780684206036,377.95661853234816
2013-02-25 05:00:00,1107.524131713422,2384.5210613257304,3148.3124272895866,878.5821570080407
2013-02-25 06:00:00,2017.131484479432,4345.9818645470905,5739.548769101276,1600.7980140023078
2013-02-25 07:00:00,2540.969394945461,5475.518828061073,7231.770482528249,2015.9003507773882
2013-02-25 08:00:00,2269.517709618414,4865.637962571601,6425.587702320215,1795.1323387832588
2013-02-25 09:00:00,1965.4373362281146,4265.144880809059,5569.913516851727,1582.3725818340322
2013-02-25 10:00:00,1820.391742679497,3942.3069052945953,5093.102074077462,1469.78906751721
2013-02-25 11:00:00,1820.5345460056776,3918.576217827413,5047.241266112236,1463.017855416661
2013-02-25 12:00:00,1846.1280029740071,3946.691053560023,5118.196443774995,1475.5166507520903
2013-02-25 13:00:00,1923.6941292362244,4088.4326291902034,5323.784215550089,1529.558649947877
2013-02-25 14:00:00,2034.6534981413138,4205.374071428828,5566.915496471954,1572.9534096311845
2013-02-25 15:00:00,2210.858263880605,4544.792780471443,6038.4608149084015,1699.6824181493466
2013-02-25 16:00:00,2464.821154207453,5071.6164778637685,6730.645644761626,1895.622660619246
2013-02-25 17:00:00,2367.623207005482,4955.482777978694,6502.441299735405,1855.1071194429758
2013-02-25 18:00:00,1939.242740386151,4087.4669128808296,5340.52335314617,1530.421271451893
2013-02-25 19:00:00,1357.1589391155164,2902.702106721485,3762.580950307096,1084.4588450047145
2013-02-25 20:00:00,961.4443877305486,2097.881471125238,2698.643315916668,783.0507049054039
2013-02-25 21:00:00,722.6070500228943,1616.3502821675168,2068.5680675900812,605.7123250692782
2013-02-25 22:00:00,578.9447884858608,1284.7137502151895,1651.0646883749223,480.894145728204
2013-02-25 23:00:00,374.8406995039009,836.5418906310038,1073.5769263053023,313.02588379972394
2013-02-26 00:00:00,253.48464727370288,565.2766564628448,726.615853199399,211.3913083025021
2013-02-26 01:00:00,203.09762330359334,452.5898094393081,581.4305215455582,169.27513098078836
2013-02-26 02:00:00,195.91902277105916,435.8709940159449,560.733016008606,162.78008538195414
2013-02-26 03:00:00,230.71422850990922,514.8662346156749,661.6039686450109,192.01347329674053
2013-02-26 04:00:00,373.4593163172039,832.6206470429657,1071.0189500375018,310.1710723170005
2013-02-26 05:00:00,934.1294443317437,2074.689454374461,2675.3170351321955,772.2697248637345
2013-02-26 06:00:00,1868.5079072167612,4152.859472541108,5349.82763502551,1546.270615960189
2013-02-26 07:00:00,2480.9222510854243,5500.357507166038,7094.3636895047985,2046.6880796921334
2013-02-26 08:00:00,2248.9375236980786,4908.685146565906,6407.665390594246,1816.9248699595717
2013-02-26 09:00:00,1905.6407414606872,4220.82019798745,5435.59553270712,1569.537267233683
2013-02-26 10:00:00,1737.4806227591769,3743.4501654578767,4816.9829666243295,1389.7700186898453
2013-02-26 11:00:00,1727.7387040917556,3704.3796474198557,4789.974517915021,1375.246690465283
2013-02-26 12:00:00,1794.9593046491036,3824.685941028604,4976.33658932437,1420.9356210836283
2013-02-26 13:00:00,1919.83954894604,4049.538990560212,5300.40786643663,1504.6367293950668
2013-02-26 14:00:00,2057.279457775702,4231.008317065867,5629.221448094554,1573.096750834095
2013-02-26 15:00:00,2270.88765308264,4645.646097198703,6199.168196863272,1727.3689499425975
2013-02-26 16:00:00,2548.8538750738603,5214.972403924658,6956.856387042372,1938.6767828288537
2013-02-26 17:00:00,2448.1031485806084,5129.471599344193,6736.810405029063,1908.5854263679016
2013-02-26 18:00:00,2027.1380124000625,4324.845590841366,5616.40128792386,1608.3277420965794
2013-02-26 19:00:00,1424.9455674545484,3057.908362859564,3950.51227443057,1138.0623515710204
2013-02-26 20:00:00,992.193837548193,2147.596710395976,2758.9754049883013,799.0566996749045
2013-02-26 21:00:00,747.7783341579607,1644.838272017307,2108.619505172311,613.1383880951769
2013-02-26 22:00:00,605.4849783829312,1337.43828933051,1731.0343074367847,497.38464346101205
2013-02-26 23:00:00,397.35215896245785,879.8526237798847,1135.896323583471,327.52414663798226
2013-02-27 00:00:00,264.09511457305376,581.996969409651,754.3931795781458,216.31219264493137
2013-02-27 01:00:00,204.84482123422984,450.5077970071913,585.1640304561897,167.14088985336863
2013-02-27 02:00:00,193.60440126357778,422.3254789431437,552.3220589467528,156.39536995396756
2013-02-27 03:00:00,224.1118632020397,489.9356355827482,641.2534159241884,180.87704607681013
2013-02-27 04:00:00,359.13767850292896,785.6229790968167,1026.9918365404558,290.1224075325105
2013-02-27 05:00:00,905.3244088312591,1975.514395066219,2588.7469242649327,728.766478984688
2013-02-27 06:00:00,1826.857573654044,3991.8307566754556,5227.1631048514255,1473.1265566123805
2013-02-27 07:00:00,2440.2743356545257,5335.451173830132,6987.5840839975,1968.2132703159236
2013-02-27 08:00:00,2222.11754743391,4806.356492859951,6311.2868669467125,1772.2265737777566
