"Installed electricity capacity by country/area (MW) by Country/area, Technology, Grid connection and Year"

"Country/area","Technology","Grid connection","Year",Installed electricity capacity by country/area (MW)
"Malta","Solar photovoltaic","On-grid","2020",187.892
"Malta","Solar photovoltaic","Off-grid","2020",..
"Malta","Solar thermal energy","On-grid","2020",..
"Malta","Solar thermal energy","Off-grid","2020",..
"Malta","Onshore wind energy","On-grid","2020",0.100
"Malta","Onshore wind energy","Off-grid","2020",..
"Malta","Offshore wind energy","On-grid","2020",..
"Malta","Offshore wind energy","Off-grid","2020",..
"Malta","Renewable hydropower","On-grid","2020",..
"Malta","Renewable hydropower","Off-grid","2020",..
"Malta","Mixed Hydro Plants","On-grid","2020",..
"Malta","Mixed Hydro Plants","Off-grid","2020",..
"Malta","Pumped storage","On-grid","2020",..
"Malta","Pumped storage","Off-grid","2020",..
"Malta","Marine energy","On-grid","2020",..
"Malta","Marine energy","Off-grid","2020",..
"Malta","Solid biofuels","On-grid","2020",..
"Malta","Solid biofuels","Off-grid","2020",..
"Malta","Renewable municipal waste","On-grid","2020",..
"Malta","Renewable municipal waste","Off-grid","2020",..
"Malta","Liquid biofuels","On-grid","2020",..
"Malta","Liquid biofuels","Off-grid","2020",..
"Malta","Biogas","On-grid","2020",4.560
"Malta","Biogas","Off-grid","2020",..
"Malta","Geothermal energy","On-grid","2020",..
"Malta","Geothermal energy","Off-grid","2020",..
"Malta","Coal and peat","On-grid","2020",..
"Malta","Coal and peat","Off-grid","2020",..
"Malta","Oil","On-grid","2020",180.000
"Malta","Oil","Off-grid","2020",..
"Malta","Natural gas","On-grid","2020",357.800
"Malta","Natural gas","Off-grid","2020",..
"Malta","Fossil fuels n.e.s.","On-grid","2020",52.200
"Malta","Fossil fuels n.e.s.","Off-grid","2020",..
"Malta","Nuclear","On-grid","2020",..
"Malta","Nuclear","Off-grid","2020",..
"Malta","Other non-renewable energy","On-grid","2020",..
"Malta","Other non-renewable energy","Off-grid","2020",..
"Marshall Islands","Solar photovoltaic","On-grid","2020",0.959
"Marshall Islands","Solar photovoltaic","Off-grid","2020",0.666
"Marshall Islands","Solar thermal energy","On-grid","2020",..
"Marshall Islands","Solar thermal energy","Off-grid","2020",..
"Marshall Islands","Onshore wind energy","On-grid","2020",..
"Marshall Islands","Onshore wind energy","Off-grid","2020",0.001
"Marshall Islands","Offshore wind energy","On-grid","2020",..
"Marshall Islands","Offshore wind energy","Off-grid","2020",..
"Marshall Islands","Renewable hydropower","On-grid","2020",..
"Marshall Islands","Renewable hydropower","Off-grid","2020",..
"Marshall Islands","Mixed Hydro Plants","On-grid","2020",..
"Marshall Islands","Mixed Hydro Plants","Off-grid","2020",..
"Marshall Islands","Pumped storage","On-grid","2020",..
"Marshall Islands","Pumped storage","Off-grid","2020",..
"Marshall Islands","Marine energy","On-grid","2020",..
"Marshall Islands","Marine energy","Off-grid","2020",..
"Marshall Islands","Solid biofuels","On-grid","2020",..
"Marshall Islands","Solid biofuels","Off-grid","2020",..
"Marshall Islands","Renewable municipal waste","On-grid","2020",..
"Marshall Islands","Renewable municipal waste","Off-grid","2020",..
"Marshall Islands","Liquid biofuels","On-grid","2020",..
"Marshall Islands","Liquid biofuels","Off-grid","2020",..
"Marshall Islands","Biogas","On-grid","2020",..
"Marshall Islands","Biogas","Off-grid","2020",..
"Marshall Islands","Geothermal energy","On-grid","2020",..
"Marshall Islands","Geothermal energy","Off-grid","2020",..
"Marshall Islands","Coal and peat","On-grid","2020",..
"Marshall Islands","Coal and peat","Off-grid","2020",..
"Marshall Islands","Oil","On-grid","2020",28.870
"Marshall Islands","Oil","Off-grid","2020",..
"Marshall Islands","Natural gas","On-grid","2020",..
"Marshall Islands","Natural gas","Off-grid","2020",..
"Marshall Islands","Fossil fuels n.e.s.","On-grid","2020",..
"Marshall Islands","Fossil fuels n.e.s.","Off-grid","2020",..
"Marshall Islands","Nuclear","On-grid","2020",..
"Marshall Islands","Nuclear","Off-grid","2020",..
"Marshall Islands","Other non-renewable energy","On-grid","2020",..
"Marshall Islands","Other non-renewable energy","Off-grid","2020",..
"Martinique","Solar photovoltaic","On-grid","2020",76.028
"Martinique","Solar photovoltaic","Off-grid","2020",..
"Martinique","Solar thermal energy","On-grid","2020",..
"Martinique","Solar thermal energy","Off-grid","2020",..
"Martinique","Onshore wind energy","On-grid","2020",15.100
"Martinique","Onshore wind energy","Off-grid","2020",..
"Martinique","Offshore wind energy","On-grid","2020",..
"Martinique","Offshore wind energy","Off-grid","2020",..
"Martinique","Renewable hydropower","On-grid","2020",..
"Martinique","Renewable hydropower","Off-grid","2020",..
"Martinique","Mixed Hydro Plants","On-grid","2020",..
"Martinique","Mixed Hydro Plants","Off-grid","2020",..
"Martinique","Pumped storage","On-grid","2020",..
"Martinique","Pumped storage","Off-grid","2020",..
"Martinique","Marine energy","On-grid","2020",..
"Martinique","Marine energy","Off-grid","2020",..
"Martinique","Solid biofuels","On-grid","2020",36.000
"Martinique","Solid biofuels","Off-grid","2020",..
"Martinique","Renewable municipal waste","On-grid","2020",2.000
"Martinique","Renewable municipal waste","Off-grid","2020",..
"Martinique","Liquid biofuels","On-grid","2020",..
"Martinique","Liquid biofuels","Off-grid","2020",..
"Martinique","Biogas","On-grid","2020",1.400
"Martinique","Biogas","Off-grid","2020",..
"Martinique","Geothermal energy","On-grid","2020",..
"Martinique","Geothermal energy","Off-grid","2020",..
"Martinique","Coal and peat","On-grid","2020",..
"Martinique","Coal and peat","Off-grid","2020",..
"Martinique","Oil","On-grid","2020",411.600
"Martinique","Oil","Off-grid","2020",..
"Martinique","Natural gas","On-grid","2020",..
"Martinique","Natural gas","Off-grid","2020",..
"Martinique","Fossil fuels n.e.s.","On-grid","2020",..
"Martinique","Fossil fuels n.e.s.","Off-grid","2020",..
"Martinique","Nuclear","On-grid","2020",..
"Martinique","Nuclear","Off-grid","2020",..
"Martinique","Other non-renewable energy","On-grid","2020",2.000
"Martinique","Other non-renewable energy","Off-grid","2020",..
"Mauritania","Solar photovoltaic","On-grid","2020",66.300
"Mauritania","Solar photovoltaic","Off-grid","2020",21.209
"Mauritania","Solar thermal energy","On-grid","2020",..
"Mauritania","Solar thermal energy","Off-grid","2020",..
"Mauritania","Onshore wind energy","On-grid","2020",30.000
"Mauritania","Onshore wind energy","Off-grid","2020",4.400
"Mauritania","Offshore wind energy","On-grid","2020",..
"Mauritania","Offshore wind energy","Off-grid","2020",..
"Mauritania","Renewable hydropower","On-grid","2020",..
"Mauritania","Renewable hydropower","Off-grid","2020",..
"Mauritania","Mixed Hydro Plants","On-grid","2020",..
"Mauritania","Mixed Hydro Plants","Off-grid","2020",..
"Mauritania","Pumped storage","On-grid","2020",..
"Mauritania","Pumped storage","Off-grid","2020",..
"Mauritania","Marine energy","On-grid","2020",..
"Mauritania","Marine energy","Off-grid","2020",..
"Mauritania","Solid biofuels","On-grid","2020",..
"Mauritania","Solid biofuels","Off-grid","2020",..
"Mauritania","Renewable municipal waste","On-grid","2020",..
"Mauritania","Renewable municipal waste","Off-grid","2020",..
"Mauritania","Liquid biofuels","On-grid","2020",..
"Mauritania","Liquid biofuels","Off-grid","2020",..
"Mauritania","Biogas","On-grid","2020",..
"Mauritania","Biogas","Off-grid","2020",..
"Mauritania","Geothermal energy","On-grid","2020",..
"Mauritania","Geothermal energy","Off-grid","2020",..
"Mauritania","Coal and peat","On-grid","2020",..
"Mauritania","Coal and peat","Off-grid","2020",..
"Mauritania","Oil","On-grid","2020",50.625
"Mauritania","Oil","Off-grid","2020",..
"Mauritania","Natural gas","On-grid","2020",354.000
"Mauritania","Natural gas","Off-grid","2020",..
"Mauritania","Fossil fuels n.e.s.","On-grid","2020",..
"Mauritania","Fossil fuels n.e.s.","Off-grid","2020",60.000
"Mauritania","Nuclear","On-grid","2020",..
"Mauritania","Nuclear","Off-grid","2020",..
"Mauritania","Other non-renewable energy","On-grid","2020",..
"Mauritania","Other non-renewable energy","Off-grid","2020",..
"Mauritius","Solar photovoltaic","On-grid","2020",83.490
"Mauritius","Solar photovoltaic","Off-grid","2020",..
"Mauritius","Solar thermal energy","On-grid","2020",..
"Mauritius","Solar thermal energy","Off-grid","2020",..
"Mauritius","Onshore wind energy","On-grid","2020",10.630
"Mauritius","Onshore wind energy","Off-grid","2020",..
"Mauritius","Offshore wind energy","On-grid","2020",..
"Mauritius","Offshore wind energy","Off-grid","2020",..
"Mauritius","Renewable hydropower","On-grid","2020",60.740
"Mauritius","Renewable hydropower","Off-grid","2020",..
"Mauritius","Mixed Hydro Plants","On-grid","2020",..
"Mauritius","Mixed Hydro Plants","Off-grid","2020",..
"Mauritius","Pumped storage","On-grid","2020",..
"Mauritius","Pumped storage","Off-grid","2020",..
"Mauritius","Marine energy","On-grid","2020",..
"Mauritius","Marine energy","Off-grid","2020",..
"Mauritius","Solid biofuels","On-grid","2020",87.200
"Mauritius","Solid biofuels","Off-grid","2020",..
"Mauritius","Renewable municipal waste","On-grid","2020",..
"Mauritius","Renewable municipal waste","Off-grid","2020",..
"Mauritius","Liquid biofuels","On-grid","2020",..
"Mauritius","Liquid biofuels","Off-grid","2020",..
"Mauritius","Biogas","On-grid","2020",3.450
"Mauritius","Biogas","Off-grid","2020",..
"Mauritius","Geothermal energy","On-grid","2020",..
"Mauritius","Geothermal energy","Off-grid","2020",..
"Mauritius","Coal and peat","On-grid","2020",182.800
"Mauritius","Coal and peat","Off-grid","2020",..
"Mauritius","Oil","On-grid","2020",427.300
"Mauritius","Oil","Off-grid","2020",..
"Mauritius","Natural gas","On-grid","2020",..
"Mauritius","Natural gas","Off-grid","2020",..
"Mauritius","Fossil fuels n.e.s.","On-grid","2020",..
"Mauritius","Fossil fuels n.e.s.","Off-grid","2020",..
"Mauritius","Nuclear","On-grid","2020",..
"Mauritius","Nuclear","Off-grid","2020",..
"Mauritius","Other non-renewable energy","On-grid","2020",..
"Mauritius","Other non-renewable energy","Off-grid","2020",..
"Mayotte","Solar photovoltaic","On-grid","2020",18.000
"Mayotte","Solar photovoltaic","Off-grid","2020",..
"Mayotte","Solar thermal energy","On-grid","2020",..
"Mayotte","Solar thermal energy","Off-grid","2020",..
"Mayotte","Onshore wind energy","On-grid","2020",..
"Mayotte","Onshore wind energy","Off-grid","2020",..
"Mayotte","Offshore wind energy","On-grid","2020",..
"Mayotte","Offshore wind energy","Off-grid","2020",..
"Mayotte","Renewable hydropower","On-grid","2020",..
"Mayotte","Renewable hydropower","Off-grid","2020",..
"Mayotte","Mixed Hydro Plants","On-grid","2020",..
"Mayotte","Mixed Hydro Plants","Off-grid","2020",..
"Mayotte","Pumped storage","On-grid","2020",..
"Mayotte","Pumped storage","Off-grid","2020",..
"Mayotte","Marine energy","On-grid","2020",..
"Mayotte","Marine energy","Off-grid","2020",..
"Mayotte","Solid biofuels","On-grid","2020",..
"Mayotte","Solid biofuels","Off-grid","2020",..
"Mayotte","Renewable municipal waste","On-grid","2020",..
"Mayotte","Renewable municipal waste","Off-grid","2020",..
"Mayotte","Liquid biofuels","On-grid","2020",..
"Mayotte","Liquid biofuels","Off-grid","2020",..
"Mayotte","Biogas","On-grid","2020",..
"Mayotte","Biogas","Off-grid","2020",..
"Mayotte","Geothermal energy","On-grid","2020",..
"Mayotte","Geothermal energy","Off-grid","2020",..
"Mayotte","Coal and peat","On-grid","2020",..
"Mayotte","Coal and peat","Off-grid","2020",..
"Mayotte","Oil","On-grid","2020",99.000
"Mayotte","Oil","Off-grid","2020",..
"Mayotte","Natural gas","On-grid","2020",..
"Mayotte","Natural gas","Off-grid","2020",..
"Mayotte","Fossil fuels n.e.s.","On-grid","2020",..
"Mayotte","Fossil fuels n.e.s.","Off-grid","2020",..
"Mayotte","Nuclear","On-grid","2020",..
"Mayotte","Nuclear","Off-grid","2020",..
"Mayotte","Other non-renewable energy","On-grid","2020",..
"Mayotte","Other non-renewable energy","Off-grid","2020",..
"Mexico","Solar photovoltaic","On-grid","2020",5149.000
"Mexico","Solar photovoltaic","Off-grid","2020",..
"Mexico","Solar thermal energy","On-grid","2020",14.000
"Mexico","Solar thermal energy","Off-grid","2020",..
"Mexico","Onshore wind energy","On-grid","2020",6504.433
"Mexico","Onshore wind energy","Off-grid","2020",..
"Mexico","Offshore wind energy","On-grid","2020",..
"Mexico","Offshore wind energy","Off-grid","2020",..
"Mexico","Renewable hydropower","On-grid","2020",12670.967
"Mexico","Renewable hydropower","Off-grid","2020",..
"Mexico","Mixed Hydro Plants","On-grid","2020",..
"Mexico","Mixed Hydro Plants","Off-grid","2020",..
"Mexico","Pumped storage","On-grid","2020",..
"Mexico","Pumped storage","Off-grid","2020",..
"Mexico","Marine energy","On-grid","2020",..
"Mexico","Marine energy","Off-grid","2020",..
"Mexico","Solid biofuels","On-grid","2020",812.830
"Mexico","Solid biofuels","Off-grid","2020",..
"Mexico","Renewable municipal waste","On-grid","2020",..
"Mexico","Renewable municipal waste","Off-grid","2020",..
"Mexico","Liquid biofuels","On-grid","2020",..
"Mexico","Liquid biofuels","Off-grid","2020",..
"Mexico","Biogas","On-grid","2020",203.553
"Mexico","Biogas","Off-grid","2020",..
"Mexico","Geothermal energy","On-grid","2020",951.000
"Mexico","Geothermal energy","Off-grid","2020",..
"Mexico","Coal and peat","On-grid","2020",6043.000
"Mexico","Coal and peat","Off-grid","2020",..
"Mexico","Oil","On-grid","2020",12079.000
"Mexico","Oil","Off-grid","2020",..
"Mexico","Natural gas","On-grid","2020",37799.117
"Mexico","Natural gas","Off-grid","2020",..
"Mexico","Fossil fuels n.e.s.","On-grid","2020",..
"Mexico","Fossil fuels n.e.s.","Off-grid","2020",..
"Mexico","Nuclear","On-grid","2020",1608.000
"Mexico","Nuclear","Off-grid","2020",..
"Mexico","Other non-renewable energy","On-grid","2020",6.610
"Mexico","Other non-renewable energy","Off-grid","2020",..
"Micronesia (Federated States of)","Solar photovoltaic","On-grid","2020",1.496
"Micronesia (Federated States of)","Solar photovoltaic","Off-grid","2020",0.395
"Micronesia (Federated States of)","Solar thermal energy","On-grid","2020",..
"Micronesia (Federated States of)","Solar thermal energy","Off-grid","2020",..
"Micronesia (Federated States of)","Onshore wind energy","On-grid","2020",0.825
"Micronesia (Federated States of)","Onshore wind energy","Off-grid","2020",..
"Micronesia (Federated States of)","Offshore wind energy","On-grid","2020",..
"Micronesia (Federated States of)","Offshore wind energy","Off-grid","2020",..
"Micronesia (Federated States of)","Renewable hydropower","On-grid","2020",0.725
"Micronesia (Federated States of)","Renewable hydropower","Off-grid","2020",..
"Micronesia (Federated States of)","Mixed Hydro Plants","On-grid","2020",..
"Micronesia (Federated States of)","Mixed Hydro Plants","Off-grid","2020",..
"Micronesia (Federated States of)","Pumped storage","On-grid","2020",..
"Micronesia (Federated States of)","Pumped storage","Off-grid","2020",..
"Micronesia (Federated States of)","Marine energy","On-grid","2020",..
"Micronesia (Federated States of)","Marine energy","Off-grid","2020",..
"Micronesia (Federated States of)","Solid biofuels","On-grid","2020",..
"Micronesia (Federated States of)","Solid biofuels","Off-grid","2020",..
"Micronesia (Federated States of)","Renewable municipal waste","On-grid","2020",..
"Micronesia (Federated States of)","Renewable municipal waste","Off-grid","2020",..
"Micronesia (Federated States of)","Liquid biofuels","On-grid","2020",..
"Micronesia (Federated States of)","Liquid biofuels","Off-grid","2020",..
"Micronesia (Federated States of)","Biogas","On-grid","2020",..
"Micronesia (Federated States of)","Biogas","Off-grid","2020",..
"Micronesia (Federated States of)","Geothermal energy","On-grid","2020",..
"Micronesia (Federated States of)","Geothermal energy","Off-grid","2020",..
"Micronesia (Federated States of)","Coal and peat","On-grid","2020",..
"Micronesia (Federated States of)","Coal and peat","Off-grid","2020",..
"Micronesia (Federated States of)","Oil","On-grid","2020",24.530
"Micronesia (Federated States of)","Oil","Off-grid","2020",..
"Micronesia (Federated States of)","Natural gas","On-grid","2020",..
"Micronesia (Federated States of)","Natural gas","Off-grid","2020",..
"Micronesia (Federated States of)","Fossil fuels n.e.s.","On-grid","2020",..
"Micronesia (Federated States of)","Fossil fuels n.e.s.","Off-grid","2020",..
"Micronesia (Federated States of)","Nuclear","On-grid","2020",..
"Micronesia (Federated States of)","Nuclear","Off-grid","2020",..
"Micronesia (Federated States of)","Other non-renewable energy","On-grid","2020",..
"Micronesia (Federated States of)","Other non-renewable energy","Off-grid","2020",..
"Mongolia","Solar photovoltaic","On-grid","2020",85.000
"Mongolia","Solar photovoltaic","Off-grid","2020",4.585
"Mongolia","Solar thermal energy","On-grid","2020",..
"Mongolia","Solar thermal energy","Off-grid","2020",..
"Mongolia","Onshore wind energy","On-grid","2020",155.000
"Mongolia","Onshore wind energy","Off-grid","2020",1.000
"Mongolia","Offshore wind energy","On-grid","2020",..
"Mongolia","Offshore wind energy","Off-grid","2020",..
"Mongolia","Renewable hydropower","On-grid","2020",28.000
"Mongolia","Renewable hydropower","Off-grid","2020",2.992
"Mongolia","Mixed Hydro Plants","On-grid","2020",..
"Mongolia","Mixed Hydro Plants","Off-grid","2020",..
"Mongolia","Pumped storage","On-grid","2020",0.084
"Mongolia","Pumped storage","Off-grid","2020",..
"Mongolia","Marine energy","On-grid","2020",..
"Mongolia","Marine energy","Off-grid","2020",..
"Mongolia","Solid biofuels","On-grid","2020",..
"Mongolia","Solid biofuels","Off-grid","2020",..
"Mongolia","Renewable municipal waste","On-grid","2020",..
"Mongolia","Renewable municipal waste","Off-grid","2020",..
"Mongolia","Liquid biofuels","On-grid","2020",..
"Mongolia","Liquid biofuels","Off-grid","2020",..
"Mongolia","Biogas","On-grid","2020",..
"Mongolia","Biogas","Off-grid","2020",..
"Mongolia","Geothermal energy","On-grid","2020",..
"Mongolia","Geothermal energy","Off-grid","2020",..
"Mongolia","Coal and peat","On-grid","2020",..
"Mongolia","Coal and peat","Off-grid","2020",..
"Mongolia","Oil","On-grid","2020",..
"Mongolia","Oil","Off-grid","2020",..
"Mongolia","Natural gas","On-grid","2020",..
"Mongolia","Natural gas","Off-grid","2020",..
"Mongolia","Fossil fuels n.e.s.","On-grid","2020",1181.000
"Mongolia","Fossil fuels n.e.s.","Off-grid","2020",..
"Mongolia","Nuclear","On-grid","2020",..
"Mongolia","Nuclear","Off-grid","2020",..
"Mongolia","Other non-renewable energy","On-grid","2020",18.000
"Mongolia","Other non-renewable energy","Off-grid","2020",..
"Montenegro","Solar photovoltaic","On-grid","2020",6.049
"Montenegro","Solar photovoltaic","Off-grid","2020",..
"Montenegro","Solar thermal energy","On-grid","2020",..
"Montenegro","Solar thermal energy","Off-grid","2020",..
"Montenegro","Onshore wind energy","On-grid","2020",118.000
"Montenegro","Onshore wind energy","Off-grid","2020",..
"Montenegro","Offshore wind energy","On-grid","2020",..
"Montenegro","Offshore wind energy","Off-grid","2020",..
"Montenegro","Renewable hydropower","On-grid","2020",696.685
"Montenegro","Renewable hydropower","Off-grid","2020",..
"Montenegro","Mixed Hydro Plants","On-grid","2020",..
"Montenegro","Mixed Hydro Plants","Off-grid","2020",..
"Montenegro","Pumped storage","On-grid","2020",..
"Montenegro","Pumped storage","Off-grid","2020",..
"Montenegro","Marine energy","On-grid","2020",..
"Montenegro","Marine energy","Off-grid","2020",..
"Montenegro","Solid biofuels","On-grid","2020",..
"Montenegro","Solid biofuels","Off-grid","2020",..
"Montenegro","Renewable municipal waste","On-grid","2020",..
"Montenegro","Renewable municipal waste","Off-grid","2020",..
"Montenegro","Liquid biofuels","On-grid","2020",..
"Montenegro","Liquid biofuels","Off-grid","2020",..
"Montenegro","Biogas","On-grid","2020",..
"Montenegro","Biogas","Off-grid","2020",..
"Montenegro","Geothermal energy","On-grid","2020",..
"Montenegro","Geothermal energy","Off-grid","2020",..
"Montenegro","Coal and peat","On-grid","2020",225.000
"Montenegro","Coal and peat","Off-grid","2020",..
"Montenegro","Oil","On-grid","2020",..
"Montenegro","Oil","Off-grid","2020",..
"Montenegro","Natural gas","On-grid","2020",..
"Montenegro","Natural gas","Off-grid","2020",..
"Montenegro","Fossil fuels n.e.s.","On-grid","2020",..
"Montenegro","Fossil fuels n.e.s.","Off-grid","2020",..
"Montenegro","Nuclear","On-grid","2020",..
"Montenegro","Nuclear","Off-grid","2020",..
"Montenegro","Other non-renewable energy","On-grid","2020",..
"Montenegro","Other non-renewable energy","Off-grid","2020",..
"Montserrat","Solar photovoltaic","On-grid","2020",0.250
"Montserrat","Solar photovoltaic","Off-grid","2020",..
"Montserrat","Solar thermal energy","On-grid","2020",..
"Montserrat","Solar thermal energy","Off-grid","2020",..
"Montserrat","Onshore wind energy","On-grid","2020",..
"Montserrat","Onshore wind energy","Off-grid","2020",..
"Montserrat","Offshore wind energy","On-grid","2020",..
"Montserrat","Offshore wind energy","Off-grid","2020",..
"Montserrat","Renewable hydropower","On-grid","2020",..
"Montserrat","Renewable hydropower","Off-grid","2020",..
"Montserrat","Mixed Hydro Plants","On-grid","2020",..
"Montserrat","Mixed Hydro Plants","Off-grid","2020",..
"Montserrat","Pumped storage","On-grid","2020",..
"Montserrat","Pumped storage","Off-grid","2020",..
"Montserrat","Marine energy","On-grid","2020",..
"Montserrat","Marine energy","Off-grid","2020",..
"Montserrat","Solid biofuels","On-grid","2020",..
"Montserrat","Solid biofuels","Off-grid","2020",..
"Montserrat","Renewable municipal waste","On-grid","2020",..
"Montserrat","Renewable municipal waste","Off-grid","2020",..
"Montserrat","Liquid biofuels","On-grid","2020",..
"Montserrat","Liquid biofuels","Off-grid","2020",..
"Montserrat","Biogas","On-grid","2020",..
"Montserrat","Biogas","Off-grid","2020",..
"Montserrat","Geothermal energy","On-grid","2020",..
"Montserrat","Geothermal energy","Off-grid","2020",..
"Montserrat","Coal and peat","On-grid","2020",..
"Montserrat","Coal and peat","Off-grid","2020",..
"Montserrat","Oil","On-grid","2020",6.940
"Montserrat","Oil","Off-grid","2020",..
"Montserrat","Natural gas","On-grid","2020",..
"Montserrat","Natural gas","Off-grid","2020",..
"Montserrat","Fossil fuels n.e.s.","On-grid","2020",..
"Montserrat","Fossil fuels n.e.s.","Off-grid","2020",..
"Montserrat","Nuclear","On-grid","2020",..
"Montserrat","Nuclear","Off-grid","2020",..
"Montserrat","Other non-renewable energy","On-grid","2020",..
"Montserrat","Other non-renewable energy","Off-grid","2020",..
"Morocco","Solar photovoltaic","On-grid","2020",171.000
"Morocco","Solar photovoltaic","Off-grid","2020",23.000
"Morocco","Solar thermal energy","On-grid","2020",540.000
"Morocco","Solar thermal energy","Off-grid","2020",..
"Morocco","Onshore wind energy","On-grid","2020",1400.000
"Morocco","Onshore wind energy","Off-grid","2020",5.000
"Morocco","Offshore wind energy","On-grid","2020",..
"Morocco","Offshore wind energy","Off-grid","2020",..
"Morocco","Renewable hydropower","On-grid","2020",1305.533
"Morocco","Renewable hydropower","Off-grid","2020",..
"Morocco","Mixed Hydro Plants","On-grid","2020",..
"Morocco","Mixed Hydro Plants","Off-grid","2020",..
"Morocco","Pumped storage","On-grid","2020",464.000
"Morocco","Pumped storage","Off-grid","2020",..
"Morocco","Marine energy","On-grid","2020",..
"Morocco","Marine energy","Off-grid","2020",..
"Morocco","Solid biofuels","On-grid","2020",..
"Morocco","Solid biofuels","Off-grid","2020",..
"Morocco","Renewable municipal waste","On-grid","2020",..
"Morocco","Renewable municipal waste","Off-grid","2020",..
"Morocco","Liquid biofuels","On-grid","2020",..
"Morocco","Liquid biofuels","Off-grid","2020",..
"Morocco","Biogas","On-grid","2020",7.400
"Morocco","Biogas","Off-grid","2020",..
"Morocco","Geothermal energy","On-grid","2020",..
"Morocco","Geothermal energy","Off-grid","2020",..
"Morocco","Coal and peat","On-grid","2020",4116.000
"Morocco","Coal and peat","Off-grid","2020",..
"Morocco","Oil","On-grid","2020",614.000
"Morocco","Oil","Off-grid","2020",..
"Morocco","Natural gas","On-grid","2020",1946.000
"Morocco","Natural gas","Off-grid","2020",..
"Morocco","Fossil fuels n.e.s.","On-grid","2020",..
"Morocco","Fossil fuels n.e.s.","Off-grid","2020",..
"Morocco","Nuclear","On-grid","2020",..
"Morocco","Nuclear","Off-grid","2020",..
"Morocco","Other non-renewable energy","On-grid","2020",..
"Morocco","Other non-renewable energy","Off-grid","2020",..
"Mozambique","Solar photovoltaic","On-grid","2020",40.000
"Mozambique","Solar photovoltaic","Off-grid","2020",15.000
"Mozambique","Solar thermal energy","On-grid","2020",..
"Mozambique","Solar thermal energy","Off-grid","2020",..
"Mozambique","Onshore wind energy","On-grid","2020",..
"Mozambique","Onshore wind energy","Off-grid","2020",..
"Mozambique","Offshore wind energy","On-grid","2020",..
"Mozambique","Offshore wind energy","Off-grid","2020",..
"Mozambique","Renewable hydropower","On-grid","2020",2202.530
"Mozambique","Renewable hydropower","Off-grid","2020",1.060
"Mozambique","Mixed Hydro Plants","On-grid","2020",..
"Mozambique","Mixed Hydro Plants","Off-grid","2020",..
"Mozambique","Pumped storage","On-grid","2020",..
"Mozambique","Pumped storage","Off-grid","2020",..
"Mozambique","Marine energy","On-grid","2020",..
"Mozambique","Marine energy","Off-grid","2020",..
"Mozambique","Solid biofuels","On-grid","2020",14.000
"Mozambique","Solid biofuels","Off-grid","2020",..
"Mozambique","Renewable municipal waste","On-grid","2020",..
"Mozambique","Renewable municipal waste","Off-grid","2020",..
"Mozambique","Liquid biofuels","On-grid","2020",..
"Mozambique","Liquid biofuels","Off-grid","2020",..
"Mozambique","Biogas","On-grid","2020",..
"Mozambique","Biogas","Off-grid","2020",..
"Mozambique","Geothermal energy","On-grid","2020",..
"Mozambique","Geothermal energy","Off-grid","2020",..
"Mozambique","Coal and peat","On-grid","2020",..
"Mozambique","Coal and peat","Off-grid","2020",..
"Mozambique","Oil","On-grid","2020",124.540
"Mozambique","Oil","Off-grid","2020",..
"Mozambique","Natural gas","On-grid","2020",477.850
"Mozambique","Natural gas","Off-grid","2020",..
"Mozambique","Fossil fuels n.e.s.","On-grid","2020",..
"Mozambique","Fossil fuels n.e.s.","Off-grid","2020",..
"Mozambique","Nuclear","On-grid","2020",..
"Mozambique","Nuclear","Off-grid","2020",..
"Mozambique","Other non-renewable energy","On-grid","2020",..
"Mozambique","Other non-renewable energy","Off-grid","2020",..
"Myanmar","Solar photovoltaic","On-grid","2020",40.000
"Myanmar","Solar photovoltaic","Off-grid","2020",44.496
"Myanmar","Solar thermal energy","On-grid","2020",..
"Myanmar","Solar thermal energy","Off-grid","2020",..
"Myanmar","Onshore wind energy","On-grid","2020",..
"Myanmar","Onshore wind energy","Off-grid","2020",0.006
"Myanmar","Offshore wind energy","On-grid","2020",..
"Myanmar","Offshore wind energy","Off-grid","2020",..
"Myanmar","Renewable hydropower","On-grid","2020",3297.500
"Myanmar","Renewable hydropower","Off-grid","2020",6.890
"Myanmar","Mixed Hydro Plants","On-grid","2020",..
"Myanmar","Mixed Hydro Plants","Off-grid","2020",..
"Myanmar","Pumped storage","On-grid","2020",..
"Myanmar","Pumped storage","Off-grid","2020",..
"Myanmar","Marine energy","On-grid","2020",..
"Myanmar","Marine energy","Off-grid","2020",..
"Myanmar","Solid biofuels","On-grid","2020",..
"Myanmar","Solid biofuels","Off-grid","2020",56.952
"Myanmar","Renewable municipal waste","On-grid","2020",0.380
"Myanmar","Renewable municipal waste","Off-grid","2020",..
"Myanmar","Liquid biofuels","On-grid","2020",..
"Myanmar","Liquid biofuels","Off-grid","2020",..
"Myanmar","Biogas","On-grid","2020",..
"Myanmar","Biogas","Off-grid","2020",1.400
"Myanmar","Geothermal energy","On-grid","2020",..
"Myanmar","Geothermal energy","Off-grid","2020",..
"Myanmar","Coal and peat","On-grid","2020",48.000
"Myanmar","Coal and peat","Off-grid","2020",..
"Myanmar","Oil","On-grid","2020",869.740
"Myanmar","Oil","Off-grid","2020",..
"Myanmar","Natural gas","On-grid","2020",3250.410
"Myanmar","Natural gas","Off-grid","2020",..
