"Installed electricity capacity by country/area (MW) by Country/area, Technology, Grid connection and Year"

"Country/area","Technology","Grid connection","Year",Installed electricity capacity by country/area (MW)
"Myanmar","Fossil fuels n.e.s.","On-grid","2020",..
"Myanmar","Fossil fuels n.e.s.","Off-grid","2020",..
"Myanmar","Nuclear","On-grid","2020",..
"Myanmar","Nuclear","Off-grid","2020",..
"Myanmar","Other non-renewable energy","On-grid","2020",0.380
"Myanmar","Other non-renewable energy","Off-grid","2020",..
"Namibia","Solar photovoltaic","On-grid","2020",121.089
"Namibia","Solar photovoltaic","Off-grid","2020",23.869
"Namibia","Solar thermal energy","On-grid","2020",..
"Namibia","Solar thermal energy","Off-grid","2020",..
"Namibia","Onshore wind energy","On-grid","2020",5.220
"Namibia","Onshore wind energy","Off-grid","2020",0.011
"Namibia","Offshore wind energy","On-grid","2020",..
"Namibia","Offshore wind energy","Off-grid","2020",..
"Namibia","Renewable hydropower","On-grid","2020",351.000
"Namibia","Renewable hydropower","Off-grid","2020",..
"Namibia","Mixed Hydro Plants","On-grid","2020",..
"Namibia","Mixed Hydro Plants","Off-grid","2020",..
"Namibia","Pumped storage","On-grid","2020",..
"Namibia","Pumped storage","Off-grid","2020",..
"Namibia","Marine energy","On-grid","2020",..
"Namibia","Marine energy","Off-grid","2020",..
"Namibia","Solid biofuels","On-grid","2020",0.250
"Namibia","Solid biofuels","Off-grid","2020",..
"Namibia","Renewable municipal waste","On-grid","2020",..
"Namibia","Renewable municipal waste","Off-grid","2020",..
"Namibia","Liquid biofuels","On-grid","2020",..
"Namibia","Liquid biofuels","Off-grid","2020",..
"Namibia","Biogas","On-grid","2020",..
"Namibia","Biogas","Off-grid","2020",..
"Namibia","Geothermal energy","On-grid","2020",..
"Namibia","Geothermal energy","Off-grid","2020",..
"Namibia","Coal and peat","On-grid","2020",120.000
"Namibia","Coal and peat","Off-grid","2020",..
"Namibia","Oil","On-grid","2020",23.070
"Namibia","Oil","Off-grid","2020",..
"Namibia","Natural gas","On-grid","2020",..
"Namibia","Natural gas","Off-grid","2020",..
"Namibia","Fossil fuels n.e.s.","On-grid","2020",..
"Namibia","Fossil fuels n.e.s.","Off-grid","2020",40.240
"Namibia","Nuclear","On-grid","2020",..
"Namibia","Nuclear","Off-grid","2020",..
"Namibia","Other non-renewable energy","On-grid","2020",..
"Namibia","Other non-renewable energy","Off-grid","2020",..
"Nauru","Solar photovoltaic","On-grid","2020",1.939
"Nauru","Solar photovoltaic","Off-grid","2020",0.167
"Nauru","Solar thermal energy","On-grid","2020",..
"Nauru","Solar thermal energy","Off-grid","2020",..
"Nauru","Onshore wind energy","On-grid","2020",..
"Nauru","Onshore wind energy","Off-grid","2020",..
"Nauru","Offshore wind energy","On-grid","2020",..
"Nauru","Offshore wind energy","Off-grid","2020",..
"Nauru","Renewable hydropower","On-grid","2020",..
"Nauru","Renewable hydropower","Off-grid","2020",..
"Nauru","Mixed Hydro Plants","On-grid","2020",..
"Nauru","Mixed Hydro Plants","Off-grid","2020",..
"Nauru","Pumped storage","On-grid","2020",..
"Nauru","Pumped storage","Off-grid","2020",..
"Nauru","Marine energy","On-grid","2020",..
"Nauru","Marine energy","Off-grid","2020",..
"Nauru","Solid biofuels","On-grid","2020",..
"Nauru","Solid biofuels","Off-grid","2020",..
"Nauru","Renewable municipal waste","On-grid","2020",..
"Nauru","Renewable municipal waste","Off-grid","2020",..
"Nauru","Liquid biofuels","On-grid","2020",..
"Nauru","Liquid biofuels","Off-grid","2020",..
"Nauru","Biogas","On-grid","2020",..
"Nauru","Biogas","Off-grid","2020",..
"Nauru","Geothermal energy","On-grid","2020",..
"Nauru","Geothermal energy","Off-grid","2020",..
"Nauru","Coal and peat","On-grid","2020",..
"Nauru","Coal and peat","Off-grid","2020",..
"Nauru","Oil","On-grid","2020",12.800
"Nauru","Oil","Off-grid","2020",..
"Nauru","Natural gas","On-grid","2020",..
"Nauru","Natural gas","Off-grid","2020",..
"Nauru","Fossil fuels n.e.s.","On-grid","2020",..
"Nauru","Fossil fuels n.e.s.","Off-grid","2020",4.000
"Nauru","Nuclear","On-grid","2020",..
"Nauru","Nuclear","Off-grid","2020",..
"Nauru","Other non-renewable energy","On-grid","2020",..
"Nauru","Other non-renewable energy","Off-grid","2020",..
"Nepal","Solar photovoltaic","On-grid","2020",11.430
"Nepal","Solar photovoltaic","Off-grid","2020",55.455
"Nepal","Solar thermal energy","On-grid","2020",..
"Nepal","Solar thermal energy","Off-grid","2020",..
"Nepal","Onshore wind energy","On-grid","2020",..
"Nepal","Onshore wind energy","Off-grid","2020",0.199
"Nepal","Offshore wind energy","On-grid","2020",..
"Nepal","Offshore wind energy","Off-grid","2020",..
"Nepal","Renewable hydropower","On-grid","2020",1247.509
"Nepal","Renewable hydropower","Off-grid","2020",54.376
"Nepal","Mixed Hydro Plants","On-grid","2020",..
"Nepal","Mixed Hydro Plants","Off-grid","2020",..
"Nepal","Pumped storage","On-grid","2020",..
"Nepal","Pumped storage","Off-grid","2020",..
"Nepal","Marine energy","On-grid","2020",..
"Nepal","Marine energy","Off-grid","2020",..
"Nepal","Solid biofuels","On-grid","2020",6.000
"Nepal","Solid biofuels","Off-grid","2020",..
"Nepal","Renewable municipal waste","On-grid","2020",..
"Nepal","Renewable municipal waste","Off-grid","2020",..
"Nepal","Liquid biofuels","On-grid","2020",..
"Nepal","Liquid biofuels","Off-grid","2020",..
"Nepal","Biogas","On-grid","2020",..
"Nepal","Biogas","Off-grid","2020",..
"Nepal","Geothermal energy","On-grid","2020",..
"Nepal","Geothermal energy","Off-grid","2020",..
"Nepal","Coal and peat","On-grid","2020",..
"Nepal","Coal and peat","Off-grid","2020",..
"Nepal","Oil","On-grid","2020",53.410
"Nepal","Oil","Off-grid","2020",..
"Nepal","Natural gas","On-grid","2020",..
"Nepal","Natural gas","Off-grid","2020",..
"Nepal","Fossil fuels n.e.s.","On-grid","2020",..
"Nepal","Fossil fuels n.e.s.","Off-grid","2020",..
"Nepal","Nuclear","On-grid","2020",..
"Nepal","Nuclear","Off-grid","2020",..
"Nepal","Other non-renewable energy","On-grid","2020",..
"Nepal","Other non-renewable energy","Off-grid","2020",..
"Netherlands","Solar photovoltaic","On-grid","2020",10949.720
"Netherlands","Solar photovoltaic","Off-grid","2020",..
"Netherlands","Solar thermal energy","On-grid","2020",..
"Netherlands","Solar thermal energy","Off-grid","2020",..
"Netherlands","Onshore wind energy","On-grid","2020",4159.250
"Netherlands","Onshore wind energy","Off-grid","2020",..
"Netherlands","Offshore wind energy","On-grid","2020",2459.500
"Netherlands","Offshore wind energy","Off-grid","2020",..
"Netherlands","Renewable hydropower","On-grid","2020",37.000
"Netherlands","Renewable hydropower","Off-grid","2020",..
"Netherlands","Mixed Hydro Plants","On-grid","2020",..
"Netherlands","Mixed Hydro Plants","Off-grid","2020",..
"Netherlands","Pumped storage","On-grid","2020",..
"Netherlands","Pumped storage","Off-grid","2020",..
"Netherlands","Marine energy","On-grid","2020",2.050
"Netherlands","Marine energy","Off-grid","2020",..
"Netherlands","Solid biofuels","On-grid","2020",270.570
"Netherlands","Solid biofuels","Off-grid","2020",..
"Netherlands","Renewable municipal waste","On-grid","2020",390.050
"Netherlands","Renewable municipal waste","Off-grid","2020",..
"Netherlands","Liquid biofuels","On-grid","2020",..
"Netherlands","Liquid biofuels","Off-grid","2020",..
"Netherlands","Biogas","On-grid","2020",208.985
"Netherlands","Biogas","Off-grid","2020",..
"Netherlands","Geothermal energy","On-grid","2020",..
"Netherlands","Geothermal energy","Off-grid","2020",..
"Netherlands","Coal and peat","On-grid","2020",..
"Netherlands","Coal and peat","Off-grid","2020",..
"Netherlands","Oil","On-grid","2020",..
"Netherlands","Oil","Off-grid","2020",..
"Netherlands","Natural gas","On-grid","2020",..
"Netherlands","Natural gas","Off-grid","2020",..
"Netherlands","Fossil fuels n.e.s.","On-grid","2020",22806.540
"Netherlands","Fossil fuels n.e.s.","Off-grid","2020",..
"Netherlands","Nuclear","On-grid","2020",485.000
"Netherlands","Nuclear","Off-grid","2020",..
"Netherlands","Other non-renewable energy","On-grid","2020",466.250
"Netherlands","Other non-renewable energy","Off-grid","2020",..
"New Caledonia","Solar photovoltaic","On-grid","2020",79.294
"New Caledonia","Solar photovoltaic","Off-grid","2020",0.760
"New Caledonia","Solar thermal energy","On-grid","2020",..
"New Caledonia","Solar thermal energy","Off-grid","2020",..
"New Caledonia","Onshore wind energy","On-grid","2020",37.585
"New Caledonia","Onshore wind energy","Off-grid","2020",..
"New Caledonia","Offshore wind energy","On-grid","2020",..
"New Caledonia","Offshore wind energy","Off-grid","2020",..
"New Caledonia","Renewable hydropower","On-grid","2020",81.135
"New Caledonia","Renewable hydropower","Off-grid","2020",..
"New Caledonia","Mixed Hydro Plants","On-grid","2020",..
"New Caledonia","Mixed Hydro Plants","Off-grid","2020",..
"New Caledonia","Pumped storage","On-grid","2020",..
"New Caledonia","Pumped storage","Off-grid","2020",..
"New Caledonia","Marine energy","On-grid","2020",..
"New Caledonia","Marine energy","Off-grid","2020",..
"New Caledonia","Solid biofuels","On-grid","2020",..
"New Caledonia","Solid biofuels","Off-grid","2020",..
"New Caledonia","Renewable municipal waste","On-grid","2020",..
"New Caledonia","Renewable municipal waste","Off-grid","2020",..
"New Caledonia","Liquid biofuels","On-grid","2020",0.375
"New Caledonia","Liquid biofuels","Off-grid","2020",..
"New Caledonia","Biogas","On-grid","2020",..
"New Caledonia","Biogas","Off-grid","2020",..
"New Caledonia","Geothermal energy","On-grid","2020",..
"New Caledonia","Geothermal energy","Off-grid","2020",..
"New Caledonia","Coal and peat","On-grid","2020",370.000
"New Caledonia","Coal and peat","Off-grid","2020",..
"New Caledonia","Oil","On-grid","2020",444.819
"New Caledonia","Oil","Off-grid","2020",..
"New Caledonia","Natural gas","On-grid","2020",..
"New Caledonia","Natural gas","Off-grid","2020",..
"New Caledonia","Fossil fuels n.e.s.","On-grid","2020",..
"New Caledonia","Fossil fuels n.e.s.","Off-grid","2020",..
"New Caledonia","Nuclear","On-grid","2020",..
"New Caledonia","Nuclear","Off-grid","2020",..
"New Caledonia","Other non-renewable energy","On-grid","2020",..
"New Caledonia","Other non-renewable energy","Off-grid","2020",..
"New Zealand","Solar photovoltaic","On-grid","2020",142.152
"New Zealand","Solar photovoltaic","Off-grid","2020",..
"New Zealand","Solar thermal energy","On-grid","2020",..
"New Zealand","Solar thermal energy","Off-grid","2020",..
"New Zealand","Onshore wind energy","On-grid","2020",784.000
"New Zealand","Onshore wind energy","Off-grid","2020",..
"New Zealand","Offshore wind energy","On-grid","2020",..
"New Zealand","Offshore wind energy","Off-grid","2020",..
"New Zealand","Renewable hydropower","On-grid","2020",5389.000
"New Zealand","Renewable hydropower","Off-grid","2020",..
"New Zealand","Mixed Hydro Plants","On-grid","2020",..
"New Zealand","Mixed Hydro Plants","Off-grid","2020",..
"New Zealand","Pumped storage","On-grid","2020",..
"New Zealand","Pumped storage","Off-grid","2020",..
"New Zealand","Marine energy","On-grid","2020",0.004
"New Zealand","Marine energy","Off-grid","2020",..
"New Zealand","Solid biofuels","On-grid","2020",80.000
"New Zealand","Solid biofuels","Off-grid","2020",..
"New Zealand","Renewable municipal waste","On-grid","2020",..
"New Zealand","Renewable municipal waste","Off-grid","2020",..
"New Zealand","Liquid biofuels","On-grid","2020",..
"New Zealand","Liquid biofuels","Off-grid","2020",..
"New Zealand","Biogas","On-grid","2020",46.000
"New Zealand","Biogas","Off-grid","2020",..
"New Zealand","Geothermal energy","On-grid","2020",984.000
"New Zealand","Geothermal energy","Off-grid","2020",..
"New Zealand","Coal and peat","On-grid","2020",8.000
"New Zealand","Coal and peat","Off-grid","2020",..
"New Zealand","Oil","On-grid","2020",182.000
"New Zealand","Oil","Off-grid","2020",..
"New Zealand","Natural gas","On-grid","2020",1389.160
"New Zealand","Natural gas","Off-grid","2020",..
"New Zealand","Fossil fuels n.e.s.","On-grid","2020",661.000
"New Zealand","Fossil fuels n.e.s.","Off-grid","2020",..
"New Zealand","Nuclear","On-grid","2020",..
"New Zealand","Nuclear","Off-grid","2020",..
"New Zealand","Other non-renewable energy","On-grid","2020",16.000
"New Zealand","Other non-renewable energy","Off-grid","2020",..
"Nicaragua","Solar photovoltaic","On-grid","2020",13.960
"Nicaragua","Solar photovoltaic","Off-grid","2020",2.400
"Nicaragua","Solar thermal energy","On-grid","2020",..
"Nicaragua","Solar thermal energy","Off-grid","2020",..
"Nicaragua","Onshore wind energy","On-grid","2020",186.200
"Nicaragua","Onshore wind energy","Off-grid","2020",..
"Nicaragua","Offshore wind energy","On-grid","2020",..
"Nicaragua","Offshore wind energy","Off-grid","2020",..
"Nicaragua","Renewable hydropower","On-grid","2020",157.420
"Nicaragua","Renewable hydropower","Off-grid","2020",..
"Nicaragua","Mixed Hydro Plants","On-grid","2020",..
"Nicaragua","Mixed Hydro Plants","Off-grid","2020",..
"Nicaragua","Pumped storage","On-grid","2020",..
"Nicaragua","Pumped storage","Off-grid","2020",..
"Nicaragua","Marine energy","On-grid","2020",..
"Nicaragua","Marine energy","Off-grid","2020",..
"Nicaragua","Solid biofuels","On-grid","2020",218.200
"Nicaragua","Solid biofuels","Off-grid","2020",..
"Nicaragua","Renewable municipal waste","On-grid","2020",..
"Nicaragua","Renewable municipal waste","Off-grid","2020",..
"Nicaragua","Liquid biofuels","On-grid","2020",..
"Nicaragua","Liquid biofuels","Off-grid","2020",..
"Nicaragua","Biogas","On-grid","2020",..
"Nicaragua","Biogas","Off-grid","2020",1.912
"Nicaragua","Geothermal energy","On-grid","2020",153.240
"Nicaragua","Geothermal energy","Off-grid","2020",..
"Nicaragua","Coal and peat","On-grid","2020",..
"Nicaragua","Coal and peat","Off-grid","2020",..
"Nicaragua","Oil","On-grid","2020",870.710
"Nicaragua","Oil","Off-grid","2020",17.600
"Nicaragua","Natural gas","On-grid","2020",..
"Nicaragua","Natural gas","Off-grid","2020",..
"Nicaragua","Fossil fuels n.e.s.","On-grid","2020",..
"Nicaragua","Fossil fuels n.e.s.","Off-grid","2020",..
"Nicaragua","Nuclear","On-grid","2020",..
"Nicaragua","Nuclear","Off-grid","2020",..
"Nicaragua","Other non-renewable energy","On-grid","2020",..
"Nicaragua","Other non-renewable energy","Off-grid","2020",..
"Niger","Solar photovoltaic","On-grid","2020",7.000
"Niger","Solar photovoltaic","Off-grid","2020",20.041
"Niger","Solar thermal energy","On-grid","2020",..
"Niger","Solar thermal energy","Off-grid","2020",..
"Niger","Onshore wind energy","On-grid","2020",..
"Niger","Onshore wind energy","Off-grid","2020",..
"Niger","Offshore wind energy","On-grid","2020",..
"Niger","Offshore wind energy","Off-grid","2020",..
"Niger","Renewable hydropower","On-grid","2020",..
"Niger","Renewable hydropower","Off-grid","2020",..
"Niger","Mixed Hydro Plants","On-grid","2020",..
"Niger","Mixed Hydro Plants","Off-grid","2020",..
"Niger","Pumped storage","On-grid","2020",..
"Niger","Pumped storage","Off-grid","2020",..
"Niger","Marine energy","On-grid","2020",..
"Niger","Marine energy","Off-grid","2020",..
"Niger","Solid biofuels","On-grid","2020",..
"Niger","Solid biofuels","Off-grid","2020",..
"Niger","Renewable municipal waste","On-grid","2020",..
"Niger","Renewable municipal waste","Off-grid","2020",..
"Niger","Liquid biofuels","On-grid","2020",..
"Niger","Liquid biofuels","Off-grid","2020",..
"Niger","Biogas","On-grid","2020",..
"Niger","Biogas","Off-grid","2020",..
"Niger","Geothermal energy","On-grid","2020",..
"Niger","Geothermal energy","Off-grid","2020",..
"Niger","Coal and peat","On-grid","2020",37.600
"Niger","Coal and peat","Off-grid","2020",..
"Niger","Oil","On-grid","2020",294.000
"Niger","Oil","Off-grid","2020",..
"Niger","Natural gas","On-grid","2020",21.000
"Niger","Natural gas","Off-grid","2020",..
"Niger","Fossil fuels n.e.s.","On-grid","2020",..
"Niger","Fossil fuels n.e.s.","Off-grid","2020",..
"Niger","Nuclear","On-grid","2020",..
"Niger","Nuclear","Off-grid","2020",..
"Niger","Other non-renewable energy","On-grid","2020",..
"Niger","Other non-renewable energy","Off-grid","2020",..
"Nigeria","Solar photovoltaic","On-grid","2020",1.520
"Nigeria","Solar photovoltaic","Off-grid","2020",26.908
"Nigeria","Solar thermal energy","On-grid","2020",..
