complete_name,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,projectID,GCPT,GGPT,GEO,GPD,GCPT_len,GCPT_technology,GCPT_coal_type,GCPT_emission_factor,Captive,GPD_len,GPD_source,GPD_url,GEO_len,GEO_technology,GEO_fueltype,TODO
Palu 100 2068,Palu,Hard Coal subcritical,subcritical,PP,ID,100.0,,"{'GCPT': {'G113216', 'G107744'}}","['G113216', 'G107744']",,[],[],2,subcritical,unknown,96100.0,,0,,,0,,,
Van Phong 1320 2068,Van Phong,Hard Coal supercritical,supercritical,PP,VN,1320.0,,"{'GCPT': {'G110552', 'G110553'}}","['G110552', 'G110553']",,[],[],2,supercritical,bituminous,94600.0,,0,,,0,,,
Timor 100 2067,Timor,Hard Coal subcritical,subcritical,PP,ID,100.0,,"{'GCPT': {'G110179', 'G110178'}}","['G110179', 'G110178']",,[],[],2,subcritical,unknown,96100.0,,0,,,0,,,
Asahimas Chemical 300 2067,Asahimas Chemical,Hard Coal,unknown,PP,ID,300.0,,"{'GCPT': {'G112731', 'G100367'}}","['G100367', 'G112731']",,[],[],2,unknown,unknown,96100.0,chemicals,0,,,0,,,
Delong Nickel Phase 2295 2066,Delong Nickel Phase,Hard Coal,unknown,PP,ID,2295.0,,"{'GCPT': {'G115351', 'G115350', 'G115105', 'G115107', 'G115353', 'G115106', 'G115109', 'G115349', 'G115352', 'G115110', 'G115108', 'G115111'}}","['G115349', 'G115109', 'G115352', 'G115105', 'G115353', 'G115108', 'G115351', 'G115350', 'G115106', 'G115110', 'G115111', 'G115107']",,[],[],12,unknown,unknown,96100.0,"nickel, other metals & mining",0,,,0,,,
Sumsel 600 2068,Sumsel,Hard Coal subcritical,subcritical,PP,ID,600.0,,"{'GCPT': {'G109696', 'G109697'}}","['G109696', 'G109697']",,[],[],2,subcritical,unknown,96100.0,,0,,,0,,,
Sihanoukville Sez 100 2066,Sihanoukville Sez,Hard Coal,unknown,PP,KH,100.0,,"{'GCPT': {'G115158', 'G114895'}}","['G115158', 'G114895']",,[],[],2,unknown,unknown,96100.0,,0,,,0,,,Check internet
Qingdao Zhongsheng Captive 130 2067,Qingdao Zhongsheng Captive,Hard Coal,unknown,PP,ID,130.0,,"{'GCPT': {'G114329', 'G114330'}}","['G114330', 'G114329']",,[],[],2,unknown,unknown,96100.0,"nickel, other metals & mining",0,,,0,,,
Sulut 100 2066,Sulut,Hard Coal subcritical,subcritical,PP,ID,100.0,,"{'GCPT': {'G109687', 'G109688'}}","['G109688', 'G109687']",,[],[],2,subcritical,unknown,96100.0,,0,,,0,,,
Central Java 1900 2067,Central Java,Hard Coal ultra-supercritical,ultra-supercritical,PP,ID,1900.0,,"{'GCPT': {'G101261', 'G101262'}}","['G101261', 'G101262']",,[],[],2,ultra-supercritical,subbituminous,96100.0,,0,,,0,,,
Han Seng 265 2067,Han Seng,Hard Coal subcritical,subcritical,PP,KH,265.0,,"{'GCPT': {'G114300', 'G114299'}}","['G114300', 'G114299']",,[],[],2,subcritical,unknown,96100.0,,0,,,0,,,
Nanshan Industrial Park 150 2066,Nanshan Industrial Park,Hard Coal subcritical,subcritical,PP,ID,150.0,,"{'GCPT': {'G114902', 'G114352', 'G114488', 'G114901', 'G114489'}}","['G114488', 'G114901', 'G114489', 'G114352', 'G114902']",,[],[],5,subcritical,unknown,96100.0,aluminum,0,,,0,,,
